#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 4,165,542,337|$ 288.77|14,425,295|$ 17,853,372|0.10 %|0.29 %|5.13 %|False|False
2|Ripple|XRP|$ 251,265,141|$ 0.007875|31,908,551,587|$ 185,631|-0.01 %|2.20 %|-2.09 %|True|False
3|Litecoin|LTC|$ 187,400,213|$ 4.56|41,118,070|$ 8,463,993|0.10 %|-1.32 %|14.05 %|False|False
4|Dash|DASH|$ 20,882,262|$ 3.72|5,611,889|$ 78,636|0.05 %|1.00 %|1.77 %|False|False
5|Dogecoin|DOGE|$ 18,746,799|$ 0.000187|100,331,262,315|$ 126,998|0.04 %|-1.29 %|5.52 %|False|False
6|MaidSafeCoin|MAID|$ 15,251,039|$ 0.033700|452,552,412|$ 28,681|-0.02 %|-0.36 %|21.81 %|True|False
7|Stellar|STR|$ 14,198,562|$ 0.002935|4,837,356,606|$ 23,979|0.10 %|-3.52 %|0.66 %|True|False
8|BitShares|BTS|$ 13,765,168|$ 0.005480|2,511,953,117|$ 39,062|-0.17 %|-4.33 %|11.31 %|True|False
9|BanxShares|BANX|$ 13,446,959|$ 1.94|6,940,612|$ 8,266|0.10 %|0.28 %|5.12 %|True|False
10|Nxt|NXT|$ 12,693,424|$ 0.012693|999,997,096|$ 19,383|0.05 %|-1.79 %|-0.65 %|True|False
11|Peercoin|PPC|$ 12,179,540|$ 0.541088|22,509,362|$ 48,284|-0.05 %|-0.74 %|4.51 %|False|False
12|Bytecoin|BCN|$ 8,775,111|$ 0.000050|174,910,456,315|$ 17,185|-0.00 %|3.78 %|-0.99 %|False|False
13|Namecoin|NMC|$ 7,661,283|$ 0.635701|12,051,704|$ 31,176|0.07 %|-2.23 %|3.04 %|False|False
14|Monero|XMR|$ 4,876,587|$ 0.563168|8,659,197|$ 26,795|0.04 %|-2.41 %|7.05 %|False|False
15|Counterparty|XCP|$ 4,381,968|$ 1.66|2,639,856|$ 2,325|0.66 %|-1.30 %|8.47 %|True|False
16|MonaCoin|MONA|$ 3,165,844|$ 0.147451|21,470,517|$ 3,234|0.11 %|-0.84 %|0.66 %|False|False
17|Ethercoin|ETC|$ 3,067,650|$ 3.07|1,000,000|$ 2,262|-0.60 %|-4.69 %|51.39 %|True|False
18|YbCoin|YBC|$ 2,814,398|$ 0.938133|3,000,000|$ 54,820|-0.06 %|-1.31 %|1.32 %|True|False
19|Startcoin|START|$ 2,579,252|$ 0.091184|28,286,155|$ 11,871|0.16 %|-2.57 %|-9.85 %|False|True
20|SuperNET|UNITY|$ 2,535,334|$ 3.11|816,061|$ 14|0.28 %|19.39 %|18.12 %|True|False
21|BlackCoin|BLK|$ 2,495,120|$ 0.033284|74,964,463|$ 30,404|-0.00 %|-2.58 %|-4.06 %|True|False
22|BitcoinDark|BTCD|$ 2,170,390|$ 1.77|1,226,764|$ 1,434|-0.10 %|1.76 %|-0.25 %|False|False
23|Clams|CLAM|$ 2,100,276|$ 2.64|794,477|$ 4,852|0.31 %|-3.38 %|8.53 %|True|False
24|GetGems|GEMZ|$ 1,922,369|$ 0.021812|88,135,217|$ 1,801|0.31 %|0.48 %|23.52 %|True|False
25|NuShares|NSR|$ 1,827,111|$ 0.002240|815,525,593|$ 587|0.31 %|0.36 %|10.85 %|True|False
