#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$44,316,019,078|$2689.44|16,477,769|$742,708,828|-0.15%|-2.37%|-2.67%|False|False
2|Ethereum|ETH|$18,822,378,874|$200.97|93,656,775|$831,815,379|-0.21%|7.64%|-11.13%|False|False
3|Ripple|XRP|$6,392,188,820|$0.166754|38,333,090,674|$73,681,141|-0.13%|3.96%|-14.55%|True|False
4|Litecoin|LTC|$2,135,647,804|$40.89|52,231,538|$98,071,662|-0.11%|3.22%|-9.53%|False|False
5|NEM|XEM|$1,513,545,100|$0.168172|8,999,999,999|$2,545,256|-0.16%|4.70%|-0.99%|True|False
6|Dash|DASH|$1,348,570,952|$180.86|7,456,580|$34,588,195|-0.39%|2.85%|-6.05%|False|False
7|Ethereum Classic|ETC|$1,318,630,908|$14.02|94,035,495|$42,441,033|-0.23%|1.58%|-13.27%|False|False
8|IOTA|MIOTA|$744,204,354|$0.267745|2,779,530,283|$2,920,219|-0.09%|4.16%|-1.28%|True|False
9|Monero|XMR|$630,870,436|$42.46|14,858,521|$7,531,344|-0.52%|-1.73%|-2.03%|False|False
10|Stratis|STRAT|$486,157,216|$4.94|98,482,995|$10,963,667|-0.53%|7.90%|-23.62%|True|False
11|EOS|EOS|$442,706,909|$1.77|250,032,541|$36,670,211|-0.24%|1.12%|-9.55%|True|False
12|BitConnect|BCC|$400,294,811|$63.55|6,299,040|$2,616,334|-0.42%|-4.08%|-3.38%|False|False
13|NEO|ANS|$356,396,596|$7.13|50,000,000|$9,887,104|-0.17%|2.51%|-14.60%|True|False
14|Zcash|ZEC|$335,773,640|$181.55|1,849,453|$16,793,093|-0.18%|4.50%|-16.84%|False|False
15|BitShares|BTS|$335,250,024|$0.129075|2,597,334,792|$24,746,305|-0.32%|2.50%|-27.32%|True|False
16|Qtum|QTUM|$330,995,134|$5.61|59,000,000|$4,541,211|-0.28%|0.44%|-20.36%|True|False
17|Tether|USDT|$318,931,040|$0.998215|319,501,213|$74,574,579|0.03%|-0.25%|0.01%|True|False
18|Steem|STEEM|$296,381,703|$1.24|238,269,783|$942,218|-0.39%|6.93%|-23.66%|False|False
19|Veritaseum|VERI|$296,375,783|$147.72|2,006,279|$758,006|-0.55%|1.10%|-37.00%|True|False
20|Waves|WAVES|$284,454,902|$2.84|100,000,000|$2,148,284|-0.04%|-1.17%|-24.49%|True|False
21|Iconomi|ICN|$265,017,339|$3.05|87,000,000|$1,439,813|-0.03%|9.20%|0.74%|True|False
22|Siacoin|SC|$228,087,451|$0.008096|28,173,955,219|$4,889,888|-0.39%|4.52%|-17.78%|False|False
23|Bytecoin|BCN|$218,409,997|$0.001192|183,186,405,912|$984,593|-0.29%|-3.86%|-25.92%|False|False
24|Gnosis|GNO|$213,844,994|$193.60|1,104,590|$707,385|-0.02%|1.07%|-16.31%|True|False
25|Lisk|LSK|$203,371,696|$1.84|110,250,965|$1,885,300|-0.15%|1.54%|-12.75%|True|False
26|Golem|GNT|$197,727,518|$0.237359|833,032,000|$1,844,191|-0.11%|8.29%|-23.12%|True|False
27|Augur|REP|$196,232,081|$17.84|11,000,000|$1,187,765|0.01%|4.38%|-16.85%|True|False
28|Dogecoin|DOGE|$190,484,549|$0.001725|110,430,741,081|$2,717,706|-0.23%|0.70%|-16.40%|False|False
29|Status|SNT|$179,685,882|$0.051775|3,470,483,788|$14,140,852|-0.27%|1.78%|-37.86%|True|False
30|Stellar Lumens|XLM|$179,220,228|$0.016621|10,782,721,610|$4,240,385|-0.47%|1.34%|-24.94%|True|False
31|Byteball|GBYTE|$161,724,861|$441.99|365,903|$472,890|0.88%|7.99%|-19.46%|True|False
32|Decred|DCR|$153,605,296|$28.29|5,430,062|$3,153,020|-0.58%|21.40%|-0.75%|False|False
33|Factom|FCT|$153,351,106|$17.52|8,753,219|$2,006,184|-0.61%|2.25%|-16.24%|True|False
34|DigiByte|DGB|$149,872,245|$0.017143|8,742,253,657|$9,401,676|-0.26%|14.46%|3.23%|False|False
35|MaidSafeCoin|MAID|$141,827,439|$0.313395|452,552,412|$1,800,938|-0.20%|-1.07%|-17.08%|True|False
