#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 4,315,401,882|$ 316.00|13,656,492|$ 14,123,621|-0.06 %|-2.07 %|-2.50 %|False|False
2|Ripple|XRP|$ 737,063,988|$ 0.023793|30,978,075,200|$ 1,004,373|-0.17 %|-4.92 %|-2.81 %|True|False
3|PayCoin|XPY|$ 132,076,277|$ 10.74|12,302,105|$ 307,670|1.56 %|7.78 %|19.70 %|False|True
4|Litecoin|LTC|$ 96,200,692|$ 2.74|35,102,472|$ 2,017,011|-0.05 %|-0.90 %|-4.74 %|False|False
5|BitShares|BTS|$ 40,889,243|$ 0.016369|2,497,973,773|$ 99,565|-0.16 %|-2.09 %|5.02 %|True|False
6|MaidSafeCoin|MAID|$ 22,469,397|$ 0.049650|452,552,412|$ 16,964|-0.21 %|-9.91 %|14.63 %|True|False
7|Stellar|STR|$ 20,472,991|$ 0.005759|3,554,733,486|$ 94,644|-0.31 %|-4.30 %|-1.09 %|True|False
8|Dogecoin|DOGE|$ 17,751,559|$ 0.000183|97,089,897,617|$ 287,771|-0.21 %|-2.63 %|-7.39 %|False|False
9|Nxt|NXT|$ 16,162,294|$ 0.016162|999,997,096|$ 34,120|0.04 %|-3.40 %|-2.66 %|True|False
10|Peercoin|PPC|$ 12,714,190|$ 0.578719|21,969,554|$ 183,130|-0.01 %|-2.48 %|1.06 %|False|False
11|Counterparty|XCP|$ 10,852,904|$ 4.10|2,646,650|$ 1,910|-0.10 %|-3.83 %|7.61 %|True|False
12|Dash|DASH|$ 9,735,073|$ 1.95|4,984,713|$ 40,529|-0.03 %|0.51 %|-0.56 %|False|False
13|Namecoin|NMC|$ 7,600,113|$ 0.719129|10,568,497|$ 16,236|-0.04 %|-2.66 %|-13.09 %|False|False
14|FuelCoin|FC2|$ 4,701,507|$ 0.046939|100,162,925|$ 716|-0.11 %|-0.48 %|-16.69 %|False|True
15|NuShares|NSR|$ 4,055,373|$ 0.006690|606,148,337|$ 20,049|-0.03 %|4.79 %|32.12 %|True|False
16|SuperNET|UNITY|$ 3,895,426|$ 4.77|816,061|$ 4,794|-0.18 %|-3.72 %|-2.69 %|True|False
17|YbCoin|YBC|$ 3,285,422|$ 1.10|3,000,000|$ 40,771|-0.09 %|-4.59 %|21.27 %|True|False
18|BanxShares|BANX|$ 2,942,803|$ 1.14|2,586,882|$ 7,268|-0.06 %|-2.07 %|17.39 %|True|False
19|Monero|XMR|$ 2,729,346|$ 0.503978|5,415,609|$ 95,642|-0.37 %|19.37 %|53.48 %|False|False
20|NuBits|NBT|$ 2,252,124|$ 1.00|2,245,634|$ 803,276|-0.00 %|-0.27 %|0.79 %|True|False
21|BlackCoin|BLK|$ 2,111,375|$ 0.028248|74,743,274|$ 17,540|0.11 %|-2.08 %|-11.51 %|True|False
22|Storjcoin X|SJCX|$ 1,841,669|$ 0.044416|41,464,404|$ 1,863|-0.45 %|-4.16 %|0.89 %|True|False
