#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$19,191,077,535|$1179.09|16,276,242|$192,839,493|0.06%|0.51%|0.23%|False|False
2|Ethereum|ETH|$4,427,634,275|$48.79|90,756,643|$61,913,086|-0.16%|2.19%|10.97%|False|False
3|Ripple|XRP|$1,267,728,772|$0.033777|37,532,331,339|$4,845,286|-0.04%|-0.16%|-2.46%|True|False
4|Dash|DASH|$546,158,187|$75.50|7,233,674|$18,289,207|-0.03%|7.27%|11.43%|False|False
5|Litecoin|LTC|$546,067,189|$10.78|50,653,680|$34,555,150|-0.04%|2.62%|10.39%|False|False
6|Monero|XMR|$294,263,187|$20.58|14,301,269|$4,326,399|-0.07%|-1.03%|-1.16%|False|False
7|Ethereum Classic|ETC|$239,973,524|$2.65|90,678,313|$3,478,207|-0.14%|0.68%|-1.34%|False|False
8|NEM|XEM|$216,363,447|$0.024040|8,999,999,999|$3,603,086|0.23%|5.94%|21.21%|True|False
9|Augur|REP|$128,781,410|$11.71|11,000,000|$1,241,035|0.72%|7.54%|14.60%|True|False
10|PIVX|PIVX|$108,156,986|$2.04|52,994,248|$2,485,828|0.75%|17.45%|133.33%|True|False
11|MaidSafeCoin|MAID|$90,673,436|$0.200360|452,552,412|$413,407|0.30%|1.82%|2.09%|True|False
12|Zcash|ZEC|$79,688,366|$72.68|1,096,453|$5,477,332|-0.17%|0.30%|8.75%|False|False
13|Stratis|STRAT|$69,852,141|$0.710257|98,347,643|$5,838,475|0.32%|10.19%|60.25%|True|False
14|SingularDTV|SNGLS|$65,969,285|$0.109949|600,000,000|$88,193|-0.08%|100.58%|115.67%|True|False
15|BitConnect|BCC|$64,913,012|$10.66|6,088,625|$806,740|-0.06%|-0.25%|81.88%|False|False
16|Golem|GNT|$64,187,748|$0.078278|820,000,000|$654,909|0.17%|3.28%|2.42%|True|False
17|Decred|DCR|$56,465,726|$12.06|4,682,505|$789,004|-0.11%|7.53%|7.60%|False|False
18|Factom|FCT|$51,207,548|$5.85|8,753,219|$3,700,923|1.00%|18.87%|27.19%|True|False
19|Tether|USDT|$50,740,473|$0.999935|50,743,773|$12,717,301|0.00%|0.04%|0.08%|True|False
20|Steem|STEEM|$49,607,535|$0.209600|236,677,579|$1,953,683|0.77%|24.37%|29.61%|False|False
21|Dogecoin|DOGE|$47,297,512|$0.000434|108,981,569,784|$1,246,925|0.35%|2.52%|4.59%|False|False
22|Waves|WAVES|$43,217,656|$0.432177|100,000,000|$187,682|0.11%|-0.28%|12.66%|True|False
23|Iconomi|ICN|$37,406,518|$0.429960|87,000,000|$74,704|0.02%|2.21%|-7.57%|True|False
24|GameCredits|GAME|$35,493,258|$0.572348|62,013,435|$823,797|0.14%|13.34%|48.10%|False|False
25|DigixDAO|DGD|$34,750,632|$17.38|2,000,000|$42,075|0.20%|2.05%|0.66%|True|False
26|Lisk|LSK|$33,739,761|$0.319064|105,745,923|$747,620|0.47%|12.71%|16.88%|True|False
27|Stellar Lumens|XLM|$31,400,374|$0.003370|9,317,208,087|$1,198,547|0.11%|8.51%|16.60%|True|False
28|Ark|ARK|$29,903,165|$0.318967|93,750,000|$1,955,223|3.25%|88.34%|316.60%|True|False
29|Round|ROUND|$29,190,537|$0.034342|850,000,000|$27,971|0.00%|0.66%|3.49%|True|False
30|BitShares|BTS|$29,109,317|$0.011215|2,595,640,417|$1,772,089|0.45%|10.77%|29.78%|True|False
31|First Blood|1ST|$27,363,432|$0.319822|85,558,371|$153,672|-0.05%|0.54%|5.33%|True|False
32|Bytecoin|BCN|$25,186,703|$0.000138|182,757,136,437|$106,431|0.46%|0.17%|8.42%|False|False
33|Ardor|ARDR|$25,134,262|$0.025159|998,999,495|$76,772|0.51%|7.73%|14.60%|True|False
34|Siacoin|SC|$21,682,691|$0.000865|25,072,725,446|$332,525|0.09%|3.01%|39.80%|False|False
35|Peercoin|PPC|$20,185,808|$0.840617|24,013,098|$211,473|-0.08%|-0.80%|6.34%|False|False
36|Creditbit|CRBIT|$17,433,958|$1.38|12,594,410|$348,337|-2.07%|-7.68%|26.64%|False|False
37|Emercoin|EMC|$17,385,969|$0.435696|39,903,872|$171,317|-0.24%|-0.10%|18.47%|False|False
38|Melon|MLN|$17,365,052|$28.97|599,400|$154,553|0.07%|2.71%|-14.02%|True|False
39|Nxt|NXT|$17,082,125|$0.017099|998,999,983|$642,052|0.38%|9.65%|16.51%|True|False
40|Storjcoin X|SJCX|$17,007,581|$0.332354|51,173,144|$245,801|0.61%|17.24%|39.79%|True|False
41|Nexus|NXS|$16,089,604|$0.331107|48,593,342|$72,240|0.38%|0.40%|27.35%|False|False
42|Komodo|KMD|$14,843,043|$0.147198|100,837,566|$107,322|-0.37%|3.88%|-13.68%|False|False
43|Byteball|GBYTE|$14,688,249|$106.87|137,442|$23,381|0.70%|0.26%|36.76%|True|False
44|SysCoin|SYS|$14,165,925|$0.027029|524,107,166|$269,815|1.48%|10.79%|51.53%|False|False
45|Gulden|NLG|$13,417,634|$0.039025|343,819,291|$68,307|-0.61%|10.06%|26.65%|False|True
46|ZCoin|XZC|$13,369,154|$7.06|1,894,593|$1,014,728|-0.11%|-5.53%|-4.10%|False|False
47|Bitcrystals|BCY|$13,297,007|$0.321808|41,319,672|$101,861|0.07%|-0.03%|15.08%|True|False
48|PotCoin|POT|$12,363,786|$0.057104|216,513,059|$1,205,541|0.52%|22.90%|68.73%|False|False
49|Namecoin|NMC|$12,117,013|$0.822251|14,736,400|$127,491|0.05%|-0.54%|2.50%|False|False
