#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$42,977,154,261|$2621.00|16,397,259|$1,466,648,443|-0.22%|3.06%|-9.18%|False|False
2|Ethereum|ETH|$35,390,146,766|$382.26|92,581,688|$950,613,794|0.09%|3.09%|11.81%|False|False
3|Ripple|XRP|$10,321,905,569|$0.269570|38,290,271,363|$121,147,173|0.12%|3.22%|1.39%|True|False
4|Litecoin|LTC|$2,339,151,616|$45.33|51,598,609|$1,533,586,132|-0.33%|13.44%|49.26%|False|False
5|Ethereum Classic|ETC|$2,130,569,673|$22.98|92,709,028|$547,762,269|-0.23%|17.05%|18.70%|False|False
6|NEM|XEM|$1,799,477,035|$0.199942|8,999,999,999|$15,379,057|-0.32%|-2.61%|-5.07%|True|False
7|Dash|DASH|$1,309,488,222|$177.70|7,369,264|$59,488,443|-0.05%|4.48%|12.29%|False|False
8|IOTA|MIOTA|$1,152,968,675|$0.414807|2,779,530,283|$3,100,731|-0.11%|-4.68%|?|True|False
9|BitShares|BTS|$871,354,741|$0.335630|2,596,174,236|$128,092,934|-0.22%|4.10%|-5.85%|True|False
10|Stratis|STRAT|$756,363,176|$7.68|98,428,833|$8,208,064|-0.11%|-1.61%|-3.01%|True|False
11|Monero|XMR|$744,491,276|$50.84|14,644,820|$14,963,896|0.02%|2.88%|-4.42%|False|False
12|Zcash|ZEC|$591,074,614|$381.73|1,548,392|$27,378,573|-0.04%|0.89%|16.22%|False|False
13|Bytecoin|BCN|$541,575,917|$0.002959|183,029,526,057|$7,513,545|-0.73%|2.17%|-15.88%|False|False
14|Waves|WAVES|$518,972,554|$5.19|100,000,000|$2,036,528|-0.02%|0.43%|-14.88%|True|False
15|Golem|GNT|$504,206,276|$0.608025|829,252,000|$13,864,035|-0.36%|7.77%|4.78%|True|False
16|Steem|STEEM|$476,081,590|$2.03|234,591,463|$3,069,750|-0.08%|-0.36%|-13.40%|False|False
17|Siacoin|SC|$451,591,939|$0.016727|26,998,523,702|$37,662,506|0.00%|5.55%|5.95%|False|False
18|Stellar Lumens|XLM|$373,184,139|$0.038612|9,665,102,443|$8,762,831|-0.16%|2.10%|-10.15%|True|False
19|Dogecoin|DOGE|$356,841,072|$0.003248|109,850,186,928|$15,013,038|-0.32%|1.81%|-8.16%|False|False
20|BitConnect|BCC|$343,084,941|$50.97|6,731,074|$1,331,732|0.07%|0.32%|-7.00%|False|False
21|Augur|REP|$340,998,287|$31.00|11,000,000|$3,126,014|-0.20%|5.48%|-8.24%|True|False
22|Lisk|LSK|$333,041,163|$3.07|108,455,139|$9,400,458|-0.26%|-1.86%|-12.75%|True|False
23|Gnosis|GNO|$270,109,046|$244.53|1,104,590|$1,000,782|-0.01%|1.12%|-5.05%|True|False
24|Factom|FCT|$267,273,450|$30.53|8,753,219|$12,157,193|-0.58%|3.43%|16.65%|True|False
25|DigiByte|DGB|$244,350,142|$0.028203|8,663,934,309|$10,480,305|-0.13%|-1.68%|-19.62%|False|False
26|GameCredits|GAME|$225,941,037|$3.58|63,199,215|$3,716,979|0.02%|-3.69%|-13.94%|False|False
27|MaidSafeCoin|MAID|$219,715,366|$0.485503|452,552,412|$2,044,429|-0.08%|1.66%|-8.22%|True|False
28|Komodo|KMD|$214,714,855|$2.13|100,945,510|$1,371,008|1.03%|15.76%|27.31%|False|False
29|Basic Attenti...|BAT|$207,601,594|$0.207602|1,000,000,000|$4,421,044|-0.20%|-4.99%|6.34%|True|False
30|Ardor|ARDR|$201,328,462|$0.201530|998,999,495|$4,278,639|0.14%|-2.42%|15.25%|True|False
31|Iconomi|ICN|$200,434,555|$2.30|87,000,000|$2,392,091|-0.44%|14.50%|17.11%|True|False
32|Byteball|GBYTE|$186,621,463|$730.44|255,492|$462,768|0.20%|8.74%|5.16%|True|False
33|DigixDAO|DGD|$183,213,261|$91.61|2,000,000|$627,638|0.00%|1.04%|-10.77%|True|False
34|AntShares|ANS|$182,062,609|$3.64|50,000,000|$61,488,298|-0.25%|7.12%|122.95%|True|False
35|Decred|DCR|$166,077,828|$32.34|5,135,479|$1,353,642|0.20%|2.21%|-16.31%|False|False
36|Nxt|NXT|$164,708,029|$0.164873|998,999,983|$10,595,069|-0.21%|-0.57%|32.08%|True|False
37|Veritaseum|VERI|$151,227,661|$76.97|1,964,686|$657,142|0.21%|49.42%|87.10%|True|False
38|SingularDTV|SNGLS|$134,687,937|$0.224480|600,000,000|$427,126|0.09%|5.59%|-5.12%|True|False
39|Tether|USDT|$126,478,022|$0.992033|127,493,815|$109,726,653|0.05%|-2.26%|-2.34%|True|False
40|BitcoinDark|BTCD|$122,408,876|$94.97|1,288,862|$1,744,755|1.83%|20.41%|29.41%|False|False
41|Aragon|ANT|$104,076,110|$3.10|33,605,167|$716,925|-0.24%|-5.18%|-21.89%|True|False
42|MobileGo|MGO|$102,832,057|$1.47|70,000,000|$482,696|0.02%|0.25%|?|True|False
43|SysCoin|SYS|$94,988,930|$0.180751|525,523,679|$2,009,651|0.23%|-1.82%|-5.60%|False|False
44|FirstBlood|1ST|$92,029,175|$1.08|85,558,371|$6,027,669|-0.22%|1.29%|-6.58%|True|False
45|Round|ROUND|$90,690,067|$0.106694|850,000,000|$228,602|-0.50%|-2.64%|-25.06%|True|False
46|PIVX|PIVX|$87,179,958|$1.62|53,658,198|$518,702|-0.27%|-4.22%|6.94%|True|False
47|Ubiq|UBQ|$83,051,780|$2.23|37,227,003|$807,671|-0.37%|-2.32%|-0.47%|False|False
48|Ark|ARK|$72,995,892|$0.763147|95,651,170|$551,194|0.00%|-2.46%|-17.21%|True|False
49|Emercoin|EMC|$67,635,579|$1.68|40,257,163|$2,793,866|-1.04%|-3.09%|39.52%|False|False
50|Lykke|LKK|$64,870,502|$0.403134|160,915,679|$572,665|-0.04%|2.05%|3.17%|True|False
51|ReddCoin|RDD|$59,153,194|$0.002073|28,539,868,265|$1,107,189|-0.24%|-3.18%|-22.66%|True|False
52|Quantum Resis...|QRL|$59,016,905|$1.13|52,000,000|$3,153,102|-0.80%|-16.24%|76.25%|True|False
53|Peercoin|PPC|$58,128,795|$2.41|24,153,480|$7,685,036|0.36%|13.86%|13.52%|False|False
54|iExec RLC|RLC|$56,364,729|$0.712839|79,070,793|$440,545|-0.26%|-5.44%|-9.49%|True|False
55|Wings|WINGS|$54,701,291|$0.609768|89,708,333|$479,372|-0.14%|-3.28%|-15.37%|True|False
56|Melon|MLN|$51,870,466|$86.54|599,400|$407,252|0.33%|-0.71%|-14.21%|True|False
57|LEOcoin|LEO|$50,654,945|$0.594829|85,158,839|$152,298|-0.18%|-0.69%|1.32%|False|True
58|Storjcoin X|SJCX|$50,567,204|$0.988159|51,173,144|$411,569|-0.09%|-0.46%|-18.65%|True|False
59|Verge|XVG|$50,365,812|$0.003756|13,409,472,280|$1,351,340|-0.09%|-1.43%|-3.33%|False|False
60|Nexus|NXS|$48,896,787|$0.972794|50,264,253|$134,894|0.25%|5.09%|-1.24%|False|False
61|LBRY Credits|LBC|$46,456,232|$0.677950|68,524,524|$4,003,239|-0.44%|-6.80%|17.25%|False|False
62|Mysterium|MYST|$44,200,697|$2.27|19,429,024|$472,792|-0.27%|3.53%|?|True|False
63|Counterparty|XCP|$41,334,883|$15.78|2,618,644|$536,776|3.06%|16.02%|-9.00%|True|False
64|MCAP|MCAP|$39,992,368|$4.59|8,717,466|$105,766|0.12%|3.77%|-34.99%|True|False
65|Gulden|NLG|$39,504,614|$0.113694|347,464,869|$177,175|-0.45%|-2.76%|1.60%|False|True
66|Synereo|AMP|$38,510,209|$0.468173|82,256,324|$679,142|0.02%|0.54%|-16.02%|True|False
67|ZCoin|XZC|$37,944,330|$16.13|2,352,726|$2,552,179|-0.26%|-11.63%|44.27%|False|False
68|OBITS|OBITS|$37,926,453|$2.31|16,440,700|$281,979|-1.05%|-14.08%|34.05%|True|False
69|Peerplays|PPY|$37,777,302|$10.49|3,600,712|$1,144|0.00%|-30.83%|?|True|False
70|BlackCoin|BLK|$36,980,220|$0.485309|76,199,307|$2,420,886|-0.59%|1.70%|10.33%|True|False
71|SuperNET|UNITY|$34,889,722|$42.75|816,061|Low Vol|-1.02%|-1.28%|12.02%|True|False
72|Xaurum|XAUR|$34,322,167|$0.271774|126,289,530|$104,804|0.12%|-3.71%|11.14%|True|False
73|Namecoin|NMC|$32,654,054|$2.22|14,736,400|$2,335,357|-0.15%|8.99%|4.94%|False|False
74|Humaniq|HMQ|$29,933,036|$0.203155|147,340,889|$581,750|0.19%|-0.91%|-7.71%|True|False
75|GridCoin|GRC|$29,433,023|$0.075409|390,312,753|$489,860|0.10%|-2.47%|-19.54%|False|False
76|Omni|OMNI|$29,239,113|$52.30|559,106|$466,399|-0.29%|-4.91%|-16.54%|True|False
77|WeTrust|TRST|$29,068,143|$0.315452|92,147,500|$347,989|-0.26%|-2.63%|-18.79%|True|False
78|DigitalNote|XDN|$28,803,051|$0.004185|6,882,378,512|$2,454,106|0.13%|-8.76%|-27.00%|False|False
79|YbCoin|YBC|$28,310,028|$9.37|3,020,326|$5,112,358|-0.30%|13.79%|15.38%|True|False
80|BitBay|BAY|$27,838,983|$0.027630|1,007,553,755|$125,313|-0.02%|2.42%|-9.29%|True|False
81|Vertcoin|VTC|$27,836,987|$0.831879|33,462,800|$1,597,037|-0.29%|-1.24%|-6.74%|False|False
82|vSlice|VSL|$27,614,648|$0.827021|33,390,496|$197,378|1.24%|7.28%|123.14%|True|False
83|PotCoin|POT|$27,135,433|$0.124999|217,085,861|$909,359|-0.39%|-6.73%|22.70%|False|False
84|Mooncoin|MOON|$26,733,387|$0.000120|222,000,856,283|$126,424|-1.31%|-5.97%|-13.53%|False|False
85|Burst|BURST|$26,631,574|$0.014881|1,789,679,404|$682,904|-0.13%|-0.26%|-9.28%|False|False
86|Expanse|EXP|$26,433,245|$3.59|7,370,438|$535,717|-0.25%|3.37%|-14.10%|False|False
87|NAV Coin|NAV|$25,919,630|$0.422209|61,390,475|$760,231|-0.32%|-2.29%|3.23%|True|False
88|Matchpool|GUP|$25,474,026|$0.339654|75,000,000|$346,309|-0.29%|-0.73%|-18.85%|True|False
89|E-Dinar Coin|EDR|$25,470,425|$0.029281|869,848,324|$421,107|-0.01%|3.83%|-9.37%|False|False
90|Quantum|QAU|$25,075,945|$0.304120|82,454,023|$16,867|0.06%|10.88%|25.16%|True|False
91|TaaS|TAAS|$24,952,163|$3.06|8,146,001|$112,895|-0.37%|1.17%|-2.66%|True|False
92|I/O Coin|IOC|$24,828,280|$1.52|16,340,677|$45,426|-0.30%|-5.49%|5.00%|True|False
93|Edgeless|EDG|$23,802,036|$0.291216|81,733,265|$412,031|-0.24%|1.07%|3.10%|True|False
94|TokenCard|TKN|$22,816,548|$0.965001|23,644,056|$335,393|0.84%|2.78%|9.31%|True|False
95|EarthCoin|EAC|$22,368,760|$0.002393|9,346,468,332|$2,524,783|-0.28%|-1.92%|-12.16%|False|False
96|Etheroll|DICE|$22,305,681|$3.19|7,001,623|$108,338|1.67%|47.21%|?|True|False
97|Swarm City|SWT|$22,222,290|$3.22|6,904,058|$756,400|-0.10%|-25.56%|-44.14%|True|False
98|Voxels|VOX|$22,152,252|$0.107389|206,281,250|$2,957,559|0.40%|37.10%|31.52%|True|False
99|XtraBYtes|XBY|$22,179,719|$0.034123|650,000,000|$173,390|-0.09%|19.73%|49.13%|True|False
100|Databits|DTB|$21,531,284|$0.946521|22,747,809|$209,811|0.23%|-2.67%|-31.02%|True|False
101|Blocknet|BLOCK|$20,022,895|$5.12|3,910,516|$38,851|0.00%|4.24%|-27.14%|True|False
102|Asch|XAS|$19,612,023|$0.261494|75,000,000|$883,582|0.84%|12.99%|40.31%|False|False
103|DNotes|NOTE|$19,595,874|$0.157585|124,351,032|$347,732|-0.30%|-4.23%|-42.24%|False|False
104|Viacoin|VIA|$19,046,366|$0.839726|22,681,634|$836,183|0.57%|7.88%|-5.18%|False|False
105|Skycoin|SKY|$19,015,239|$3.42|5,559,448|$83,779|0.46%|21.45%|80.78%|True|False
106|Nexium|NXC|$19,012,063|$0.285803|66,521,586|$214,880|-0.21%|-2.39%|-20.75%|True|False
107|MonaCoin|MONA|$18,284,957|$0.356697|51,261,824|$56,451|0.14%|-1.25%|-9.53%|False|False
108|CloakCoin|CLOAK|$18,249,463|$3.63|5,020,928|$243,850|-0.41%|-4.58%|-17.08%|True|False
109|Radium|RADS|$17,611,137|$5.40|3,263,025|$197,859|-0.06%|-0.91%|-18.04%|True|False
110|BCAP|BCAP|$17,336,036|$1.73|10,000,000|$164,045|0.23%|-13.54%|-33.20%|True|False
111|Unity Ingot|UNY|$16,867,679|$0.083503|202,000,000|$1,003,855|-0.17%|2.32%|-8.19%|True|False
112|Shift|SHIFT|$16,590,283|$1.52|10,880,825|$154,907|-0.15%|-0.77%|-19.16%|True|False
113|VeriCoin|VRC|$16,241,469|$0.536895|30,250,730|$669,982|2.53%|18.74%|35.57%|False|False
114|Infinitecoin|IFC|$15,772,045|$0.000174|90,596,274,910|$1,745,262|-0.10%|-0.42%|-13.35%|False|False
115|Creditbit|CRB|$15,671,461|$1.32|11,874,608|$854,395|-0.05%|-1.88%|110.22%|True|False
116|Clams|CLAM|$15,463,022|$6.62|2,336,419|$4,089,393|-0.32%|-1.01%|12.19%|True|False
117|NeosCoin|NEOS|$15,044,327|$4.47|3,369,017|$899,490|0.47%|22.68%|24.33%|False|False
118|Chronobank|TIME|$14,529,251|$20.46|710,113|$364,555|0.04%|1.29%|-11.94%|True|False
119|Golos|GOLOS|$14,446,916|$0.116842|123,644,749|$39,656|0.01%|8.07%|-15.23%|False|False
120|Feathercoin|FTC|$13,944,257|$0.084225|165,559,758|$613,832|-0.12%|-3.18%|-19.15%|False|False
121|FlorinCoin|FLO|$13,937,907|$0.103611|134,521,885|$1,540,934|-0.40%|-9.40%|4.23%|False|False
122|Einsteinium|EMC2|$13,901,612|$0.065566|212,024,205|$650,221|0.14%|3.61%|-21.55%|False|False
123|Jinn|JINN|$13,769,327|$234.56|58,703|$4,926|-0.68%|29.80%|48.28%|True|False
124|E-Currency Coin|ECC|$13,439,834|$0.000593|22,666,843,215|$151,914|-0.75%|-10.90%|324.66%|False|False
125|E-coin|ECN|$13,369,496|$4.54|2,947,576|$72,945|-1.29%|-15.74%|1.44%|False|False
126|MergeCoin|MGC|$13,259,497|$0.132508|100,065,261|$1,161,982|-0.22%|-1.06%|21.07%|True|False
127|Waves Communi...|WCT|$13,039,250|$2.61|5,000,000|$7,200|0.99%|7.87%|-24.33%|True|False
128|WorldCoin|WDC|$12,908,827|$0.112447|114,799,401|$644,299|0.10%|2.67%|1.57%|False|False
129|MUSE|MUSE|$12,677,525|$0.009221|1,374,840,478|Low Vol|-0.77%|0.26%|30.33%|True|False
130|LuckChain|BASH|$12,609,932|$0.017437|723,164,840|$534,411|-0.07%|-0.72%|4.00%|False|False
131|VPNCoin|VASH|$12,546,033|$0.031338|400,339,746|$1,949,097|-0.31%|-2.84%|32.66%|True|False
132|Quark|QRK|$12,545,305|$0.050161|250,101,047|$419,431|0.69%|10.37%|121.72%|False|False
133|Pluton|PLU|$12,495,610|$14.70|850,000|$102,124|-0.19%|-2.56%|-8.98%|True|False
134|Crown|CRW|$12,347,389|$0.878686|14,052,105|$60,747|0.09%|-3.67%|-13.74%|False|False
135|Bitcrystals|BCY|$12,088,143|$0.519285|23,278,435|$87,491|0.34%|0.67%|-24.49%|True|False
136|ZenCash|ZEN|$11,996,060|$7.99|1,501,496|$209,385|-0.13%|-5.03%|-1.78%|False|False
137|bitCNY|BITCNY|$11,855,917|$0.139987|84,693,147|$1,687,755|0.03%|1.03%|0.69%|True|False
138|RaiBlocks|XRB|$11,597,131|$0.142669|81,286,775|$409,663|1.66%|26.35%|325.42%|False|False
139|Primecoin|XPM|$11,569,257|$0.592528|19,525,262|$1,909,317|0.49%|8.41%|5.90%|False|False
140|FedoraCoin|TIPS|$11,306,905|$0.000026|443,168,182,458|$59,949|-0.14%|-6.83%|-14.00%|False|False
141|Aeon|AEON|$11,072,986|$0.773163|14,321,675|$16,015|-0.88%|1.44%|-3.31%|False|False
142|Rubycoin|RBY|$10,908,817|$0.446180|24,449,342|$8,546|0.02%|-3.74%|1.27%|True|False
143|Pepe Cash|PEPECASH|$10,552,847|$0.015035|701,884,009|$3,124|0.74%|1.28%|-22.68%|True|False
144|Pascal Coin|PASC|$10,438,051|$0.988683|10,557,531|$194,713|-0.03%|-0.81%|-14.01%|False|False
145|Agoras Tokens|AGRS|$10,295,406|$0.245129|42,000,000|$80,321|-0.28%|-6.86%|-17.87%|True|False
146|Patientory|PTOY|$9,831,535|$0.140451|70,000,000|$346,440|0.00%|-1.73%|-90.92%|True|False
147|FoldingCoin|FLDC|$9,671,722|$0.019435|497,650,321|$252,906|-0.36%|-3.18%|-5.34%|True|False
148|BelaCoin|BELA|$9,599,186|$0.270436|35,495,167|$656,280|1.48%|11.37%|4.93%|False|False
149|MonetaryUnit|MUE|$9,512,567|$0.077450|122,821,552|$47,906|0.14%|0.25%|-15.75%|False|False
150|FirstCoin|FRST|$9,474,167|$2.50|3,782,574|$83,444|0.02%|-1.58%|3.18%|False|False
151|HEAT|HEAT|$9,469,290|$0.354389|26,720,019|$7,528|-0.61%|-2.94%|-16.55%|True|False
152|Energycoin|ENRG|$8,726,090|$0.072126|120,984,131|$5,657|0.12%|0.13%|-12.46%|False|False
153|BitBean|BITB|$8,603,500|$0.004339|1,982,781,965|$181,823|0.15%|-7.06%|-18.63%|True|False
154|Bankcoin|B@|$8,547,237|$2.00|4,265,080|$26,094|-2.15%|-23.81%|-46.92%|True|False
155|Lunyr|LUN|$8,346,465|$3.63|2,297,853|$200,325|0.74%|-1.50%|-25.84%|True|False
156|Bitpark Coin|BPC|$8,308,274|$0.110777|75,000,000|$1,092|-0.34%|-11.81%|83.24%|True|False
157|SolarCoin|SLR|$8,188,589|$0.232233|35,260,166|$17,725|-0.08%|2.62%|-14.89%|True|False
158|Bitcoin Plus|XBC|$8,153,975|$83.64|97,494|$124,025|0.48%|4.02%|-10.69%|True|False
159|Cryptonite|XCN|$8,111,330|$0.024380|332,703,630|$2,261,219|0.85%|15.20%|170.44%|False|False
160|SaluS|SLS|$8,038,003|$8.01|1,003,614|$15,120|0.48%|6.31%|-7.92%|True|False
161|OKCash|OK|$7,867,405|$0.109512|71,840,272|$86,033|-0.31%|-10.37%|-43.59%|True|False
162|Rise|RISE|$7,842,903|$0.073034|107,387,215|$45,290|-0.25%|-1.65%|-2.91%|True|False
163|SIBCoin|SIB|$7,542,566|$0.509363|14,807,850|$26,345|-0.36%|-8.80%|-2.66%|False|False
164|Gambit|GAM|$7,423,364|$6.26|1,185,413|$8,385|0.05%|0.28%|-9.96%|True|False
165|Vcash|XVC|$7,358,053|$0.482044|15,264,272|$592,749|0.06%|3.82%|-3.12%|False|False
166|Espers|ESP|$7,343,347|$0.000364|20,191,190,071|$57,481|1.49%|-3.26%|-4.79%|False|False
167|Safe Exchange...|SAFEX|$7,284,376|$0.003392|2,147,483,647|$40,631|0.03%|1.73%|-35.34%|True|False
168|Novacoin|NVC|$7,278,627|$4.16|1,750,699|$204,386|-0.20%|3.41%|-3.50%|False|False
