#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$42,449,833,284|$2582.68|16,436,348|$642,125,736|0.04%|2.93%|6.46%|False|False
2|Ethereum|ETH|$23,310,698,105|$250.26|93,146,387|$633,005,904|-0.09%|1.66%|-7.48%|False|False
3|Ripple|XRP|$9,301,925,396|$0.242925|38,291,387,790|$108,506,781|0.16%|5.05%|-4.09%|True|False
4|Litecoin|LTC|$2,663,676,492|$51.31|51,908,418|$575,009,152|-0.30%|10.33%|32.96%|False|False
5|Ethereum Classic|ETC|$1,586,515,915|$16.99|93,374,167|$92,021,405|0.00%|5.67%|-2.88%|False|False
6|Dash|DASH|$1,521,016,148|$205.12|7,415,144|$42,749,070|-0.15%|5.58%|22.64%|False|False
7|NEM|XEM|$1,413,475,502|$0.157053|8,999,999,999|$4,048,963|-0.04%|3.43%|5.62%|True|False
8|IOTA|MIOTA|$815,292,998|$0.293320|2,779,530,283|$3,028,637|-0.01%|1.53%|-24.11%|True|False
9|Monero|XMR|$676,515,785|$45.85|14,753,465|$14,195,819|-0.14%|5.97%|12.11%|False|False
10|Stratis|STRAT|$477,387,382|$4.85|98,455,903|$7,692,383|-0.43%|4.24%|-12.59%|True|False
11|BitShares|BTS|$474,124,225|$0.182589|2,596,676,042|$53,997,303|-0.67%|4.75%|-13.84%|True|False
12|EOS|EOS|$471,094,058|$2.38|197,796,646|$130,148,723|-0.56%|-5.93%|113.88%|True|False
13|Zcash|ZEC|$431,247,135|$255.60|1,687,219|$15,596,239|0.12%|5.22%|-8.50%|False|False
14|BitConnect|BCC|$410,753,108|$59.88|6,859,283|$2,465,998|-0.06%|3.55%|19.14%|False|False
15|Waves|WAVES|$389,356,450|$3.89|100,000,000|$1,231,324|-0.07%|7.37%|7.22%|True|False
16|Steem|STEEM|$387,821,777|$1.64|236,177,793|$1,853,691|-0.32%|8.75%|4.86%|False|False
17|AntShares|ANS|$362,928,069|$7.26|50,000,000|$19,944,129|-0.58%|11.62%|-1.32%|True|False
18|Veritaseum|VERI|$336,092,712|$170.77|1,968,050|$1,021,274|-0.39%|-2.30%|105.59%|True|False
19|Gnosis|GNO|$324,762,057|$294.01|1,104,590|$1,129,500|-0.26%|5.09%|1.09%|True|False
20|Golem|GNT|$312,508,313|$0.375146|833,032,000|$6,187,453|-0.29%|11.09%|-14.58%|True|False
21|Bytecoin|BCN|$304,441,188|$0.001663|183,110,798,512|$1,383,965|0.10%|3.90%|-27.08%|False|False
22|Siacoin|SC|$296,832,751|$0.010754|27,602,210,430|$19,055,238|-0.07%|11.75%|-12.22%|False|False
23|Iconomi|ICN|$273,091,960|$3.14|87,000,000|$1,240,714|0.25%|3.20%|-4.57%|True|False
24|Dogecoin|DOGE|$268,148,875|$0.002435|110,140,105,617|$5,750,210|-0.14%|4.43%|1.98%|False|False
25|Augur|REP|$262,795,733|$23.89|11,000,000|$6,202,702|-0.07%|4.52%|-1.98%|True|False
26|Lisk|LSK|$242,613,695|$2.22|109,345,554|$4,986,649|-0.24%|1.71%|-3.99%|True|False
27|Stellar Lumens|XLM|$226,938,876|$0.021496|10,557,055,214|$7,949,822|-0.10%|7.77%|-10.16%|True|False
28|Tether|USDT|$221,268,879|$1.01|219,981,353|$55,356,430|0.07%|-0.50%|-1.58%|True|False
29|MaidSafeCoin|MAID|$203,261,711|$0.449145|452,552,412|$1,598,416|-0.06%|1.23%|4.17%|True|False
30|Factom|FCT|$201,619,251|$23.03|8,753,219|$2,312,321|-0.26%|6.04%|6.45%|True|False
31|Byteball|GBYTE|$194,961,059|$763.08|255,492|$2,114,718|-1.57%|-4.69%|-5.96%|True|False
32|Decred|DCR|$187,236,079|$35.43|5,283,969|$3,063,221|-0.29%|17.21%|23.64%|False|False
33|GameCredits|GAME|$158,811,922|$2.50|63,427,565|$2,474,957|-0.18%|9.46%|-17.04%|False|False
34|Status|SNT|$149,859,298|$0.043181|3,470,483,788|$5,090,258|-0.15%|4.29%|2.02%|True|False
35|Ardor|ARDR|$149,386,304|$0.149536|998,999,495|$3,545,450|-0.54%|17.53%|-18.97%|True|False
36|Komodo|KMD|$145,064,823|$1.44|100,945,510|$265,105|-0.26%|10.91%|-6.98%|False|False
37|DigiByte|DGB|$139,083,440|$0.015909|8,742,253,657|$3,306,703|-0.11%|4.94%|4.32%|False|False
38|DigixDAO|DGD|$132,351,991|$66.18|2,000,000|$359,861|0.04%|9.97%|-14.15%|True|False
39|PIVX|PIVX|$126,125,117|$2.34|53,795,225|$833,821|-0.32%|2.13%|8.40%|True|False
40|MCAP|MCAP|$120,417,659|$4.03|29,888,202|$903,112|0.02%|-7.19%|-11.96%|True|False
41|Nxt|NXT|$120,153,198|$0.120273|998,999,983|$8,701,174|0.12%|23.71%|-9.32%|True|False
42|TenX|PAY|$106,531,560|$1.02|104,661,310|$8,288,895|-1.00%|-10.43%|-97.01%|True|False
43|Basic Attenti...|BAT|$106,003,087|$0.106003|1,000,000,000|$1,238,075|-0.04%|4.54%|-17.21%|True|False
44|Bancor|BNT|$101,082,442|$2.52|40,150,383|$1,160,570|0.00%|2.91%|-5.63%|True|False
45|FirstBlood|1ST|$100,917,876|$1.18|85,558,371|$43,901,307|-0.07%|48.47%|-10.18%|True|False
46|SingularDTV|SNGLS|$94,815,227|$0.158025|600,000,000|$425,926|-0.02%|8.48%|-7.12%|True|False
47|MobileGo|MGO|$76,971,842|$1.10|70,000,000|$471,672|-0.27%|17.68%|-17.21%|True|False
48|BitcoinDark|BTCD|$76,186,903|$59.11|1,288,862|$448,749|-0.22%|5.30%|-7.56%|False|False
49|Aragon|ANT|$73,907,820|$2.20|33,605,167|$297,655|0.06%|6.44%|0.64%|True|False
50|DECENT|DCT|$70,848,852|$1.38|51,306,089|$2,084,903|0.83%|59.25%|-82.21%|True|False
51|SysCoin|SYS|$68,487,104|$0.130205|525,995,754|$1,653,288|-0.39%|6.32%|-9.82%|False|False
52|Ark|ARK|$58,784,484|$0.611676|96,104,014|$291,964|-0.04%|6.73%|19.04%|True|False
