#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 3,580,566,406|$ 258.74|13,838,325|$ 50,432,469|-0.11 %|6.48 %|14.34 %|False|False
2|Ripple|XRP|$ 473,210,202|$ 0.014830|31,908,551,587|$ 861,009|-0.33 %|0.30 %|1.88 %|True|False
3|Litecoin|LTC|$ 71,477,717|$ 1.96|36,478,511|$ 3,086,200|0.00 %|5.29 %|9.17 %|False|False
4|BitShares|BTS|$ 22,394,929|$ 0.008959|2,499,765,153|$ 106,015|-0.09 %|-0.41 %|-8.65 %|True|False
5|MaidSafeCoin|MAID|$ 16,053,478|$ 0.035473|452,552,412|$ 5,765|-0.54 %|9.97 %|21.22 %|True|False
6|Dogecoin|DOGE|$ 14,802,385|$ 0.000151|98,168,303,840|$ 166,211|-0.12 %|2.96 %|4.30 %|False|False
7|Dash|DASH|$ 14,107,362|$ 2.75|5,126,548|$ 228,505|-0.47 %|-9.89 %|49.95 %|False|False
8|Stellar|STR|$ 12,983,484|$ 0.003599|3,607,828,412|$ 31,396|-0.60 %|-0.40 %|-5.36 %|True|False
9|Nxt|NXT|$ 12,083,261|$ 0.012083|999,997,096|$ 20,354|-0.22 %|1.70 %|4.24 %|True|False
10|PayCoin|XPY|$ 11,787,687|$ 0.895566|13,162,279|$ 40,577|-1.35 %|-6.65 %|-22.57 %|False|True
11|Peercoin|PPC|$ 9,105,063|$ 0.412225|22,087,585|$ 225,935|-0.37 %|0.24 %|26.69 %|False|False
12|Namecoin|NMC|$ 5,894,004|$ 0.540205|10,910,685|$ 39,263|-0.08 %|6.56 %|12.78 %|False|False
13|BanxShares|BANX|$ 5,031,327|$ 1.40|3,600,882|$ 2,045|-0.10 %|6.51 %|14.35 %|True|False
14|Counterparty|XCP|$ 4,083,580|$ 1.54|2,646,359|$ 5,913|-0.06 %|2.06 %|23.64 %|True|False
