#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 1,085,422,583|$ 95.62|11,351,024|Low Vol|0.12 %|-0.89 %|-11.24 %|False|False
2|Litecoin|LTC|$ 53,616,462|$ 2.82|19,009,271|Low Vol|0.23 %|0.10 %|-9.82 %|False|False
3|Namecoin|NMC|$ 3,047,779|$ 0.510763|5,967,107|Low Vol|0.10 %|-2.31 %|-5.42 %|False|False
4|Peercoin|PPC|$ 2,321,498|$ 0.119408|19,441,769|Low Vol|0.07 %|-1.15 %|-3.78 %|False|False
5|Novacoin|NVC|$ 924,899|$ 3.08|300,747|Low Vol|0.04 %|-0.78 %|-10.98 %|False|False
6|Feathercoin|FTC|$ 681,108|$ 0.077863|8,747,536|Low Vol|0.22 %|0.19 %|-11.84 %|False|False
7|Terracoin|TRC|$ 383,412|$ 0.126598|3,028,582|Low Vol|0.28 %|-0.14 %|-5.75 %|False|False
8|Devcoin|DVC|$ 355,730|$ 0.000075|4,773,024,965|Low Vol|-0.02 %|-2.22 %|-14.80 %|False|False
9|Freicoin|FRC|$ 280,753|$ 0.012842|21,862,103|Low Vol|-0.50 %|10.53 %|-15.23 %|False|False
10|Digitalcoin|DGC|$ 94,821|$ 0.026911|3,523,544|Low Vol|0.13 %|-3.83 %|-3.68 %|False|False
11|Yacoin|YAC|$ 88,573|$ 0.022511|3,934,598|Low Vol|0.28 %|-2.88 %|3.99 %|False|False
12|BBQCoin|BQC|$ 79,999|$ 0.004031|19,845,862|Low Vol|0.03 %|4.56 %|-1.58 %|False|False
13|WorldCoin|WDC|$ 54,828|$ 0.007894|6,945,743|Low Vol|0.04 %|2.13 %|-19.04 %|False|False
14|Ixcoin|IXC|$ 49,932|$ 0.003583|13,936,278|Low Vol|0.22 %|0.79 %|?|True|False
15|CHNCoin|CNC|$ 45,509|$ 0.008679|5,243,625|Low Vol|0.20 %|-9.19 %|-64.49 %|False|False
16|Mincoin|MNC|$ 40,502|$ 0.035357|1,145,517|Low Vol|1.09 %|7.67 %|64.07 %|False|False
17|BitBar|BTB|$ 21,792|$ 5.52|3,946|Low Vol|-0.31 %|-3.19 %|-15.95 %|False|False
18|Luckycoin|LKY|$ 12,115|$ 0.002654|4,565,657|Low Vol|0.69 %|3.72 %|-6.75 %|False|False
19|Memecoin|MEM|$ 10,305|$ 0.000743|13,873,458|Low Vol|-0.07 %|-19.32 %|-35.04 %|False|False
20|GoldCoin|GLD|$ 8,317|$ 0.000500|16,647,835|Low Vol|-0.64 %|-26.33 %|-59.49 %|False|False
21|Bytecoin|BTE|$ 6,275|$ 0.006824|919,450|Low Vol|-0.06 %|1.82 %|-49.12 %|False|False
22|Franko|FRK|$ 3,314|$ 0.113180|29,277|Low Vol|-0.89 %|-13.36 %|-32.25 %|False|False
23|Nibble|NBL|$ 2,691|$ 0.003563|755,280|Low Vol|-0.04 %|-7.89 %|-17.39 %|False|False
24|AmericanCoin|AMC|$ 2,092|$ 0.001927|1,085,610|Low Vol|0.09 %|-0.55 %|-17.50 %|False|False
25|Elacoin|ELC|$ 1,730|$ 0.079419|21,783|Low Vol|0.12 %|-0.86 %|-7.89 %|False|False
26|Junkcoin|JKC|$ 180|$ 0.000033|5,523,266|Low Vol|2.63 %|35.53 %|-91.46 %|False|False
