#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 1,396,556,058|$ 120.36|11,602,912|Low Vol|0.07 %|1.46 %|6.65 %|False|False
2|Litecoin|LTC|$ 55,189,054|$ 2.67|20,638,530|Low Vol|-0.06 %|-2.60 %|-4.52 %|False|False
3|Ripple|XRP|$ 43,914,009|$ 0.005617|7,817,889,792|Low Vol|0.19 %|7.92 %|-3.18 %|True|False
4|Namecoin|NMC|$ 3,987,351|$ 0.622392|6,406,490|Low Vol|0.05 %|1.24 %|-8.25 %|False|False
5|Peercoin|PPC|$ 3,411,476|$ 0.169957|20,072,578|Low Vol|0.18 %|1.19 %|2.21 %|False|False
6|Feathercoin|FTC|$ 1,878,162|$ 0.131236|14,311,371|Low Vol|-0.04 %|-1.44 %|-10.85 %|False|False
7|Novacoin|NVC|$ 1,750,563|$ 4.75|368,220|Low Vol|0.06 %|0.28 %|-9.82 %|False|False
8|Primecoin|XPM|$ 1,331,930|$ 0.763131|1,745,349|Low Vol|-0.51 %|-4.57 %|-12.06 %|False|False
9|Terracoin|TRC|$ 638,837|$ 0.175165|3,647,061|Low Vol|0.07 %|-0.12 %|-8.29 %|False|False
10|Infinitecoin|IFC|$ 389,915|$ 0.000005|74,850,074,624|Low Vol|-1.13 %|-9.77 %|24.42 %|False|False
11|Devcoin|DVC|$ 303,612|$ 0.000059|5,147,911,719|Low Vol|0.07 %|-0.24 %|6.02 %|False|False
12|Digitalcoin|DGC|$ 253,694|$ 0.033741|7,518,926|Low Vol|-0.26 %|-0.50 %|14.10 %|False|False
13|Freicoin|FRC|$ 210,916|$ 0.008503|24,805,962|Low Vol|0.13 %|13.68 %|23.02 %|False|False
14|GoldCoin|GLD|$ 184,706|$ 0.007085|26,071,706|Low Vol|0.84 %|21.88 %|2.32 %|False|False
15|Megacoin|MEC|$ 111,400|$ 0.007059|15,780,250|Low Vol|-0.12 %|2.83 %|21.25 %|False|False
16|WorldCoin|WDC|$ 109,533|$ 0.006337|17,286,034|Low Vol|0.41 %|-4.19 %|-23.66 %|False|False
17|Ixcoin|IXC|$ 95,151|$ 0.006336|15,017,859|Low Vol|0.07 %|0.66 %|10.01 %|True|False
18|Crypto Bullion|CBX|$ 93,167|$ 0.137656|676,808|Low Vol|0.07 %|9.34 %|-17.99 %|False|False
19|Yacoin|YAC|$ 92,432|$ 0.015538|5,948,577|Low Vol|-1.67 %|-6.77 %|-30.87 %|False|False
