#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
155|Joincoin|J|$406,946|$0.166209|2,448,402|$181|-0.13%|2.28%|8.31%|False|False
156|Riecoin|RIC|$401,927|$0.012707|31,630,528|$4,440|0.15%|-7.15%|-19.02%|False|False
157|NuShares|NSR|$393,149|$0.000145|2,702,268,334|$2,583|0.18%|-4.80%|-23.04%|True|False
158|Silk|SLK|$388,364|$0.008770|44,282,045|$944|-0.04%|-2.87%|15.64%|False|False
159|FuelCoin|FC2|$383,179|$0.003783|101,297,181|$20|-0.23%|-5.32%|-44.65%|False|True
160|Infinitecoin|IFC|$378,701|$0.000004|90,596,274,910|$953|-0.12%|0.57%|5.74%|False|False
161|SpreadCoin|SPR|$367,068|$0.048431|7,579,253|$2,199|1.80%|10.10%|177.31%|False|False
162|SaluS|SLS|$356,305|$0.355310|1,002,803|$3,087|0.38%|-0.74%|-13.78%|True|False
163|LuckChain|BASH|$348,806|$0.000353|989,227,853|$28|0.06%|-5.16%|-13.95%|False|False
164|HunterCoin|HUC|$343,840|$0.021066|16,322,368|$1,351|0.07%|3.22%|-15.59%|False|False
165|BoostCoin|BOST|$325,024|$0.027415|11,855,487|$65|0.89%|0.97%|2.81%|False|False
166|Verge|XVG|$321,070|$0.000025|12,793,464,160|$357|4.88%|-2.22%|6.07%|False|False
167|Bitcoin Plus|XBC|$320,840|$3.43|93,536|$3,708|0.94%|13.59%|-4.13%|True|False
168|AudioCoin|ADC|$310,988|$0.000392|793,198,644|$201|0.61%|20.14%|14.02%|False|False
169|Vault Coin|VLTC|$310,880|$0.010596|29,338,523|$3,691|-0.75%|4.33%|51.72%|False|False
170|Janus|JNS|$309,890|$0.023253|13,326,867|$4,557|0.20%|11.13%|42.12%|True|False
171|Myriad|XMY|$303,710|$0.000207|1,463,970,469|$3,880|0.10%|0.30%|-8.60%|False|False
172|WorldCoin|WDC|$303,349|$0.002675|113,386,713|$1,295|0.19%|-0.41%|-5.83%|False|False
173|ZcCoin|ZCC|$294,978|$0.004784|61,657,044|$1,180|0.04%|-1.75%|-0.04%|False|False
174|Quark|QRK|$287,666|$0.001150|250,101,047|$39|0.04%|-2.63%|-8.71%|False|False
175|Bitland|CADASTRAL|$284,310|$0.009477|30,000,000|$27|1.66%|240.01%|122.71%|True|False
176|Zetacoin|ZET|$283,689|$0.001713|165,644,048|$923|0.10%|-3.80%|-16.79%|False|False
177|Groestlcoin|GRS|$278,343|$0.004163|66,865,173|$3,245|-0.50%|9.51%|-5.76%|False|False
178|PinkCoin|PINK|$277,847|$0.000762|364,795,470|$2,293|-0.18%|3.66%|13.96%|True|False
179|PRCoin|PRC|$275,556|$0.042798|6,438,571|$38,928|0.02%|1.26%|?|True|False
180|HempCoin|HMP|$273,956|$0.000202|1,356,007,934|$295|-0.58%|-8.41%|3.33%|False|False
181|ICO OpenLedger|ICOO|$273,454|$0.579467|471,906|$543|0.43%|-4.01%|-27.95%|True|False
182|Jewels|JWL|$267,089|$0.013276|20,118,469|$57|-1.46%|-13.09%|10.73%|True|False
183|Applecoin|APC|$262,291|$0.011769|22,286,048|$12,292|0.31%|13.07%|33.14%|True|False
184|Voxels|VOX|$262,232|$0.008325|31,500,000|$23,958|0.28%|12.79%|-5.28%|True|False
185|Startcoin|START|$258,324|$0.005730|45,079,785|$14,002|0.46%|-10.60%|-21.21%|False|True
186|Pangea Poker|PANGEA|$256,887|$0.257054|999,352|$26|0.42%|14.12%|19.02%|True|False
