#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$47,284,222,690|$2885.93|16,384,423|$2,091,134,219|-0.16%|1.88%|15.20%|False|False
2|Ethereum|ETH|$31,583,712,445|$341.88|92,383,769|$1,851,631,578|0.00%|17.82%|47.03%|False|False
3|Ripple|XRP|$10,189,837,829|$0.265870|38,326,381,283|$161,583,222|0.10%|-6.12%|-8.52%|True|False
4|NEM|XEM|$1,895,490,151|$0.210610|8,999,999,999|$19,292,611|0.50%|-2.59%|-3.19%|True|False
5|Ethereum Classic|ETC|$1,790,636,719|$19.36|92,488,004|$231,353,538|1.00%|8.89%|13.98%|False|False
6|Litecoin|LTC|$1,563,872,087|$30.37|51,490,856|$213,037,936|-0.06%|1.57%|11.59%|False|False
7|Dash|DASH|$1,163,951,933|$158.24|7,355,447|$43,893,387|0.93%|6.09%|11.23%|False|False
8|BitShares|BTS|$927,707,577|$0.356478|2,602,426,181|$628,987,198|-0.79%|11.40%|255.12%|True|False
9|Stratis|STRAT|$779,767,473|$7.92|98,419,804|$38,787,940|1.74%|-3.57%|-17.55%|True|False
10|Monero|XMR|$776,946,317|$53.19|14,608,046|$14,704,687|0.26%|-4.13%|24.81%|False|False
11|Bytecoin|BCN|$643,718,036|$0.003518|183,004,314,155|$3,725,897|-0.16%|-1.46%|34.58%|False|False
12|Waves|WAVES|$609,693,742|$6.10|100,000,000|$4,797,144|0.68%|-10.74%|21.36%|True|False
13|Steem|STEEM|$548,373,134|$2.34|234,014,593|$12,886,367|0.17%|-8.83%|87.06%|False|False
14|Zcash|ZEC|$492,096,269|$328.46|1,498,182|$42,302,667|-0.05%|13.78%|39.81%|False|False
15|Golem|GNT|$481,216,199|$0.580302|829,252,000|$17,309,508|-0.34%|0.20%|24.83%|True|False
16|Siacoin|SC|$423,026,327|$0.015786|26,796,763,117|$39,796,749|-0.15%|-11.83%|1.02%|False|False
17|Stellar Lumens|XLM|$415,349,873|$0.042975|9,664,942,653|$19,377,445|0.23%|-6.64%|10.97%|True|False
18|Dogecoin|DOGE|$388,186,532|$0.003537|109,753,483,439|$33,576,138|0.48%|3.17%|9.24%|False|False
19|Lisk|LSK|$380,665,828|$3.52|108,154,091|$44,130,965|-0.47%|-9.43%|163.82%|True|False
20|Augur|REP|$371,623,787|$33.78|11,000,000|$6,470,120|-0.24%|-0.55%|27.41%|True|False
21|BitConnect|BCC|$366,706,795|$54.81|6,691,021|$3,287,871|0.33%|-1.20%|115.97%|False|False
22|DigiByte|DGB|$302,752,247|$0.035088|8,628,447,072|$98,942,051|-0.18%|-22.05%|-31.96%|False|False
23|Gnosis|GNO|$284,465,275|$257.53|1,104,590|$2,488,995|-0.12%|-0.02%|-1.82%|True|False
24|GameCredits|GAME|$262,236,808|$4.15|63,123,200|$4,548,995|0.02%|-9.58%|-4.61%|False|False
25|MaidSafeCoin|MAID|$239,396,998|$0.528993|452,552,412|$4,271,009|0.04%|-6.24%|25.19%|True|False
26|Factom|FCT|$229,124,178|$26.18|8,753,219|$10,504,523|0.90%|-9.54%|70.03%|True|False
27|DigixDAO|DGD|$205,335,296|$102.67|2,000,000|$3,458,647|-0.39%|15.60%|29.47%|True|False
28|Decred|DCR|$196,510,257|$38.64|5,085,638|$4,401,044|-0.57%|-8.51%|21.65%|False|False
29|Basic Attenti...|BAT|$195,227,675|$0.195228|1,000,000,000|$8,315,372|0.04%|-13.87%|-4.23%|True|False
30|Byteball|GBYTE|$177,456,813|$694.57|255,492|$1,400,584|0.19%|2.21%|-15.98%|True|False
31|Ardor|ARDR|$174,686,086|$0.174861|998,999,495|$3,972,753|-0.16%|-7.29%|29.99%|True|False
32|Iconomi|ICN|$171,148,249|$1.97|87,000,000|$1,497,905|-0.37%|-3.06%|56.42%|True|False
33|Komodo|KMD|$168,650,217|$1.67|100,945,510|$1,415,324|0.21%|14.71%|52.50%|False|False
34|SingularDTV|SNGLS|$141,949,906|$0.236583|600,000,000|$520,687|-0.03%|-15.56%|28.71%|True|False
35|Aragon|ANT|$133,245,251|$3.97|33,605,167|$2,591,274|0.50%|19.30%|82.08%|True|False
36|Tether|USDT|$129,512,632|$1.02|127,493,815|$85,207,669|-0.04%|1.33%|-0.72%|True|False
37|Nxt|NXT|$124,703,723|$0.124829|998,999,983|$28,872,963|0.23%|-13.46%|87.86%|True|False
38|Round|ROUND|$121,023,435|$0.142381|850,000,000|$424,044|-0.57%|-10.89%|13.22%|True|False
39|SysCoin|SYS|$100,593,623|$0.191473|525,366,382|$3,366,791|0.13%|-8.46%|25.58%|False|False
40|FirstBlood|1ST|$98,512,957|$1.15|85,558,371|$7,606,245|-0.53%|0.06%|31.73%|True|False
41|BitcoinDark|BTCD|$94,588,560|$73.39|1,288,862|$962,916|0.14%|10.99%|76.84%|False|False
42|Ark|ARK|$88,027,692|$0.921756|95,499,993|$1,299,430|0.13%|-11.66%|108.35%|True|False
43|Ubiq|UBQ|$83,316,375|$2.24|37,169,455|$1,776,738|0.13%|-7.41%|14.22%|False|False
44|AntShares|ANS|$81,660,418|$1.63|50,000,000|$14,361,695|-0.57%|-4.92%|30.93%|True|False
45|PIVX|PIVX|$81,426,861|$1.52|53,593,974|$688,858|-0.05%|-4.93%|-6.71%|True|False
46|ReddCoin|RDD|$76,466,970|$0.002680|28,533,448,339|$2,553,610|-0.45%|-10.14%|15.51%|True|False
47|Wings|WINGS|$64,634,364|$0.720495|89,708,333|$1,554,869|-0.23%|-15.02%|21.41%|True|False
48|Storjcoin X|SJCX|$62,158,805|$1.21|51,173,144|$1,383,892|-0.13%|-1.32%|48.59%|True|False
49|iExec RLC|RLC|$61,484,513|$0.787548|78,070,793|$931,161|-0.90%|-9.92%|-10.53%|True|False
50|Melon|MLN|$60,464,587|$100.88|599,400|$718,476|0.23%|-10.86%|69.98%|True|False
51|Lykke|LKK|$57,459,099|$0.390747|147,049,511|$625,069|-0.02%|3.38%|35.20%|True|False
52|Verge|XVG|$52,100,736|$0.003885|13,409,472,280|$4,288,754|0.03%|-20.73%|17.16%|False|False
53|Peercoin|PPC|$51,174,328|$2.12|24,139,422|$2,194,817|-0.04%|-4.66%|24.24%|False|False
54|Nexus|NXS|$49,335,453|$0.985012|50,086,163|$148,630|-0.12%|2.86%|87.56%|False|False
55|Emercoin|EMC|$48,425,488|$1.20|40,214,311|$1,375,053|1.57%|8.31%|27.86%|False|False
56|Synereo|AMP|$45,853,715|$0.557449|82,256,324|$2,353,580|-0.43%|-8.62%|56.78%|True|False
57|Counterparty|XCP|$45,423,880|$17.35|2,618,674|$2,003,933|-0.41%|-5.88%|47.85%|True|False
58|LBRY Credits|LBC|$39,620,458|$0.578194|68,524,524|$4,388,796|0.23%|-7.47%|78.53%|False|False
59|Swarm City|SWT|$39,468,874|$5.76|6,849,695|$656,178|-0.75%|2.06%|70.20%|True|False
60|DigitalNote|XDN|$39,452,406|$0.005733|6,882,008,169|$1,023,298|0.23%|-24.94%|5.92%|False|False
61|Gulden|NLG|$38,836,231|$0.111900|347,060,867|$391,583|-0.52%|-9.96%|26.44%|False|True
62|GridCoin|GRC|$36,582,364|$0.093726|390,312,753|$3,552,123|2.16%|37.87%|116.70%|False|False
63|WeTrust|TRST|$35,791,920|$0.388420|92,147,500|$640,505|0.35%|-3.28%|28.35%|True|False
64|Omni|OMNI|$35,030,684|$62.66|559,052|$1,181,739|-0.36%|-10.09%|14.51%|True|False
65|DNotes|NOTE|$33,868,230|$0.272827|124,137,961|$7,400,372|0.61%|34.90%|245.18%|False|False
66|BlackCoin|BLK|$33,510,461|$0.439852|76,185,752|$5,246,150|0.17%|-10.90%|78.09%|True|False
67|Quantum Resis...|QRL|$33,484,319|$0.643929|52,000,000|$2,513,085|-0.86%|-19.92%|?|True|False
