#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$39,839,643,716|$2425.92|16,422,470|$767,445,926|0.02%|-2.52%|-7.27%|False|False
2|Ethereum|ETH|$25,144,326,151|$270.49|92,956,999|$1,014,408,386|-0.05%|-5.12%|-16.96%|False|False
3|Ripple|XRP|$9,698,901,607|$0.253292|38,291,387,790|$52,417,949|-0.05%|-2.84%|-17.68%|True|False
4|Litecoin|LTC|$1,999,361,169|$38.60|51,803,241|$245,950,172|0.06%|-4.17%|-14.13%|False|False
5|Ethereum Classic|ETC|$1,629,677,948|$17.49|93,153,011|$69,511,872|-0.14%|-5.10%|-13.98%|False|False
6|NEM|XEM|$1,338,219,271|$0.148691|8,999,999,999|$4,544,201|0.25%|-6.18%|-19.93%|True|False
7|Dash|DASH|$1,237,140,631|$167.25|7,396,870|$38,748,830|0.15%|-6.08%|-7.58%|False|False
8|IOTA|MIOTA|$1,074,259,096|$0.386489|2,779,530,283|$2,278,183|-0.17%|-4.20%|-23.64%|True|False
9|Monero|XMR|$601,962,197|$40.90|14,717,438|$10,389,374|0.01%|-5.82%|-14.05%|False|False
10|BitShares|BTS|$550,243,070|$0.211917|2,596,503,403|$48,609,670|-0.71%|-11.57%|-32.34%|True|False
11|Stratis|STRAT|$546,076,517|$5.55|98,446,865|$5,329,791|-0.09%|-10.80%|-26.00%|True|False
12|Zcash|ZEC|$433,661,824|$279.34|1,552,444|$16,103,756|-0.14%|-5.80%|-21.17%|False|False
13|Bytecoin|BCN|$417,435,359|$0.002280|183,084,467,348|$3,636,722|-0.94%|9.07%|-15.63%|False|False
14|Steem|STEEM|$369,133,116|$1.57|235,722,130|$1,230,403|-0.03%|-5.05%|-23.62%|False|False
15|AntShares|ANS|$367,787,822|$7.36|50,000,000|$34,323,301|-0.77%|-13.61%|19.40%|True|False
16|Golem|GNT|$365,865,697|$0.439198|833,032,000|$3,762,815|-0.11%|-8.43%|-28.07%|True|False
17|Waves|WAVES|$363,125,323|$3.63|100,000,000|$2,505,838|-0.13%|-2.88%|-24.40%|True|False
18|BitConnect|BCC|$342,627,823|$50.26|6,816,660|$2,353,476|0.08%|-2.35%|-4.84%|False|False
19|Siacoin|SC|$335,760,140|$0.012252|27,405,225,159|$11,855,026|-0.33%|-11.77%|-30.55%|False|False
20|Gnosis|GNO|$321,247,829|$290.83|1,104,590|$6,519,720|0.11%|-9.85%|35.56%|True|False
21|Iconomi|ICN|$286,156,885|$3.29|87,000,000|$2,172,066|-0.02%|-13.43%|-26.14%|True|False
22|Augur|REP|$268,106,246|$24.37|11,000,000|$2,549,125|0.01%|-11.87%|-17.09%|True|False
23|Dogecoin|DOGE|$262,710,597|$0.002387|110,043,745,624|$6,168,552|-1.18%|-6.56%|-24.42%|False|False
24|Lisk|LSK|$252,012,971|$2.31|109,049,384|$5,442,191|-0.11%|-7.38%|-29.32%|True|False
25|Stellar Lumens|XLM|$247,931,612|$0.023927|10,361,860,997|$10,886,001|-0.12%|-11.35%|-36.47%|True|False
26|Tether|USDT|$219,699,950|$1.02|214,980,591|$79,836,417|-0.01%|0.43%|0.57%|True|False
27|Byteball|GBYTE|$207,328,117|$811.49|255,492|$1,497,531|-0.49%|-11.43%|9.42%|True|False
28|MaidSafeCoin|MAID|$195,123,575|$0.431162|452,552,412|$1,806,645|0.07%|-6.10%|-14.99%|True|False
29|GameCredits|GAME|$191,205,270|$3.02|63,351,862|$2,286,831|0.19%|-13.78%|-28.79%|False|False
30|Factom|FCT|$189,410,894|$21.64|8,753,219|$3,428,815|0.04%|-8.90%|-29.27%|True|False
31|Ardor|ARDR|$184,351,605|$0.184536|998,999,495|$3,454,777|-0.49%|-14.94%|-29.20%|True|False
32|Veritaseum|VERI|$163,414,214|$83.07|1,967,293|$471,454|0.07%|-2.87%|-3.58%|True|False
33|Komodo|KMD|$155,956,956|$1.54|100,945,510|$314,260|0.12%|-8.82%|-24.64%|False|False
34|DigixDAO|DGD|$154,170,538|$77.09|2,000,000|$359,361|-0.19%|-4.06%|-14.85%|True|False
35|Decred|DCR|$150,018,703|$28.66|5,234,291|$2,034,151|-0.07%|-13.11%|-32.44%|False|False
36|Status|SNT|$146,895,794|$0.042327|3,470,483,788|$8,748,910|-0.46%|-3.92%|?|True|False
37|DigiByte|DGB|$133,200,440|$0.015251|8,733,943,728|$6,176,995|-0.78%|-15.57%|-41.07%|False|False
38|Nxt|NXT|$132,502,037|$0.132635|998,999,983|$7,739,860|-0.35%|-17.02%|-26.99%|True|False
39|Basic Attenti...|BAT|$128,036,472|$0.128036|1,000,000,000|$1,944,566|-0.10%|-7.53%|-30.90%|True|False
40|PIVX|PIVX|$116,252,099|$2.16|53,750,396|$5,052,543|-0.09%|-12.62%|12.74%|True|False
41|FirstBlood|1ST|$112,359,737|$1.31|85,558,371|$9,964,754|-1.35%|-16.69%|-32.99%|True|False
42|Bancor|BNT|$106,990,622|$2.67|40,102,504|$2,538,028|0.06%|-3.90%|-19.31%|True|False
43|SingularDTV|SNGLS|$102,079,651|$0.170133|600,000,000|$280,943|0.45%|3.76%|-18.28%|True|False
44|MCAP|MCAP|$93,810,780|$4.58|20,500,046|$277,653|-0.44%|-3.15%|-4.43%|True|False
45|MobileGo|MGO|$92,977,782|$1.33|70,000,000|$631,554|-0.28%|-5.11%|-39.91%|True|False
46|BitcoinDark|BTCD|$82,416,926|$63.95|1,288,862|$2,120,304|-1.26%|-3.86%|-26.30%|False|False
47|SysCoin|SYS|$75,921,904|$0.144383|525,838,453|$1,843,777|-0.19%|-17.16%|-36.56%|False|False
48|Aragon|ANT|$73,439,334|$2.19|33,605,167|$410,664|-0.12%|-5.11%|-18.43%|True|False
49|Lykke|LKK|$57,053,879|$0.351665|162,239,246|$546,883|0.06%|-4.14%|-11.47%|True|False
50|Numeraire|NMR|$55,783,109|$45.59|1,223,451|$11,555,896|0.63%|-1.94%|-67.37%|True|False
51|Peercoin|PPC|$53,930,944|$2.23|24,179,885|$1,213,644|-0.05%|-6.55%|-28.11%|False|False
