#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$10,488,953,874|$658.18|15,936,251|$82,055,560|-0.03%|3.64%|2.78%|False|False
2|Ethereum|ETH|$1,027,730,240|$12.06|85,245,619|$8,103,477|-0.03%|-0.45%|0.71%|False|False
3|Ripple|XRP|$320,611,507|$0.009034|35,488,165,563|$1,629,648|0.13%|0.91%|10.44%|True|False
4|Litecoin|LTC|$188,526,541|$3.92|48,105,159|$4,217,999|0.05%|2.59%|0.68%|False|False
5|Ethereum Cla...|ETC|$88,297,063|$1.04|85,147,757|$1,020,827|-0.12%|0.42%|4.08%|False|False
6|Monero|XMR|$86,047,709|$6.53|13,179,705|$2,201,512|0.08%|-2.19%|2.23%|False|False
7|Dash|DASH|$70,697,640|$10.35|6,828,385|$1,086,801|-0.03%|-2.58%|-6.86%|False|False
8|Augur|REP|$58,459,828|$5.31|11,000,000|$331,366|-0.07%|0.30%|-7.88%|True|False
9|Steem|STEEM|$40,456,191|$0.219532|184,284,125|$97,932|-0.71%|-6.13%|-15.09%|False|False
10|MaidSafeCoin|MAID|$39,624,792|$0.087558|452,552,412|$123,551|-0.19%|0.39%|-1.66%|True|False
11|NEM|XEM|$33,131,052|$0.003681|8,999,999,999|$47,697|-0.21%|-0.80%|-8.43%|True|False
12|Waves|WAVES|$27,617,574|$0.276176|100,000,000|$264,371|-0.32%|14.57%|19.57%|True|False
13|Dogecoin|DOGE|$23,683,295|$0.000222|106,561,339,808|$111,813|-0.10%|1.18%|-1.00%|False|False
14|DigixDAO|DGD|$22,809,290|$11.40|2,000,000|$45,015|0.39%|-3.21%|-6.45%|True|False
15|Factom|FCT|$22,685,834|$2.59|8,753,219|$438,693|-0.05%|-1.16%|1.46%|True|False
16|Gulden|NLG|$17,931,194|$0.055568|322,690,176|$410,251|1.02%|-6.16%|63.72%|False|True
17|Lisk|LSK|$17,551,154|$0.175512|100,000,000|$411,302|-0.42%|-7.15%|-3.31%|True|False
18|Stellar Lumens|XLM|$16,461,479|$0.002403|6,851,353,993|$75,431|0.03%|-3.03%|-2.44%|True|False
19|Peerplays|PEERPLAYS|$13,890,138|$13.89|1,000,000|$9,300|-0.54%|4.15%|8.62%|True|False
20|Ardor|ARDR|$13,462,106|$0.013476|998,999,495|$132,736|-0.34%|-4.94%|-23.11%|True|False
21|Emercoin|EMC|$12,090,011|$0.311867|38,766,499|$42,441|1.18%|-2.55%|-9.87%|False|False
22|BitShares|BTS|$11,653,998|$0.004525|2,575,234,097|$61,603|-0.26%|1.06%|-0.21%|True|False
23|ShadowCash|SDC|$10,635,820|$1.61|6,589,925|$149,834|0.34%|2.64%|13.73%|True|False
24|Counterparty|XCP|$10,588,279|$4.04|2,621,898|$97,234|-0.26%|7.21%|-4.56%|True|False
25|Bytecoin|BCN|$10,449,110|$0.000058|181,705,742,383|$2,739|-0.74%|-1.32%|6.75%|False|False
26|Synereo|AMP|$10,275,261|$0.164180|62,585,264|$62,596|-0.11%|-0.69%|-7.72%|True|False
27|GameCredits|GAME|$9,509,446|$0.163538|58,148,321|$101,634|-0.03%|-1.57%|2.17%|False|False
28|Siacoin|SC|$8,583,217|$0.000435|19,739,760,415|$150,265|-0.09%|-3.53%|2.82%|False|False
29|SingularDTV|SNGLS|$8,466,644|$0.014111|600,000,000|$4,890|-0.31%|-0.22%|4.87%|True|False
30|Storjcoin X|SJCX|$7,991,515|$0.158820|50,318,144|$21,694|-0.11%|-1.60%|2.67%|True|False
31|Xaurum|XAUR|$7,611,395|$0.089366|85,170,643|$20,152|0.24%|1.57%|-4.07%|True|False
32|Nxt|NXT|$7,587,121|$0.007595|998,999,983|$114,879|-0.03%|0.42%|-9.18%|True|False
33|Bitcrystals|BCY|$6,999,775|$0.166871|41,947,188|$6,597|-0.33%|-5.32%|-4.28%|True|False
34|Tether|USDT|$6,951,589|$1.000000|6,951,590|$902,440|0.00%|-0.00%|-0.00%|True|False
35|Peercoin|PPC|$6,822,562|$0.289238|23,588,031|$24,393|-0.05%|1.83%|-1.15%|False|False
36|YbCoin|YBC|$4,768,473|$1.58|3,011,812|$55,352|-0.04%|0.60%|-4.14%|True|False
37|I/O Coin|IOC|$4,581,452|$0.281278|16,287,979|$27,292|0.23%|22.07%|16.76%|True|False
38|Agoras Tokens|AGRS|$4,547,920|$0.108284|42,000,000|$623|-0.06%|3.96%|-11.35%|True|False
39|SysCoin|SYS|$4,426,886|$0.009085|487,262,670|$14,007|-0.17%|3.93%|-1.97%|False|False
