#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 3,636,183,866|$ 260.35|13,966,314|$ 15,580,178|0.03 %|0.38 %|-8.12 %|False|False
2|Ripple|XRP|$ 323,882,345|$ 0.010150|31,908,551,587|$ 333,753|-0.04 %|-1.97 %|-9.03 %|True|False
3|Litecoin|LTC|$ 65,561,745|$ 1.75|37,468,914|$ 949,544|0.03 %|0.33 %|-12.60 %|False|False
4|Dash|DASH|$ 24,326,740|$ 4.66|5,218,661|$ 673,187|-0.14 %|7.01 %|57.00 %|False|False
5|BitShares|BTS|$ 18,851,940|$ 0.007530|2,503,707,392|$ 145,961|0.21 %|-5.13 %|-14.78 %|True|False
6|Dogecoin|DOGE|$ 13,006,935|$ 0.000132|98,714,332,686|$ 62,273|0.01 %|-0.17 %|-7.90 %|False|False
7|Stellar|STR|$ 12,470,454|$ 0.002908|4,287,996,413|$ 25,286|-0.35 %|3.16 %|-3.12 %|True|False
8|Nxt|NXT|$ 12,155,617|$ 0.012156|999,997,096|$ 17,811|-0.09 %|1.87 %|-9.58 %|True|False
9|MaidSafeCoin|MAID|$ 10,680,868|$ 0.023601|452,552,412|$ 1,116|0.09 %|6.72 %|-4.06 %|True|False
10|PayCoin|XPY|$ 9,479,500|$ 0.670518|14,137,581|$ 78,681|0.03 %|-11.15 %|-1.92 %|False|True
11|Peercoin|PPC|$ 7,853,405|$ 0.354234|22,170,094|$ 33,360|0.02 %|-1.04 %|-11.91 %|False|False
12|Monero|XMR|$ 5,139,084|$ 0.753024|6,824,597|$ 107,368|-0.04 %|15.90 %|3.62 %|False|False
13|BanxShares|BANX|$ 5,062,389|$ 1.41|3,600,882|$ 13,681|0.03 %|0.37 %|-8.12 %|True|False
14|Namecoin|NMC|$ 4,983,627|$ 0.446472|11,162,248|$ 5,034|0.10 %|3.48 %|-6.64 %|False|False
15|Counterparty|XCP|$ 3,296,283|$ 1.25|2,646,359|$ 6,989|0.39 %|-5.58 %|-4.17 %|True|False
16|NuShares|NSR|$ 3,217,291|$ 0.003937|817,276,717|$ 2,171|-0.28 %|-2.67 %|-16.83 %|True|False
17|YbCoin|YBC|$ 2,707,863|$ 0.902621|3,000,000|$ 26,741|0.08 %|0.19 %|-1.99 %|True|False
18|MonaCoin|MONA|$ 2,694,583|$ 0.152118|17,713,782|$ 8,129|-0.20 %|0.85 %|17.71 %|False|False
19|SuperNET|UNITY|$ 2,431,136|$ 2.98|816,061|$ 2,589|0.10 %|-1.47 %|-11.09 %|True|False
20|Bytecoin|BCN|$ 2,097,084|$ 0.000012|170,955,906,428|$ 2,571|-0.08 %|-0.60 %|6.77 %|False|False
