#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 8,152,781,701|$ 522.72|15,596,950|$ 159,365,912|-0.08 %|6.20 %|18.02 %|False|False
2|Ethereum|ETH|$ 976,500,510|$ 12.13|80,487,413|$ 41,063,461|0.32 %|11.52 %|-13.45 %|False|False
3|Litecoin|LTC|$ 218,591,997|$ 4.75|45,992,523|$ 9,524,277|0.03 %|2.07 %|19.76 %|False|False
4|Ripple|XRP|$ 196,983,226|$ 0.005649|34,868,679,462|$ 1,027,709|-0.07 %|-1.07 %|-5.60 %|True|False
5|Dash|DASH|$ 53,547,143|$ 8.26|6,479,093|$ 409,536|0.52 %|9.87 %|0.92 %|False|False
6|Lisk|LSK|$ 36,429,250|$ 0.364292|100,000,000|$ 7,250,611|0.68 %|8.66 %|-90.20 %|True|False
7|MaidSafeCoin|MAID|$ 27,036,861|$ 0.059743|452,552,412|$ 600,854|0.38 %|4.27 %|1.37 %|True|False
8|Dogecoin|DOGE|$ 24,920,373|$ 0.000238|104,526,956,566|$ 400,627|0.23 %|2.83 %|5.96 %|False|False
9|Steem|STEEM|$ 20,312,684|$ 0.497946|40,792,941|$ 1,985|0.05 %|-3.92 %|4.36 %|False|False
10|DigixDAO|DGD|$ 18,004,702|$ 9.00|2,000,000|$ 21,376|0.46 %|2.15 %|0.64 %|True|False
11|NEM|XEM|$ 14,338,218|$ 0.001593|8,999,999,999|$ 78,850|-0.22 %|0.66 %|-2.65 %|True|False
12|FedoraCoin|TIPS|$ 13,104,601|$ 0.000031|423,901,255,253|$ 9,954|-0.01 %|-1.34 %|6.81 %|False|False
13|Monero|XMR|$ 11,129,767|$ 0.927381|12,001,287|$ 175,420|-0.02 %|7.89 %|-3.07 %|False|False
14|BitShares|BTS|$ 8,910,890|$ 0.003481|2,559,665,000|$ 145,065|0.05 %|3.16 %|-4.79 %|True|False
15|Peercoin|PPC|$ 8,867,961|$ 0.382149|23,205,498|$ 65,767|0.06 %|2.48 %|9.99 %|False|False
16|Stellar|XLM|$ 8,454,523|$ 0.001541|5,485,679,598|$ 54,055|0.36 %|4.10 %|-6.08 %|True|False
17|YbCoin|YBC|$ 7,018,954|$ 2.33|3,009,418|$ 298,816|0.08 %|0.97 %|5.11 %|True|False
18|Factom|FCT|$ 6,788,635|$ 0.775559|8,753,219|$ 345,175|0.50 %|-3.74 %|-28.59 %|True|False
19|Emercoin|EMC|$ 6,489,628|$ 0.171690|37,798,612|$ 4,274|0.25 %|1.94 %|-3.90 %|False|False
20|Nxt|NXT|$ 6,333,387|$ 0.006333|999,997,096|$ 63,384|0.41 %|-2.69 %|3.61 %|True|False
21|Synereo|AMP|$ 6,224,731|$ 0.033684|184,800,000|$ 14,360|0.75 %|20.23 %|-26.07 %|True|False
22|Bytecoin|BCN|$ 5,979,752|$ 0.000033|180,323,998,802|$ 2,385|-0.28 %|-3.34 %|-23.43 %|False|False
23|Namecoin|NMC|$ 5,267,832|$ 0.365561|14,410,280|$ 19,068|-0.00 %|0.20 %|3.16 %|False|False
24|Storjcoin X|SJCX|$ 4,762,385|$ 0.096175|49,518,143|$ 139,883|0.08 %|6.96 %|9.64 %|True|False
25|Agoras Tokens|AGRS|$ 4,578,146|$ 0.109003|42,000,000|$ 1,784|-0.02 %|-2.35 %|1.94 %|True|False
26|Rubycoin|RBY|$ 4,441,406|$ 0.192404|23,083,766|$ 7,428|-0.04 %|19.21 %|31.64 %|True|False
27|Voxels|VOX|$ 4,201,934|$ 0.133395|31,500,000|$ 47,470|-0.11 %|-0.24 %|-9.09 %|True|False
28|Counterparty|XCP|$ 3,882,937|$ 1.48|2,626,986|$ 13,813|0.33 %|0.63 %|-13.05 %|True|False
29|Siacoin|SC|$ 3,746,686|$ 0.000260|14,418,248,609|$ 103,357|0.14 %|-3.00 %|-16.19 %|False|False
30|Ixcoin|IXC|$ 3,389,180|$ 0.161397|20,999,088|$ 68|10.64 %|279.72 %|704.46 %|True|False
31|VPNCoin|VPN|$ 3,106,509|$ 0.007760|400,339,746|$ 83,218|-0.08 %|6.43 %|11.48 %|True|False
32|SolarCoin|SLR|$ 2,870,695|$ 0.083672|34,308,766|$ 9,301|-0.29 %|5.65 %|57.04 %|True|False
33|Xaurum|XAU|$ 2,806,361|$ 374.85|7,487|$ 2,808|-1.19 %|-17.01 %|-15.70 %|False|False
34|GridCoin|GRC|$ 2,682,187|$ 0.007121|376,679,382|$ 1,484|-0.09 %|-0.32 %|-3.54 %|False|False
35|Decred|DCR|$ 2,639,287|$ 1.50|1,758,379|$ 33,599|-0.63 %|6.37 %|1.53 %|False|False
36|SysCoin|SYS|$ 2,284,245|$ 0.005328|428,751,485|$ 35,792|0.44 %|15.77 %|-28.83 %|False|False
37|BlackCoin|BLK|$ 2,082,920|$ 0.027600|75,468,038|$ 24,162|0.34 %|7.60 %|7.73 %|True|False
