#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 6,334,410,482|$ 413.72|15,310,755|$ 82,956,149|0.08 %|-0.84 %|3.01 %|False|False
2|Ethereum|ETH|$ 1,103,952,023|$ 14.20|77,720,292|$ 44,518,974|0.48 %|12.25 %|25.05 %|False|False
3|Ripple|XRP|$ 294,032,079|$ 0.008625|34,090,841,338|$ 1,158,991|-0.03 %|-2.46 %|9.62 %|True|False
4|Litecoin|LTC|$ 148,126,282|$ 3.30|44,885,751|$ 911,950|0.07 %|-1.12 %|3.10 %|False|False
5|MaidSafeCoin|MAID|$ 46,034,303|$ 0.101721|452,552,412|$ 775,529|-0.49 %|-7.00 %|-9.32 %|True|False
6|Dash|DASH|$ 34,315,306|$ 5.45|6,291,104|$ 366,184|0.67 %|6.88 %|10.67 %|False|False
7|Dogecoin|DOGE|$ 24,402,075|$ 0.000236|103,461,925,116|$ 210,598|-0.02 %|-1.02 %|6.23 %|False|False
8|Factom|FCT|$ 21,319,934|$ 2.44|8,753,250|$ 1,827,897|0.19 %|7.47 %|33.01 %|True|False
9|BitShares|BTS|$ 20,014,704|$ 0.007858|2,547,043,972|$ 1,941,524|-0.02 %|2.38 %|83.71 %|True|False
10|Monero|XMR|$ 13,146,530|$ 1.16|11,285,868|$ 297,064|0.03 %|5.53 %|-0.86 %|False|False
11|Stellar|XLM|$ 12,557,250|$ 0.002289|5,485,679,598|$ 85,051|0.25 %|-5.51 %|24.06 %|True|False
12|NEM|XEM|$ 12,283,406|$ 0.001365|8,999,999,999|$ 88,009|0.12 %|-0.36 %|88.29 %|True|False
13|Peercoin|PPC|$ 11,352,761|$ 0.492708|23,041,577|$ 84,544|0.22 %|-1.61 %|7.13 %|False|False
14|FedoraCoin|TIPS|$ 10,004,829|$ 0.000036|280,846,322,360|$ 122,274|0.78 %|26.72 %|285.14 %|False|False
15|Nxt|NXT|$ 9,105,229|$ 0.009105|999,997,096|$ 133,987|-0.14 %|-3.55 %|27.67 %|True|False
16|Emercoin|EMC|$ 8,652,672|$ 0.232154|37,271,217|$ 13,845|-0.11 %|-4.55 %|25.24 %|False|False
17|Agoras Tokens|AGRS|$ 7,980,769|$ 0.190018|42,000,000|$ 4,064|-0.08 %|6.53 %|27.87 %|True|False
18|Namecoin|NMC|$ 6,835,281|$ 0.494330|13,827,373|$ 130,148|-0.09 %|-3.31 %|22.34 %|False|False
19|Synereo|AMP|$ 6,800,676|$ 0.036800|184,800,000|$ 2,990|0.08 %|-0.72 %|74.81 %|True|False
20|Bytecoin|BCN|$ 5,521,487|$ 0.000031|179,372,391,538|$ 1,351|0.13 %|-2.78 %|10.54 %|False|False
21|YbCoin|YBC|$ 5,434,646|$ 1.81|3,006,662|$ 100,022|-0.06 %|-1.35 %|0.94 %|True|False
22|VPNCoin|VPN|$ 4,911,317|$ 0.012268|400,339,746|$ 113,512|0.48 %|0.04 %|10.91 %|True|False
23|Storjcoin X|SJCX|$ 4,731,080|$ 0.106135|44,575,870|$ 76,204|-0.28 %|0.85 %|48.40 %|True|False
24|Rubycoin|RBY|$ 2,737,072|$ 0.119992|22,810,523|$ 114|0.17 %|-2.25 %|-9.22 %|True|False
25|GridCoin|GRC|$ 2,704,774|$ 0.007232|374,006,188|$ 2,589|0.10 %|-3.01 %|23.20 %|False|False
26|Bitcrystals|BCY|$ 2,626,758|$ 0.061762|42,530,221|$ 5,558|0.07 %|-4.67 %|19.33 %|True|False
27|Counterparty|XCP|$ 2,586,096|$ 0.984088|2,627,912|$ 61,598|-0.36 %|10.83 %|58.13 %|True|False
28|BlackCoin|BLK|$ 2,561,585|$ 0.034010|75,318,344|$ 24,060|0.11 %|-3.25 %|7.17 %|True|False
29|Decred|DCR|$ 2,489,627|$ 2.26|1,102,453|$ 38,054|0.19 %|-5.98 %|28.87 %|False|False
30|MUSE|MUSE|$ 2,286,225|$ 0.001681|1,360,110,529|$ 105|0.82 %|15.74 %|2.56 %|True|False
31|NuShares|NSR|$ 2,281,846|$ 0.002789|818,036,956|$ 81|-0.21 %|-7.51 %|14.23 %|True|False
32|StabilityShares|XSI|$ 2,030,020|$ 0.219707|9,239,658|$ 26,761|-0.16 %|1.68 %|12.41 %|False|False
33|MonaCoin|MONA|$ 1,955,766|$ 0.064798|30,182,712|$ 2,567|0.04 %|-1.15 %|2.56 %|False|False
34|Verge|XVG|$ 1,876,921|$ 0.000190|9,891,597,656|$ 54,991|1.11 %|-2.40 %|359.53 %|False|False
35|EarthCoin|EAC|$ 1,851,053|$ 0.000198|9,346,468,332|$ 88,311|0.05 %|-3.63 %|5.58 %|False|False
36|Safe Exchang...|SEC|$ 1,761,529|$ 0.000820|2,147,483,647|$ 43,020|-2.04 %|4.84 %|160.43 %|True|False
37|SysCoin|SYS|$ 1,648,739|$ 0.003845|428,751,485|$ 161,237|-0.40 %|-3.60 %|46.47 %|False|False
38|Tether|USDT|$ 1,451,479|$ 0.999917|1,451,600|$ 209,652|0.00 %|-0.01 %|-0.01 %|True|False
39|Xaurum|XAU|$ 1,363,892|$ 211.07|6,462|$ 2,112|-0.01 %|-5.43 %|-2.49 %|False|False
40|Omni|OMNI|$ 1,343,611|$ 2.44|551,429|$ 436|0.01 %|-0.35 %|27.82 %|True|False
41|Scotcoin|SCOT|$ 1,308,031|$ 0.001308|1,000,000,000|$ 323|0.17 %|0.90 %|0.05 %|True|False
42|DigiByte|DGB|$ 1,301,664|$ 0.000214|6,089,107,813|$ 18,087|0.02 %|-4.18 %|0.09 %|False|False
43|BitcoinDark|BTCD|$ 1,280,977|$ 1.02|1,256,267|$ 1,968|0.08 %|-3.80 %|44.24 %|False|False
44|Quark|QRK|$ 1,252,282|$ 0.005016|249,664,587|$ 6,749|-0.04 %|-1.50 %|14.36 %|False|False
45|Startcoin|START|$ 1,243,896|$ 0.032675|38,068,780|$ 2,997|-0.10 %|-3.26 %|7.17 %|False|True
46|Novacoin|NVC|$ 1,242,630|$ 0.942166|1,318,907|$ 12,733|0.08 %|-0.65 %|8.13 %|False|False
47|Siacoin|SC|$ 1,230,781|$ 0.000107|11,473,472,511|$ 32,831|-0.50 %|-2.02 %|21.14 %|False|False
48|Primecoin|XPM|$ 1,211,607|$ 0.088392|13,707,190|$ 18,931|-0.03 %|0.78 %|11.96 %|False|False
49|Infinitecoin|IFC|$ 1,198,748|$ 0.000013|90,596,274,910|$ 54,020|0.64 %|10.33 %|43.25 %|False|False
50|Vanillacoin|VNL|$ 1,196,731|$ 0.086829|13,782,610|$ 31,963|0.25 %|0.12 %|5.73 %|False|False
51|Mintcoin|MINT|$ 1,169,812|$ 0.000051|22,795,786,126|$ 3,071|-0.83 %|-4.40 %|28.83 %|True|False
52|Rimbit|RBT|$ 1,155,494|$ 0.010138|113,981,459|$ 45|-1.15 %|-10.72 %|-8.81 %|True|False
53|Clams|CLAM|$ 1,147,264|$ 0.703519|1,630,751|$ 24,739|-0.02 %|-0.57 %|6.49 %|True|False
54|FuelCoin|FC2|$ 1,049,199|$ 0.010470|100,206,032|$ 836|0.08 %|-23.67 %|-13.45 %|False|True
55|SuperNET|UNITY|$ 1,048,458|$ 1.28|816,061|$ 193|-0.73 %|-10.45 %|39.66 %|True|False
56|VeriCoin|VRC|$ 1,043,438|$ 0.037951|27,494,401|$ 3,664|-0.38 %|-2.69 %|-6.16 %|False|False
57|Vertcoin|VTC|$ 1,041,717|$ 0.045142|23,076,650|$ 9,710|0.15 %|4.60 %|12.07 %|False|False
58|GameCredits|GMC|$ 944,732|$ 0.017585|53,724,661|$ 3,516|0.32 %|3.61 %|23.14 %|False|False
