#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$15,700,302,395|$966.94|16,237,167|$358,537,425|0.06%|4.54%|-3.98%|False|False
2|Ethereum|ETH|$4,600,460,633|$51.05|90,110,881|$166,803,323|0.15%|0.74%|30.63%|False|False
3|Dash|DASH|$674,069,831|$93.79|7,187,079|$20,054,034|0.06%|-2.98%|-12.50%|False|False
4|Ripple|XRP|$353,371,097|$0.009451|37,388,960,792|$9,880,955|0.39%|-7.69%|41.14%|True|False
5|Monero|XMR|$287,542,923|$20.28|14,180,758|$9,375,470|0.09%|-2.67%|-7.62%|False|False
6|Ethereum Classic|ETC|$210,420,847|$2.34|90,069,585|$6,650,009|0.10%|-1.85%|32.68%|False|False
7|Litecoin|LTC|$204,037,169|$4.05|50,351,591|$5,248,669|0.01%|0.30%|2.51%|False|False
8|NEM|XEM|$118,738,414|$0.013193|8,999,999,999|$1,090,227|0.52%|0.64%|7.76%|True|False
9|Augur|REP|$95,468,943|$8.68|11,000,000|$1,364,536|-0.33%|0.45%|20.89%|True|False
10|MaidSafeCoin|MAID|$62,531,973|$0.138176|452,552,412|$840,851|-0.32%|-3.68%|-12.78%|True|False
11|Zcash|ZEC|$60,111,411|$63.55|945,880|$3,808,593|-0.05%|-2.58%|-6.30%|False|False
12|Decred|DCR|$53,671,922|$13.07|4,106,639|$3,808,969|2.51%|75.95%|115.35%|False|False
13|Tether|USDT|$44,950,964|$1.00|44,950,863|$22,475,363|0.00%|0.01%|0.00%|True|False
14|Steem|STEEM|$42,120,665|$0.178831|235,532,809|$1,640,857|0.26%|21.02%|-14.07%|False|False
15|Golem|GNT|$35,029,580|$0.042719|820,000,000|$719,212|0.19%|-1.15%|34.29%|True|False
16|Iconomi|ICN|$34,012,701|$0.390951|87,000,000|$273,259|0.06%|6.51%|32.82%|True|False
17|PIVX|PIVX|$32,285,897|$0.613906|52,590,961|$1,582,747|-0.14%|31.55%|261.53%|False|False
18|Dogecoin|DOGE|$32,195,923|$0.000296|108,686,658,467|$1,645,108|0.06%|14.05%|33.75%|False|False
19|Factom|FCT|$30,988,380|$3.54|8,753,219|$1,966,519|-0.01%|-4.44%|2.33%|True|False
20|Waves|WAVES|$30,031,489|$0.300315|100,000,000|$209,046|0.16%|5.04%|12.14%|True|False
21|DigixDAO|DGD|$29,366,174|$14.68|2,000,000|$73,940|0.34%|-0.61%|6.54%|True|False
22|Lisk|LSK|$27,638,278|$0.263612|104,844,433|$975,580|0.03%|2.97%|49.20%|True|False
23|Ardor|ARDR|$20,961,088|$0.020982|998,999,495|$209,993|0.64%|12.22%|33.05%|True|False
24|GameCredits|GAME|$18,182,569|$0.295415|61,549,231|$374,787|0.37%|14.46%|24.31%|False|False
25|SingularDTV|SNGLS|$17,990,470|$0.029984|600,000,000|$50,431|-0.44%|-8.66%|76.75%|True|False
26|BitConnect|BCC|$17,005,660|$2.97|5,723,053|$278,484|-0.13%|-1.18%|81.40%|False|False
27|Melon|MLN|$16,835,388|$28.09|599,400|$168,661|0.20%|7.03%|-8.87%|True|False
28|Nexus|NXS|$16,142,097|$0.336213|48,011,467|$146,289|0.80%|26.76%|88.20%|False|False
29|Stellar Lumens|XLM|$14,721,350|$0.002072|7,104,805,570|$641,797|0.25%|-1.20%|6.29%|True|False
30|Stratis|STRAT|$14,720,593|$0.149720|98,320,593|$582,438|1.44%|28.55%|58.18%|False|False
31|First Blood|1ST|$14,694,804|$0.171752|85,558,371|$193,311|1.47%|11.09%|65.60%|True|False
32|BitShares|BTS|$13,576,190|$0.005239|2,591,243,958|$382,187|0.14%|-1.66%|15.61%|True|False
33|Nxt|NXT|$13,307,771|$0.013321|998,999,983|$1,903,881|-0.62%|30.00%|66.45%|True|False
34|Peercoin|PPC|$12,731,036|$0.531108|23,970,698|$103,594|-0.06%|1.25%|-1.12%|False|False
35|Emercoin|EMC|$12,544,500|$0.315435|39,768,894|$91,811|0.12%|1.62%|17.19%|False|False
36|Siacoin|SC|$12,500,391|$0.000511|24,448,089,084|$246,787|0.85%|4.51%|36.98%|False|False
37|ShadowCash|SDC|$11,028,322|$1.66|6,643,314|$279,123|0.09%|-3.60%|-12.61%|True|False
38|Storjcoin X|SJCX|$9,400,604|$0.186268|50,468,144|$98,812|0.14%|-5.14%|22.88%|True|False
39|Komodo|KMD|$9,193,409|$0.091250|100,749,248|$16,399|0.36%|5.92%|3.89%|False|False
40|VirtualCoin|VC|$9,169,734|$0.076658|119,619,213|$196|0.05%|68.65%|1125.99%|False|False
41|AntShares|ANS|$8,181,530|$0.163631|50,000,000|$34,407|-0.21%|1.41%|6.45%|True|False
