Date|Open|High|Low|Close|Volume|Market Cap
Sep 15, 2017|0.419984|0.502702|0.336066|0.478635|1,060,780|36,362,000
Sep 14, 2017|0.530818|0.540063|0.398900|0.411327|1,533,530|45,849,300
Sep 13, 2017|0.597731|0.639561|0.465303|0.532650|4,030,240|51,628,800
Sep 12, 2017|0.519927|0.625394|0.464408|0.595040|4,625,130|44,908,500
Sep 11, 2017|0.465249|0.513871|0.430033|0.508977|961,837|40,185,700
Sep 10, 2017|0.493345|0.517478|0.411580|0.463783|1,859,660|42,604,000
Sep 09, 2017|0.428337|0.565743|0.399882|0.504144|3,459,590|36,990,000
Sep 08, 2017|0.505502|0.507456|0.401624|0.427508|1,165,250|43,653,800
Sep 07, 2017|0.533298|0.533298|0.477972|0.509709|1,087,290|46,049,800
Sep 06, 2017|0.470466|0.566773|0.461425|0.552078|1,753,980|40,624,400
Sep 05, 2017|0.476211|0.492699|0.410370|0.473198|1,640,400|41,120,400
Sep 04, 2017|0.591138|0.642390|0.417810|0.475381|2,000,310|51,044,300
Sep 03, 2017|0.569637|0.628239|0.530552|0.583229|1,970,910|49,187,700
Sep 02, 2017|0.616373|0.730147|0.563095|0.570606|5,283,780|53,223,300
Sep 01, 2017|0.492768|0.601538|0.478070|0.601538|811,826|42,550,100
Aug 31, 2017|0.469121|0.497515|0.456447|0.492678|399,253|40,355,200
Aug 30, 2017|0.487158|0.500947|0.435292|0.468152|848,800|41,906,800
Aug 29, 2017|0.511542|0.540126|0.469627|0.487903|698,940|44,004,400
Aug 28, 2017|0.494779|0.541620|0.454479|0.509010|978,731|42,562,400
Aug 27, 2017|0.443199|0.560929|0.431097|0.494414|1,541,880|38,125,300
Aug 26, 2017|0.439547|0.471639|0.417765|0.443359|456,073|37,811,200
Aug 25, 2017|0.428645|0.460560|0.421862|0.438704|450,530|36,873,300
Aug 24, 2017|0.460863|0.480242|0.419599|0.439205|734,835|39,207,000
Aug 23, 2017|0.423807|0.497649|0.417003|0.454948|544,094|36,054,600
Aug 22, 2017|0.458467|0.458467|0.384863|0.425696|453,311|39,003,200
Aug 21, 2017|0.472301|0.496250|0.437384|0.462955|437,439|40,180,100
Aug 20, 2017|0.518447|0.528973|0.459007|0.473490|741,382|44,105,900
Aug 19, 2017|0.471413|0.556994|0.421714|0.529905|934,266|40,104,600
Aug 18, 2017|0.590101|0.614615|0.381195|0.479464|2,918,470|50,201,700
Aug 17, 2017|0.616676|0.656722|0.476281|0.590622|2,313,410|52,347,000
Aug 16, 2017|0.650036|0.662331|0.537612|0.596556|1,390,910|55,178,800
Aug 15, 2017|0.640333|0.662326|0.556472|0.649323|1,160,590|54,355,100
Aug 14, 2017|0.636988|0.706764|0.527612|0.647272|2,512,640|53,958,700
Aug 13, 2017|0.744624|0.795738|0.573922|0.650707|2,828,420|63,076,400
Aug 12, 2017|0.717074|0.932103|0.622421|0.736838|4,015,370|60,742,700
Aug 11, 2017|0.805493|0.830848|0.671915|0.717633|3,324,540|68,232,600
Aug 10, 2017|0.655303|0.878698|0.644041|0.806900|4,316,630|54,930,800
Aug 09, 2017|0.687867|0.719475|0.616700|0.658365|962,818|57,636,600
Aug 08, 2017|0.646131|0.701852|0.621628|0.673106|1,363,370|54,139,600
Aug 07, 2017|0.654812|0.721617|0.583556|0.637900|2,508,950|54,841,500
Aug 06, 2017|0.513998|0.770404|0.478561|0.651864|5,598,870|42,816,000
Aug 05, 2017|0.409207|0.517939|0.382552|0.516928|1,399,950|34,058,100
Aug 04, 2017|0.444370|0.469358|0.402708|0.409356|1,072,000|36,967,800
Aug 03, 2017|0.299412|0.465025|0.295433|0.442780|2,099,260|24,862,700
Aug 02, 2017|0.266364|0.351502|0.249469|0.298292|1,086,080|22,113,400
Aug 01, 2017|0.199571|0.328838|0.192310|0.271441|1,165,100|16,547,600
Jul 31, 2017|0.194178|0.205460|0.175110|0.199475|231,200|16,100,400
Jul 30, 2017|0.198031|0.211900|0.181852|0.195305|277,206|16,409,700
Jul 29, 2017|0.206952|0.220159|0.166795|0.198057|685,118|17,148,900
Jul 28, 2017|0.222944|0.228578|0.190573|0.209763|508,425|18,474,100
