Date|Open|High|Low|Close|Volume|Market Cap
Mar 19, 2017|0.265358|0.315382|0.262846|0.309861|139,865|10,539,000
Mar 18, 2017|0.300836|0.307186|0.261640|0.262442|128,581|11,946,100
Mar 17, 2017|0.320171|0.323390|0.272252|0.294075|235,011|12,711,900
Mar 16, 2017|0.364843|0.403963|0.287027|0.315571|462,034|14,483,700
Mar 15, 2017|0.290127|0.366315|0.283581|0.338620|450,537|11,516,100
Mar 14, 2017|0.294014|0.328107|0.269111|0.294892|280,512|11,669,200
Mar 13, 2017|0.229048|0.346084|0.229048|0.291504|778,324|9,089,670
Mar 12, 2017|0.195953|0.236386|0.195953|0.232790|121,630|7,775,320
Mar 11, 2017|0.186826|0.200212|0.186826|0.195882|31,618|7,411,980
Mar 10, 2017|0.199403|0.204384|0.181306|0.186810|58,079|7,910,300
Mar 09, 2017|0.194166|0.205281|0.189875|0.199314|55,364|7,701,660
Mar 08, 2017|0.210162|0.211733|0.193325|0.194244|108,933|8,335,310
Mar 07, 2017|0.202367|0.224152|0.199260|0.208995|121,882|8,024,930
Mar 06, 2017|0.189586|0.207865|0.185556|0.202348|69,640|7,517,400
Mar 05, 2017|0.190805|0.192508|0.185619|0.188761|26,904|7,564,650
Mar 04, 2017|0.195132|0.197959|0.184503|0.190870|24,909|7,734,170
Mar 03, 2017|0.190467|0.201393|0.187582|0.194973|32,265|7,544,790
Mar 02, 2017|0.193227|0.201848|0.181057|0.190537|57,382|7,650,230
Mar 01, 2017|0.185409|0.200642|0.182804|0.193148|41,606|7,340,190
Feb 28, 2017|0.184717|0.188209|0.181637|0.185383|15,747|7,306,510
Feb 27, 2017|0.189776|0.194466|0.183503|0.184556|13,653|7,505,900
Feb 26, 2017|0.188621|0.192229|0.186739|0.190187|9,955|7,459,650
Feb 25, 2017|0.191972|0.193495|0.188482|0.188632|8,897|7,591,750
Feb 24, 2017|0.187307|0.195861|0.186734|0.192032|19,693|7,406,770
Feb 23, 2017|0.192262|0.193699|0.177589|0.186736|19,480|7,602,120
Feb 22, 2017|0.198090|0.198269|0.185560|0.192263|14,192|7,831,860
Feb 21, 2017|0.195871|0.198876|0.192945|0.198105|23,295|7,743,050
Feb 20, 2017|0.198276|0.198592|0.193298|0.195932|9,400|7,837,150
Feb 19, 2017|0.192569|0.200642|0.191993|0.198133|15,215|7,610,660
Feb 18, 2017|0.192464|0.198082|0.190899|0.192542|16,311|7,605,880
Feb 17, 2017|0.194544|0.200021|0.186998|0.191738|15,870|7,687,140
Feb 16, 2017|0.196390|0.200299|0.192106|0.194656|15,585|7,755,900
Feb 15, 2017|0.186378|0.201565|0.181651|0.196412|27,415|7,359,840
Feb 14, 2017|0.178190|0.188051|0.175138|0.186200|21,949|7,035,930
Feb 13, 2017|0.189072|0.189123|0.171250|0.178034|21,855|7,465,050
Feb 12, 2017|0.191711|0.195521|0.185255|0.189172|13,623|7,568,590
Feb 11, 2017|0.189904|0.197451|0.186710|0.191780|22,000|7,496,810
Feb 10, 2017|0.192075|0.193237|0.182672|0.189006|23,705|7,581,340
Feb 09, 2017|0.201891|0.206502|0.179231|0.192485|39,197|7,967,810
Feb 08, 2017|0.207127|0.209702|0.195036|0.201776|24,231|8,173,770
Feb 07, 2017|0.215603|0.218052|0.201322|0.207098|58,717|8,507,350
Feb 06, 2017|0.192004|0.216881|0.191818|0.215660|84,409|7,575,120
Feb 05, 2017|0.193744|0.198017|0.188587|0.191819|32,057|7,642,760
Feb 04, 2017|0.191828|0.591320|0.190007|0.193846|17,611|7,566,240
Feb 03, 2017|0.186714|0.193833|0.185633|0.191755|31,920|7,363,770
Feb 02, 2017|0.189221|0.196842|0.185589|0.187191|27,804|7,462,000
Feb 01, 2017|0.192683|0.196324|0.186021|0.189864|25,585|7,596,960
Jan 31, 2017|0.186991|0.196558|0.186163|0.192688|16,331|7,371,460
Jan 30, 2017|0.196013|0.196021|0.185920|0.186990|11,637|7,726,510
Jan 29, 2017|0.182256|0.196008|0.182256|0.196005|16,812|7,183,620
Jan 28, 2017|0.186348|0.197473|0.175832|0.184428|18,122|7,343,590
Jan 27, 2017|0.176115|0.197372|0.175367|0.186340|25,593|6,939,730
Jan 26, 2017|0.182982|0.240389|0.170058|0.176067|13,737|7,208,940
Jan 25, 2017|0.178795|0.184247|0.169341|0.181317|11,257|7,042,980
Jan 24, 2017|0.182975|0.183008|0.173009|0.178759|6,418|7,206,290
Jan 23, 2017|0.181965|0.187087|0.175126|0.183073|11,014|7,165,670
Jan 22, 2017|0.186069|0.187988|0.179568|0.181827|15,218|7,326,280
Jan 21, 2017|0.181387|0.188570|0.175079|0.186070|23,783|7,140,620
Jan 20, 2017|0.184312|0.190869|0.180614|0.181387|13,462|7,254,910
Jan 19, 2017|0.181103|0.187579|0.181103|0.184358|18,571|7,127,640
Jan 18, 2017|0.191875|0.194023|0.178607|0.180852|13,621|7,550,270
Jan 17, 2017|0.189715|0.196253|0.185288|0.191798|20,576|7,463,600
Jan 16, 2017|0.188490|0.194671|0.181692|0.189690|9,825|7,414,170
Jan 15, 2017|0.188003|0.195465|0.187249|0.188495|10,452|7,393,900
Jan 14, 2017|0.190937|0.197507|0.186351|0.188058|7,064|7,508,360
Jan 13, 2017|0.187801|0.192627|0.181010|0.190800|15,958|7,383,310
Jan 12, 2017|0.181766|0.190864|0.178084|0.187804|20,527|7,142,040
Jan 11, 2017|0.200858|0.205089|0.179190|0.181816|31,233|7,890,700
Jan 10, 2017|0.198699|0.206348|0.197935|0.200868|19,095|7,804,120
Jan 09, 2017|0.202132|0.203156|0.192978|0.199328|15,766|7,937,700
Jan 08, 2017|0.198590|0.210074|0.193654|0.202000|28,099|7,797,720
Jan 07, 2017|0.222839|0.223157|0.187289|0.202558|28,124|8,748,730
Jan 06, 2017|0.219131|0.226654|0.189991|0.222761|245,992|8,601,880
Jan 05, 2017|0.249597|0.249597|0.193103|0.219074|251,483|9,796,780
Jan 04, 2017|0.225566|0.249442|0.195591|0.245420|120,998|8,852,350
Jan 03, 2017|0.192070|0.226825|0.155579|0.225567|184,853|7,536,820
Jan 02, 2017|0.163650|0.213880|0.154983|0.189936|56,781|6,420,920
Jan 01, 2017|0.148754|0.192230|0.148754|0.163603|36,744|5,835,900
Dec 31, 2016|0.198795|0.206578|0.148704|0.148740|21,831|7,797,590
Dec 30, 2016|0.197385|0.211050|0.192009|0.198773|23,359|7,741,000
Dec 29, 2016|0.178622|0.203472|0.171744|0.197289|16,849|7,004,290
Dec 28, 2016|0.183729|0.199548|0.164975|0.178608|31,081|7,203,610
Dec 27, 2016|0.194099|0.198639|0.181281|0.183711|33,492|7,607,950
Dec 26, 2016|0.195571|0.199824|0.183817|0.191892|35,854|7,662,590
Dec 25, 2016|0.202173|0.202196|0.175937|0.195602|30,032|7,920,720
Dec 24, 2016|0.205961|0.214759|0.188006|0.202200|37,791|8,068,120
Dec 23, 2016|0.207530|0.217824|0.190165|0.213069|51,307|8,128,250
Dec 22, 2016|0.213462|0.222957|0.194470|0.205285|71,033|8,359,840
Dec 21, 2016|0.222486|0.224522|0.195492|0.213392|31,693|8,712,220
Dec 20, 2016|0.221927|0.225183|0.201277|0.222533|33,978|8,689,140
Dec 19, 2016|0.221094|0.225571|0.198956|0.221932|36,731|8,655,180
Dec 18, 2016|0.215784|0.224046|0.198319|0.213751|33,215|8,446,380
Dec 17, 2016|0.216583|0.221067|0.199106|0.215919|46,063|8,476,530
Dec 16, 2016|0.208883|0.225557|0.179927|0.216838|77,752|8,173,720
Dec 15, 2016|0.208957|0.210143|0.179581|0.208913|176,235|8,175,910
Dec 14, 2016|0.186537|0.209026|0.179788|0.208819|151,500|7,298,060
Dec 13, 2016|0.195447|0.195829|0.185166|0.186613|6,047|7,645,480
Dec 12, 2016|0.196607|0.196821|0.187930|0.195469|8,059|7,689,570
Dec 11, 2016|0.184754|0.198477|0.181530|0.196608|22,997|7,222,300
Dec 10, 2016|0.191664|0.194960|0.184190|0.184754|12,951|7,489,670
Dec 09, 2016|0.194805|0.194996|0.187465|0.191633|19,237|7,611,510
Dec 08, 2016|0.201437|0.203376|0.191178|0.194766|20,649|7,869,660
Dec 07, 2016|0.187850|0.202241|0.186576|0.201470|21,745|7,337,950
Dec 06, 2016|0.190457|0.192271|0.181060|0.187824|20,696|7,438,470
Dec 05, 2016|0.199558|0.199762|0.180904|0.190459|17,714|7,792,640
Dec 04, 2016|0.195850|0.206426|0.195198|0.199502|6,674|7,646,470
Dec 03, 2016|0.200863|0.202586|0.188142|0.195845|12,080|7,841,380
Dec 02, 2016|0.211949|0.212189|0.192322|0.200844|11,325|8,273,110
Dec 01, 2016|0.198639|0.218709|0.191829|0.211942|23,996|7,751,750
Nov 30, 2016|0.178466|0.201514|0.178466|0.198667|27,282|6,963,330
Nov 29, 2016|0.180344|0.187849|0.173563|0.178465|13,643|7,035,770
Nov 28, 2016|0.176641|0.189262|0.174380|0.182955|7,555|6,890,600
Nov 27, 2016|0.171019|0.182535|0.170394|0.176627|7,954|6,669,880
Nov 26, 2016|0.184038|0.185027|0.170851|0.171072|7,701|7,176,610
Nov 25, 2016|0.173735|0.257222|0.172532|0.184032|17,216|6,773,380
Nov 24, 2016|0.169747|0.178760|0.169417|0.173763|8,472|6,617,070
Nov 23, 2016|0.174524|0.178117|0.170201|0.172551|19,362|6,801,500
Nov 22, 2016|0.177404|0.182349|0.173264|0.174462|8,830|6,912,500
Nov 21, 2016|0.188744|0.188797|0.177255|0.177422|15,953|7,353,900
Nov 20, 2016|0.182152|0.195430|0.179481|0.185541|9,103|7,096,640
Nov 19, 2016|0.187755|0.199080|0.179047|0.182146|23,364|7,314,020
Nov 18, 2016|0.196633|0.205930|0.185237|0.187801|21,586|7,659,200
Nov 17, 2016|0.193519|0.203657|0.193519|0.196701|6,702|7,536,740
Nov 16, 2016|0.198208|0.200530|0.189898|0.192820|16,724|7,718,410
Nov 15, 2016|0.194507|0.198081|0.185986|0.190730|11,630|7,573,560
Nov 14, 2016|0.197771|0.200916|0.190295|0.194421|20,144|7,699,590
Nov 13, 2016|0.193170|0.199848|0.190332|0.197774|55,551|7,519,540
Nov 12, 2016|0.197564|0.207366|0.189361|0.193054|34,943|7,689,510
Nov 11, 2016|0.193610|0.204664|0.188384|0.197604|25,708|7,534,440
Nov 10, 2016|0.183828|0.202731|0.181427|0.193587|84,626|7,153,220
Nov 09, 2016|0.192749|0.197843|0.175745|0.183867|62,736|7,496,090
Nov 08, 2016|0.211763|0.219717|0.187962|0.190359|70,672|8,234,140
Nov 07, 2016|0.230493|0.230498|0.209522|0.211674|55,839|8,960,370
Nov 06, 2016|0.232451|0.235830|0.222623|0.229173|20,493|9,035,610
Nov 05, 2016|0.228312|0.239827|0.223833|0.232440|15,393|8,873,530
Nov 04, 2016|0.238146|0.240218|0.226289|0.228306|36,522|9,254,100
Nov 03, 2016|0.250183|0.253282|0.235588|0.238073|29,681|9,720,560
Nov 02, 2016|0.260946|0.260946|0.239530|0.250028|27,561|10,137,500
Nov 01, 2016|0.252204|0.264167|0.250145|0.260935|26,518|9,797,040
Oct 31, 2016|0.258161|0.271396|0.252235|0.252235|17,881|10,027,400
Oct 30, 2016|0.265476|0.272745|0.249098|0.257605|30,684|10,309,900
Oct 29, 2016|0.272912|0.285698|0.262705|0.265510|28,405|10,596,900
Oct 28, 2016|0.277735|0.313224|0.271789|0.272543|13,844|10,782,900
Oct 27, 2016|0.280756|0.342589|0.276586|0.277470|21,204|10,899,300
Oct 26, 2016|0.345288|0.350501|0.278869|0.281863|19,451|13,402,700
Oct 25, 2016|0.289434|0.353852|0.288231|0.345352|27,477|11,229,000
Oct 24, 2016|0.305677|0.335918|0.286857|0.289380|23,713|11,855,400
Oct 23, 2016|0.277103|0.327202|0.277103|0.305576|35,389|10,741,800
Oct 22, 2016|0.342113|0.342113|0.272755|0.277119|33,661|13,260,400
Oct 21, 2016|0.285630|0.348246|0.281100|0.341913|37,907|11,070,300
Oct 20, 2016|0.288850|0.319540|0.281332|0.286083|22,290|11,193,100
Oct 19, 2016|0.300512|0.300687|0.278132|0.288742|30,183|11,643,500
Oct 18, 2016|0.308684|0.343756|0.287368|0.300500|31,230|11,958,700
Oct 17, 2016|0.333347|0.350953|0.296325|0.308699|77,368|12,912,900
Oct 16, 2016|0.342121|0.350986|0.332470|0.333347|23,967|13,251,500
Oct 15, 2016|0.350398|0.360213|0.341347|0.342086|17,626|13,571,100
Oct 14, 2016|0.367654|0.370799|0.346334|0.350395|38,235|14,237,000
Oct 13, 2016|0.407999|0.413197|0.362672|0.367636|24,813|15,796,900
Oct 12, 2016|0.386581|0.410745|0.378655|0.408205|26,988|14,965,700
Oct 11, 2016|0.375321|0.394214|0.374358|0.384028|27,262|14,528,300
Oct 10, 2016|0.388816|0.390063|0.373434|0.375190|59,073|15,048,800
Oct 09, 2016|0.391484|0.395009|0.384508|0.385446|28,968|15,144,200
Oct 08, 2016|0.396072|0.397958|0.388159|0.391509|28,819|15,319,600
Oct 07, 2016|0.393243|0.404278|0.389686|0.396443|29,478|15,206,900
Oct 06, 2016|0.390222|0.394981|0.381694|0.393334|27,699|15,088,600
Oct 05, 2016|0.378639|0.390815|0.374148|0.390613|32,064|14,638,600
Oct 04, 2016|0.380825|0.385387|0.371689|0.374819|32,400|14,720,700
Oct 03, 2016|0.388317|0.401621|0.373772|0.380865|19,135|15,008,100
Oct 02, 2016|0.391084|0.393281|0.379382|0.388078|50,134|15,110,500
Oct 01, 2016|0.404986|0.412330|0.387829|0.395127|34,305|15,645,400
Sep 30, 2016|0.395431|0.420036|0.394947|0.404772|41,171|15,272,600
Sep 29, 2016|0.381276|0.399414|0.381273|0.395467|41,608|14,723,400
Sep 28, 2016|0.389981|0.391846|0.372555|0.381254|52,998|15,057,300
Sep 27, 2016|0.385274|0.392154|0.380922|0.389836|31,277|14,873,000
Sep 26, 2016|0.385447|0.392974|0.379148|0.384131|24,951|14,878,600
Sep 25, 2016|0.384069|0.387672|0.380742|0.385347|22,458|14,823,000
