#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$29,613,144,815|$1813.55|16,328,853|$481,621,117|0.06%|6.23%|14.84%|False|False
2|Ripple|XRP|$8,414,042,911|$0.219654|38,305,873,865|$93,725,119|0.16%|4.76%|102.01%|True|False
3|Ethereum|ETH|$8,318,095,660|$90.82|91,590,804|$71,443,303|-0.04%|0.53%|-5.63%|False|False
4|Litecoin|LTC|$1,514,272,423|$29.64|51,094,492|$71,688,554|0.38%|9.04%|-0.94%|False|False
5|NEM|XEM|$1,147,547,072|$0.127505|8,999,999,999|$6,339,301|-0.15%|1.33%|72.39%|True|False
6|Dash|DASH|$657,195,766|$90.09|7,294,909|$13,730,716|0.04%|3.64%|-9.68%|False|False
7|Ethereum Classic|ETC|$580,414,598|$6.34|91,603,640|$10,224,325|0.20%|2.01%|-12.43%|False|False
8|Monero|XMR|$416,269,715|$28.79|14,457,425|$7,040,780|0.08%|3.04%|-1.91%|False|False
9|Stellar Lumens|XLM|$363,759,771|$0.038131|9,539,818,174|$28,903,078|0.08%|-1.76%|78.10%|True|False
10|Round|ROUND|$192,776,362|$0.226796|850,000,000|$1,276,159|0.21%|74.02%|235.80%|True|False
11|Augur|REP|$183,505,776|$16.68|11,000,000|$1,060,879|0.22%|1.70%|-6.13%|True|False
12|Steem|STEEM|$179,571,575|$0.769429|233,382,870|$1,959,005|0.36%|5.61%|63.32%|False|False
13|Golem|GNT|$176,844,366|$0.215598|820,252,000|$2,559,138|-0.04%|-0.13%|-14.52%|True|False
14|MaidSafeCoin|MAID|$150,984,794|$0.333629|452,552,412|$4,300,155|0.34%|2.75%|2.50%|True|False
15|Dogecoin|DOGE|$134,223,967|$0.001227|109,365,929,646|$5,048,744|0.35%|4.94%|-3.47%|False|False
16|Waves|WAVES|$130,466,620|$1.30|100,000,000|$1,930,427|1.02%|18.96%|63.92%|True|False
17|Zcash|ZEC|$125,871,687|$97.03|1,297,285|$4,650,093|0.01%|0.95%|-8.18%|False|False
18|Stratis|STRAT|$125,366,595|$1.27|98,383,729|$930,673|0.33%|2.60%|6.38%|True|False
19|Gnosis|GNO|$125,122,156|$113.27|1,104,590|$683,848|0.07%|5.44%|0.59%|True|False
20|BitShares|BTS|$97,016,532|$0.037304|2,600,711,806|$3,372,796|-0.03%|1.29%|14.61%|True|False
21|DigixDAO|DGD|$90,067,063|$45.03|2,000,000|$173,191|-0.04%|0.52%|22.98%|True|False
