#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$14,883,739,426|$922.65|16,131,508|$61,131,128|0.01%|0.09%|-1.13%|False|False
2|Ethereum|ETH|$930,464,376|$10.53|88,353,962|$6,254,162|-0.03%|-0.22%|-3.50%|False|False
3|Ripple|XRP|$233,390,971|$0.006332|36,856,524,148|$237,453|-0.02%|-0.71%|-5.72%|True|False
4|Litecoin|LTC|$190,698,326|$3.85|49,549,396|$2,678,773|0.00%|0.13%|-1.25%|False|False
5|Monero|XMR|$177,904,040|$12.85|13,842,415|$5,733,582|-0.10%|2.94%|6.24%|False|False
6|Ethereum Classic|ETC|$114,920,197|$1.30|88,316,654|$449,608|-0.04%|0.27%|-8.64%|False|False
7|Dash|DASH|$107,998,154|$15.30|7,057,791|$1,257,067|0.00%|0.50%|0.60%|False|False
8|MaidSafeCoin|MAID|$56,024,075|$0.123796|452,552,412|$197,553|-0.10%|0.38%|3.42%|True|False
9|Augur|REP|$46,853,995|$4.26|11,000,000|$187,696|0.03%|0.24%|-8.17%|True|False
10|NEM|XEM|$46,807,377|$0.005201|8,999,999,999|$279,854|0.75%|2.61%|42.55%|True|False
11|Steem|STEEM|$39,161,741|$0.168602|232,272,713|$222,446|0.13%|9.82%|2.36%|False|False
12|Iconomi|ICN|$34,311,188|$0.394381|87,000,000|$50,346|0.00%|1.73%|-1.87%|True|False
13|Factom|FCT|$29,224,672|$3.34|8,753,219|$144,514|0.07%|0.77%|12.52%|True|False
14|Golem|GNT|$24,373,826|$0.029724|820,000,000|$76,560|-0.16%|-1.55%|28.85%|True|False
15|Waves|WAVES|$24,157,064|$0.241571|100,000,000|$19,007|0.00%|0.76%|-3.07%|True|False
16|Dogecoin|DOGE|$22,434,305|$0.000208|107,916,722,168|$55,086|0.06%|0.35%|-0.31%|False|False
17|Zcash|ZEC|$21,276,042|$39.06|544,728|$721,011|0.19%|0.93%|-11.26%|False|False
18|DigixDAO|DGD|$19,440,177|$9.72|2,000,000|$5,074|0.25%|-0.69%|5.18%|True|False
19|Ardor|ARDR|$18,590,552|$0.018609|998,999,495|$170,142|0.67%|6.24%|30.37%|True|False
20|Lisk|LSK|$15,998,411|$0.156159|102,449,488|$189,336|0.15%|3.09%|-1.84%|True|False
21|Stellar Lumens|XLM|$15,360,288|$0.002219|6,921,534,188|$60,385|0.11%|-0.29%|-5.82%|True|False
22|Tether|USDT|$14,951,799|$1.00|14,951,591|$1,095,067|0.00%|0.00%|0.00%|True|False
23|GameCredits|GAME|$13,018,227|$0.215887|60,301,157|$1,483,235|0.43%|22.07%|23.93%|False|False
24|Bytecoin|BCN|$11,183,358|$0.000061|182,355,509,108|$33,941|-0.02%|9.42%|25.41%|False|False
25|Stratis|STRAT|$10,096,360|$0.102764|98,248,443|$611,437|0.27%|-7.18%|37.28%|False|False
26|BitShares|BTS|$10,048,589|$0.003894|2,580,703,125|$43,466|0.23%|0.88%|3.86%|True|False
27|ShadowCash|SDC|$9,970,286|$1.51|6,623,959|$52,967|0.33%|0.28%|-3.35%|True|False
28|SingularDTV|SNGLS|$9,242,311|$0.015404|600,000,000|$26,987|-0.30%|0.66%|35.33%|True|False
29|Counterparty|XCP|$8,987,842|$3.43|2,620,533|$380,189|1.83%|52.57%|69.79%|True|False
30|First Blood|1ST|$8,911,544|$0.104157|85,558,371|$8,088|0.47%|7.89%|38.13%|True|False
31|Gulden|NLG|$8,870,822|$0.026142|339,330,196|$11,513|-0.04%|-5.08%|7.36%|False|True
32|Siacoin|SC|$8,683,981|$0.000381|22,787,400,849|$184,013|0.02%|-0.83%|5.38%|False|False
33|E-Dinar Coin|EDR|$8,271,482|$0.607231|13,621,634|$1,184,989|-0.04%|0.70%|-1.24%|False|False
34|Storjcoin X|SJCX|$7,824,475|$0.155038|50,468,144|$16,290|0.69%|10.66%|0.18%|True|False
35|BitcoinDark|BTCD|$7,592,247|$5.89|1,288,862|$39,171|0.03%|23.87%|44.93%|False|False
36|Emercoin|EMC|$7,365,017|$0.186854|39,415,792|$18,410|0.09%|-1.06%|0.55%|False|False
37|Golos|GOLOS|$7,117,268|$0.077617|91,696,877|$3,385|-0.30%|3.17%|31.23%|False|False
38|Xaurum|XAUR|$6,992,039|$0.078393|89,192,285|$6,021|0.36%|-2.70%|-11.81%|True|False
39|AntShares|ANS|$6,849,878|$0.136998|50,000,000|$8,551|-0.04%|7.71%|18.95%|True|False
40|Peercoin|PPC|$6,661,221|$0.279410|23,840,323|$20,125|0.10%|1.64%|-2.67%|False|False
41|I/O Coin|IOC|$6,300,363|$0.386312|16,308,986|$64,802|0.23%|8.31%|-40.26%|True|False
