#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$72,037,815,772|$4358.81|16,526,937|$1,498,018,983|0.05%|0.53%|5.49%|False|False
2|Ethereum|ETH|$31,704,086,626|$336.36|94,256,936|$548,442,717|0.09%|1.95%|13.92%|False|False
3|Bitcoin Cash|BCH|$10,125,351,286|$611.88|16,547,959|$201,541,442|-0.34%|-3.94%|-24.34%|False|False
4|Ripple|XRP|$7,892,994,403|$0.205848|38,343,841,883|$168,020,942|-0.42%|-6.32%|32.87%|True|False
5|Dash|DASH|$2,879,449,997|$383.09|7,516,385|$272,536,083|-0.40%|15.01%|23.86%|False|False
6|Litecoin|LTC|$2,866,285,638|$54.45|52,644,125|$257,120,493|0.83%|7.28%|20.46%|False|False
7|IOTA|MIOTA|$2,573,126,163|$0.925741|2,779,530,283|$21,030,743|-0.45%|2.13%|-4.34%|True|False
8|NEM|XEM|$2,435,404,686|$0.270601|8,999,999,999|$7,872,122|0.19%|1.72%|0.34%|True|False
9|Monero|XMR|$2,001,260,740|$133.83|14,953,626|$245,320,662|-0.23%|9.33%|149.33%|False|False
10|NEO|NEO|$1,905,028,064|$38.10|50,000,000|$41,906,148|-0.09%|-3.06%|-3.65%|True|False
11|Ethereum Classic|ETC|$1,468,294,158|$15.47|94,923,680|$55,089,875|0.21%|1.70%|13.11%|False|False
12|Qtum|QTUM|$891,836,464|$15.12|59,000,000|$95,229,842|-0.32%|11.06%|32.21%|True|False
13|OmiseGo|OMG|$802,311,050|$8.16|98,312,024|$24,916,859|-0.15%|0.96%|7.50%|True|False
14|Lisk|LSK|$762,993,754|$6.85|111,450,096|$90,603,344|2.24%|33.29%|136.66%|True|False
15|BitConnect|BCC|$739,563,657|$113.29|6,527,824|$870,655|0.06%|-0.49%|-4.19%|False|False
16|Stratis|STRAT|$631,276,745|$6.41|98,519,107|$13,611,243|0.08%|5.95%|13.34%|True|False
17|Zcash|ZEC|$573,157,514|$279.57|2,050,121|$64,047,441|-0.28%|10.65%|21.76%|False|False
18|Waves|WAVES|$536,552,392|$5.37|100,000,000|$9,139,237|0.08%|-0.69%|22.49%|True|False
19|EOS|EOS|$417,279,193|$1.35|308,562,547|$16,896,822|-0.12%|-0.51%|-2.23%|True|False
20|TenX|PAY|$378,388,838|$3.62|104,661,310|$13,314,557|-0.17%|3.46%|-8.53%|True|False
21|Steem|STEEM|$360,548,675|$1.50|239,973,118|$4,546,874|-0.09%|7.57%|39.16%|False|False
22|BitShares|BTS|$354,852,043|$0.136564|2,598,432,083|$17,442,995|-0.14%|0.50%|7.20%|True|False
23|Augur|REP|$329,396,697|$29.95|11,000,000|$9,430,827|0.30%|9.09%|48.16%|True|False
24|Tether|USDT|$319,842,443|$1.00|319,501,265|$96,849,824|0.01%|-0.11%|0.14%|True|False
25|MaidSafeCoin|MAID|$277,116,320|$0.612341|452,552,412|$5,061,556|-0.05%|7.56%|38.15%|True|False
26|Bytecoin|BCN|$272,243,668|$0.001486|183,253,534,612|$2,581,678|0.66%|6.83%|29.77%|False|False
27|Factom|FCT|$268,641,392|$30.72|8,745,102|$5,795,751|-0.36%|7.81%|42.00%|True|False
28|Golem|GNT|$249,574,308|$0.299598|833,032,000|$3,466,019|-0.07%|2.44%|16.52%|True|False
29|Stellar Lumens|XLM|$240,391,418|$0.020870|11,518,483,075|$6,602,996|-0.28%|4.83%|25.28%|True|False
30|Iconomi|ICN|$239,529,164|$2.76|86,900,350|$1,482,541|-0.25%|3.55%|-12.07%|True|False
31|Veritaseum|VERI|$214,677,444|$106.74|2,011,134|$561,295|-0.48%|-8.17%|-12.04%|True|False
32|Gnosis|GNO|$214,548,916|$194.23|1,104,590|$4,200,991|0.51%|21.72%|20.32%|True|False
