#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 7,086,163,027|$ 455.82|15,545,821|$ 31,593,027|0.01 %|0.03 %|-0.51 %|False|False
2|Ethereum|ETH|$ 819,448,484|$ 10.24|80,038,147|$ 16,010,398|-0.04 %|0.24 %|11.79 %|False|False
3|Ripple|XRP|$ 210,303,928|$ 0.006031|34,868,679,462|$ 310,027|-0.06 %|-0.91 %|-6.83 %|True|False
4|Litecoin|LTC|$ 182,841,391|$ 3.99|45,787,698|$ 1,446,440|-0.02 %|0.42 %|1.94 %|False|False
5|Dash|DASH|$ 44,898,168|$ 6.96|6,449,245|$ 199,506|-0.05 %|0.73 %|5.06 %|False|False
6|Dogecoin|DOGE|$ 24,331,788|$ 0.000233|104,331,219,092|$ 116,485|0.02 %|-0.02 %|5.14 %|False|False
7|MaidSafeCoin|MAID|$ 22,971,550|$ 0.050760|452,552,412|$ 187,066|-0.08 %|-2.60 %|-1.86 %|True|False
8|DigixDAO|DGD|$ 21,128,747|$ 10.56|2,000,000|$ 55,324|-1.49 %|-15.30 %|-17.92 %|True|False
9|NEM|XEM|$ 12,966,988|$ 0.001441|8,999,999,999|$ 18,199|0.03 %|-3.78 %|-6.36 %|True|False
10|FedoraCoin|TIPS|$ 10,635,821|$ 0.000025|422,326,811,631|$ 32,525|0.01 %|-11.49 %|14.25 %|False|False
11|Steem|STEEM|$ 10,518,760|$ 0.368645|28,533,596|$ 1,759|0.08 %|11.30 %|12.97 %|False|False
12|Monero|XMR|$ 10,029,475|$ 0.846074|11,854,132|$ 29,088|0.01 %|0.57 %|-1.88 %|False|False
13|Stellar|XLM|$ 9,708,125|$ 0.001770|5,485,679,598|$ 4,338|-0.07 %|-0.45 %|-2.47 %|True|False
14|Peercoin|PPC|$ 9,335,764|$ 0.403664|23,127,587|$ 21,648|-0.01 %|-1.02 %|-7.62 %|False|False
15|Factom|FCT|$ 9,280,345|$ 1.06|8,753,219|$ 50,450|-0.16 %|-2.19 %|-2.55 %|True|False
16|BitShares|BTS|$ 9,253,511|$ 0.003619|2,557,125,000|$ 51,910|-0.00 %|0.98 %|-6.86 %|True|False
17|Synereo|AMP|$ 8,496,543|$ 0.045977|184,800,000|$ 11,764|0.15 %|-4.62 %|-5.64 %|True|False
18|Voxels|VOX|$ 6,767,168|$ 0.214831|31,500,000|$ 93,392|-0.23 %|27.33 %|48.54 %|True|False
19|YbCoin|YBC|$ 6,597,115|$ 2.19|3,008,182|$ 150,258|0.11 %|-1.89 %|-2.89 %|True|False
20|Bytecoin|BCN|$ 6,460,606|$ 0.000036|180,146,824,004|$ 846|0.65 %|-4.73 %|10.06 %|False|False
21|Nxt|NXT|$ 6,445,350|$ 0.006445|999,997,096|$ 8,146|-0.19 %|1.20 %|-4.53 %|True|False
22|Emercoin|EMC|$ 6,271,838|$ 0.166311|37,711,393|$ 6,928|-0.36 %|-5.29 %|-16.68 %|False|False
23|Namecoin|NMC|$ 6,042,988|$ 0.422599|14,299,593|$ 13,678|0.03 %|0.15 %|-2.88 %|False|False
24|Feathercoin|FTC|$ 4,675,142|$ 0.025492|183,399,058|$ 7,997|-0.10 %|3.03 %|-35.08 %|False|False
25|Agoras Tokens|AGRS|$ 3,986,846|$ 0.094925|42,000,000|$ 273|0.42 %|1.31 %|-8.76 %|True|False
26|Counterparty|XCP|$ 3,737,912|$ 1.42|2,627,247|$ 9,171|0.32 %|0.74 %|25.80 %|True|False
27|Xaurum|XAU|$ 3,587,988|$ 482.44|7,437|$ 1,597|-0.01 %|-0.04 %|-2.57 %|False|False
28|Storjcoin X|SJCX|$ 3,461,687|$ 0.069907|49,518,143|$ 34,009|0.36 %|12.14 %|33.20 %|True|False
29|SysCoin|SYS|$ 3,398,916|$ 0.007927|428,751,485|$ 17,963|0.07 %|-2.77 %|-12.15 %|False|False
30|Rubycoin|RBY|$ 3,340,538|$ 0.145026|23,034,088|$ 118|0.01 %|4.69 %|5.28 %|True|False
31|GridCoin|GRC|$ 2,917,447|$ 0.007756|376,138,536|$ 316|0.03 %|0.12 %|4.85 %|False|False
32|VPNCoin|VPN|$ 2,885,198|$ 0.007207|400,339,746|$ 16,635|0.03 %|-3.52 %|-13.91 %|True|False
33|SolarCoin|SLR|$ 2,585,307|$ 0.075373|34,300,092|$ 5,121|0.46 %|-0.12 %|61.15 %|True|False
34|Bitcrystals|BCY|$ 2,299,660|$ 0.054313|42,340,689|$ 450|-0.59 %|-0.33 %|-5.32 %|True|False
35|CrevaCoin|CREVA|$ 2,239,767|$ 0.094094|23,803,469|$ 29,590|0.21 %|1.25 %|-8.50 %|False|False
36|Decred|DCR|$ 2,180,792|$ 1.33|1,642,190|$ 18,164|0.01 %|4.24 %|-14.99 %|False|False
37|NuShares|NSR|$ 2,153,653|$ 0.002622|821,361,558|$ 289|-0.01 %|0.61 %|-0.14 %|True|False
38|BlackCoin|BLK|$ 2,126,082|$ 0.028182|75,440,823|$ 3,699|0.02 %|0.84 %|-3.53 %|True|False
39|Tether|USDT|$ 1,954,082|$ 1.00|1,951,591|$ 44,051|-0.03 %|-0.28 %|0.13 %|True|False
40|Scotcoin|SCOT|$ 1,869,076|$ 0.001869|1,000,000,000|$ 2,637|0.15 %|-1.02 %|-14.78 %|True|False
41|DigiByte|DGB|$ 1,710,185|$ 0.000265|6,465,103,356|$ 22,486|-0.12 %|-2.81 %|-9.82 %|False|False
42|GameCredits|GAME|$ 1,689,705|$ 0.030735|54,976,612|$ 6,002|0.72 %|1.51 %|-19.13 %|False|False
43|Siacoin|SC|$ 1,633,404|$ 0.000118|13,863,917,658|$ 9,936|0.50 %|2.79 %|3.06 %|False|False
44|Auroracoin|AUR|$ 1,585,782|$ 0.196108|8,086,253|$ 1,881|-0.24 %|-4.15 %|-21.78 %|False|True
45|MonaCoin|MONA|$ 1,469,965|$ 0.044453|33,067,714|$ 2,613|0.22 %|2.94 %|-13.64 %|False|False
46|Mintcoin|MINT|$ 1,341,669|$ 0.000058|23,014,894,834|$ 356|-0.05 %|-2.31 %|-13.15 %|True|False
47|BitcoinDark|BTCD|$ 1,252,680|$ 0.989381|1,266,125|$ 2,274|0.09 %|3.58 %|-2.90 %|False|False
48|Vcash|XVC|$ 1,245,634|$ 0.087181|14,287,848|$ 4,992|0.01 %|3.71 %|4.19 %|False|False
49|Novacoin|NVC|$ 1,181,115|$ 0.856957|1,378,266|$ 168,746|-0.28 %|3.12 %|3.00 %|False|False
50|Clams|CLAM|$ 1,178,529|$ 0.683632|1,723,923|$ 9,489|-0.06 %|-3.62 %|-15.81 %|True|False
51|SuperNET|UNITY|$ 1,169,783|$ 1.43|816,061|$ 139|0.30 %|0.31 %|-3.91 %|True|False
52|ReddCoin|RDD|$ 1,144,788|$ 0.000041|28,097,063,327|$ 2,232|0.40 %|-0.19 %|-6.71 %|True|False
53|EarthCoin|EAC|$ 1,104,984|$ 0.000118|9,346,468,332|$ 5,094|0.01 %|0.26 %|-5.44 %|False|False
54|Startcoin|START|$ 1,066,739|$ 0.026238|40,655,707|$ 4,652|-0.19 %|1.23 %|-13.11 %|False|True
55|Primecoin|XPM|$ 1,023,529|$ 0.070571|14,503,504|$ 2,720|0.16 %|0.98 %|-10.22 %|False|False
56|Quark|QRK|$ 975,134|$ 0.003899|250,078,076|$ 942|0.31 %|-1.93 %|-9.25 %|False|False
57|PLAY|PLS|$ 879,413|$ 0.000451|1,948,228,472|$ 1,158|0.79 %|-5.23 %|-18.28 %|True|False
58|I/O Coin|IOC|$ 877,427|$ 0.053985|16,253,240|$ 1,900|-0.30 %|-3.65 %|-0.37 %|True|False
59|ShadowCash|SDC|$ 876,532|$ 0.134117|6,535,595|$ 1,023|-0.12 %|1.74 %|-4.07 %|True|False
60|VeriCoin|VRC|$ 863,671|$ 0.031316|27,579,128|$ 6,550|-0.13 %|-1.74 %|-16.44 %|False|False
61|Vertcoin|VTC|$ 807,592|$ 0.034996|23,076,650|$ 6,247|0.11 %|-1.00 %|-12.31 %|False|False
62|Omni|OMNI|$ 794,237|$ 1.44|552,540|$ 80|0.36 %|-4.15 %|-1.48 %|True|False
63|MUSE|MUSE|$ 790,109|$ 0.000579|1,365,388,475|$ 815|-2.43 %|-12.77 %|-13.07 %|True|False
64|StabilityShares|XSI|$ 786,215|$ 0.084978|9,251,928|$ 12,119|-0.48 %|-15.39 %|-22.92 %|False|False
65|Safe Exchang...|SEC|$ 783,843|$ 0.000365|2,147,483,647|$ 212|0.13 %|-1.31 %|-22.80 %|True|False
66|AmberCoin|AMBER|$ 774,945|$ 0.017850|43,413,223|$ 17|1.17 %|-9.88 %|6.31 %|False|True
