#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 4,828,192,546|$ 356.83|13,530,827|$ 14,255,894|0.12 %|0.00 %|-6.66 %|False|False
2|Ripple|XRP|$ 237,318,551|$ 0.008186|28,989,252,282|$ 1,159,522|1.08 %|18.51 %|59.37 %|True|False
3|Litecoin|LTC|$ 120,483,837|$ 3.54|34,066,834|$ 2,119,222|0.06 %|-0.29 %|-8.49 %|False|False
4|BitShares|BTS|$ 39,883,741|$ 0.015966|2,498,093,336|$ 175,878|-0.01 %|-3.91 %|-11.33 %|True|False
5|Dogecoin|DOGE|$ 20,938,378|$ 0.000218|95,885,524,522|$ 307,898|0.33 %|2.24 %|-2.96 %|False|False
6|Nxt|NXT|$ 17,973,293|$ 0.017973|999,997,096|$ 22,071|0.23 %|0.68 %|-8.03 %|True|False
7|Counterparty|XCP|$ 17,389,690|$ 6.57|2,646,949|$ 37,230|-0.24 %|-8.87 %|-9.05 %|True|False
8|Peercoin|PPC|$ 15,627,297|$ 0.713900|21,890,036|$ 75,211|0.11 %|-2.93 %|-8.91 %|False|False
9|MaidSafeCoin|MAID|$ 12,527,871|$ 0.027683|452,552,412|$ 34,073|0.23 %|0.16 %|7.49 %|True|False
10|Dash|DASH|$ 11,122,031|$ 2.28|4,880,976|$ 53,076|0.03 %|1.70 %|-11.74 %|False|False
11|Namecoin|NMC|$ 8,960,610|$ 0.867023|10,334,917|$ 10,423|0.12 %|-0.50 %|-8.80 %|False|False
12|Stellar|STR|$ 6,999,284|$ 0.001977|3,540,445,558|$ 46,871|0.67 %|21.80 %|21.30 %|True|False
13|FuelCoin|FC2|$ 4,039,015|$ 0.040349|100,101,526|$ 13,234|-0.41 %|-0.94 %|78.00 %|False|True
14|SuperNET|UNITY|$ 2,673,829|$ 3.28|816,061|$ 2,440|0.28 %|1.96 %|-7.08 %|True|False
15|BanxShares|BANX|$ 2,584,609|$ 0.999121|2,586,882|$ 211|0.12 %|-6.61 %|-12.01 %|True|False
16|Monero|XMR|$ 2,556,566|$ 0.534884|4,779,665|$ 25,865|-0.09 %|-1.29 %|-16.86 %|False|False
17|NuBits|NBT|$ 2,211,348|$ 0.987009|2,240,455|$ 109,083|0.03 %|-1.49 %|-1.25 %|True|False
18|BitcoinDark|BTCD|$ 2,006,268|$ 1.68|1,192,918|$ 5,856|-0.13 %|0.49 %|-9.89 %|False|False
19|BlackCoin|BLK|$ 2,003,748|$ 0.026817|74,717,993|$ 28,764|0.82 %|5.45 %|-15.93 %|True|False
20|YbCoin|YBC|$ 1,989,088|$ 0.855167|2,325,964|$ 57,147|-0.02 %|-0.27 %|33.76 %|True|False
21|Nxttycoin|NXTTY|$ 1,701,228|$ 0.001701|1,000,000,000|$ 380|0.26 %|-2.48 %|-10.93 %|True|False
22|Mastercoin (...|MSC|$ 1,663,247|$ 2.95|563,162|$ 74|0.16 %|-0.95 %|20.08 %|True|False
23|NXTventure|NXTV|$ 1,588,546|$ 1.59|1,000,000|$ 476|0.87 %|3.51 %|8.46 %|True|False
24|Feathercoin|FTC|$ 1,588,282|$ 0.025588|62,072,050|$ 5,035|-0.17 %|-1.44 %|-7.40 %|False|False
25|NuShares|NSR|$ 1,433,783|$ 0.003024|474,101,547|$ 24,397|-0.97 %|3.14 %|-1.25 %|True|False
