#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
151|Adzcoin|ADZ|$873,417|$0.016096|54,263,218|$2,924|-0.04%|-1.47%|-3.59%|False|False
152|OBITS|OBITS|$847,732|$0.085536|9,910,800|$8,846|0.08%|-11.85%|-1.71%|True|False
153|Diamond|DMD|$843,595|$0.415303|2,031,274|$3,697|0.10%|5.55%|17.00%|False|False
154|Sphere|SPHR|$817,720|$0.265240|3,082,940|$21,691|-0.34%|1.90%|65.30%|True|False
155|Master Swiscoin|MSCN|$807,394|$0.089452|9,025,998|$38,533|0.19%|-8.37%|-27.76%|True|False
156|OKCash|OK|$788,976|$0.011148|70,771,104|$5,412|-0.42%|-1.83%|2.60%|True|False
157|Mooncoin|MOON|$788,548|$0.000004|221,773,568,213|$348|-3.34%|113.91%|27.84%|False|False
158|FedoraCoin|TIPS|$771,348|$0.000002|443,168,182,458|$273|-0.58%|-5.10%|11.57%|False|False
159|Hacker Gold|HKG|$769,461|$0.047760|16,110,893|$157|-0.07%|-6.94%|-9.93%|True|False
160|NuShares|NSR|$766,722|$0.000284|2,702,268,334|$39,351|-0.50%|-4.16%|4.80%|True|False
161|Colossuscoin V2|CV2|$766,282|$0.000035|21,990,259,143|$202|5.63%|0.97%|310.51%|True|False
162|Megacoin|MEC|$737,128|$0.022414|32,886,450|$10,885|-0.11%|4.92%|16.13%|False|False
163|Bitpark Coin|BPC|$721,048|$0.009614|75,000,000|Low Vol|2.01%|17.09%|-7.31%|True|False
164|Asiadigicoin|ADCN|$710,788|$0.028510|24,931,054|$6,322|0.04%|-4.68%|-13.66%|False|False
165|Voxels|VOX|$705,830|$0.022407|31,500,000|$235,204|0.31%|1.11%|14.55%|True|False
166|Sequence|SEQ|$699,184|$0.015694|44,551,827|$948|-0.35%|1.12%|-10.73%|False|False
167|HunterCoin|HUC|$698,066|$0.041425|16,851,475|$59,525|0.08%|4.81%|28.02%|False|False
168|Gambit|GAM|$695,298|$0.541993|1,282,854|$2,135|-0.73%|24.43%|20.01%|True|False
169|WorldCoin|WDC|$684,251|$0.006008|113,894,752|$1,368|-0.65%|5.75%|3.01%|False|False
170|PoSW Coin|POSW|$649,149|$0.024043|27,000,000|$24,873|0.23%|-2.76%|8.69%|True|False
171|Breakout Stake|BRX|$642,723|$0.102539|6,268,082|$4,009|-1.20%|-3.31%|18.49%|True|False
172|Casino|CASINO|$624,683|$0.624683|1,000,000|$865|-0.16%|0.30%|-4.09%|True|False
173|BoostCoin|BOST|$609,819|$0.051438|11,855,487|$6,057|0.71%|9.00%|10.36%|False|False
174|Rise|RISE|$594,289|$0.005534|107,387,215|$2,355|0.40%|3.04%|1.06%|True|False
175|Myriad|XMY|$588,033|$0.000399|1,473,044,893|$19,054|0.29%|4.71%|10.13%|False|False
176|Quark|QRK|$586,548|$0.002345|250,101,047|$254|-0.50%|2.28%|-0.68%|False|False
177|Verge|XVG|$569,116|$0.000044|12,793,464,160|$1,265|-1.53%|-8.57%|4.53%|False|False
178|Breakout|BRK|$564,816|$0.031792|17,766,061|$594|-0.68%|9.51%|5.04%|False|False
179|ZcCoin|ZCC|$558,652|$0.009061|61,657,044|$6,480|-0.10%|0.81%|20.84%|False|False
180|TrumpCoin|TRUMP|$516,348|$0.079022|6,534,198|$7,191|-0.28%|-5.21%|29.93%|False|False
181|Visio|VISIO|$515,223|$0.010250|50,266,874|$368|-0.25%|2.78%|13.59%|True|False
182|Circuits of V...|COVAL|$512,641|$0.001282|400,000,000|$1,585|-0.47%|-1.47%|-16.93%|True|False
183|Janus|JNS|$505,039|$0.035434|14,252,969|$3,635|0.00%|-6.20%|-4.89%|True|False
184|NobleCoin|NOBL|$490,591|$0.000214|2,288,610,164|$6,561|0.22%|3.28%|-11.19%|False|False
185|RaiBlocks|XRB|$489,784|$0.009160|53,471,717|$1,248|-0.84%|-5.79%|-34.57%|False|False
186|Spectrecoin|XSPEC|$483,966|$0.023906|20,244,169|$2,564|-0.39%|-5.18%|14.25%|True|False
187|Infinitecoin|IFC|$483,828|$0.000005|90,596,274,910|$6,408|0.04%|-0.39%|20.12%|False|False
188|Zeitcoin|ZEIT|$483,754|$0.000013|36,094,736,267|$166|-0.58%|11.59%|53.18%|False|False
189|HiCoin|XHI|$480,053|$0.002530|189,729,990|$11,177|-0.03%|1.05%|-2.85%|False|False
190|Qwark|QWARK|$475,448|$0.033746|14,089,214|$1,817|0.00%|2.76%|-9.53%|True|False
191|Dynamic|DYN|$474,471|$0.447353|1,060,617|$7,598|0.61%|17.39%|-5.37%|True|False
192|TransferCoin|TX|$453,146|$0.076800|5,900,355|$7,922|-0.52%|-0.87%|45.15%|True|False
193|Veltor|VLT|$451,054|$0.816202|552,625|$555|0.00%|-2.22%|-1.53%|False|False
194|CryptoCarbon|CCRB|$445,031|$0.791714|562,111|$12,342|10.92%|4.30%|26.03%|True|False
195|FuelCoin|FC2|$443,054|$0.004372|101,346,302|$1,648|0.15%|-7.79%|75.99%|False|True
196|Bitswift|SWIFT|$433,954|$0.106915|4,058,881|$732|0.12%|-0.64%|13.93%|True|False
197|Blitzcash|BLITZ|$431,383|$0.106378|4,055,179|$3,847|0.30%|12.44%|80.87%|True|False
198|Tokes|TKS|$422,905|$0.653010|647,624|$17,065|0.81%|1.20%|42.64%|True|False
199|Magi|XMG|$420,593|$0.061897|6,795,094|$10,218|0.67%|11.29%|26.05%|False|False
200|Digitalcoin|DGC|$413,622|$0.012027|34,389,793|$7,673|-0.86%|3.25%|23.57%|False|False
201|Bitstar|BITS|$405,811|$0.021562|18,820,916|$7,573|0.08%|2.99%|-14.33%|False|False
202|Horizon|HZ|$404,338|$0.000405|997,285,886|$7,336|0.23%|2.37%|1.47%|True|False
203|Bata|BTA|$396,419|$0.080369|4,932,490|$8,158|0.33%|10.46%|61.52%|False|False
204|Mintcoin|MINT|$374,463|$0.000015|24,283,802,151|$2,396|6.63%|-34.33%|23.39%|True|False
205|CannabisCoin|CANN|$372,604|$0.004825|77,231,176|$3,645|0.34%|-2.07%|1.78%|False|False
206|EuropeCoin|ERC|$364,734|$0.037372|9,759,558|$1,201|0.21%|-7.74%|-9.83%|True|False
207|ExclusiveCoin|EXCL|$364,501|$0.090730|4,017,408|$3,847|0.79%|19.45%|90.38%|False|False
208|Joincoin|J|$362,798|$0.148178|2,448,402|$210|0.19%|2.77%|7.24%|False|False
209|SmileyCoin|SMLY|$361,005|$0.000014|25,889,341,944|$258|-1.35%|3.02%|33.74%|False|True
210|Musicoin|MUSIC|$360,465|$0.003859|93,408,325|$6,655|0.03%|-7.41%|-17.73%|False|False
211|ICO OpenLedger|ICOO|$351,928|$0.741191|474,814|$1,146|-1.92%|-7.21%|-5.95%|True|False
212|UniBURST|UNIBURST|$338,670|$0.338670|1,000,000|$860|1.30%|5.39%|2.30%|True|False
213|Zetacoin|ZET|$336,776|$0.002031|165,844,138|$502|0.21%|0.78%|0.09%|False|False
214|Startcoin|START|$332,654|$0.007379|45,079,785|$3,320|-0.48%|0.49%|17.11%|False|True
215|Coin2.1|C2|$331,480|$0.003316|99,976,323|$51,550|-0.01%|19.26%|0.12%|True|False
216|LuckChain|BASH|$323,839|$0.000445|727,707,697|Low Vol|-0.15%|-12.27%|43.53%|False|False
217|e-Gulden|EFL|$319,077|$0.020900|15,266,700|$877|-0.66%|-4.31%|1.84%|False|True
218|AsiaCoin|AC|$311,566|$0.000407|764,894,629|$755|-0.31%|-1.22%|31.45%|False|False
219|CasinoCoin|CSC|$309,268|$0.008012|38,601,187|$1,205|-0.17%|14.72%|14.94%|False|False
220|Elcoin|EL|$306,375|$0.027333|11,208,967|$1,400|0.30%|19.24%|-17.33%|True|False
221|bitCNY|BITCNY|$306,291|$0.143227|2,138,508|$120,511|0.00%|3.98%|-0.42%|True|False
222|Pesobit|PSB|$300,903|$0.009292|32,381,481|$1,059|0.49%|2.66%|-2.52%|True|False
223|Terracoin|TRC|$290,549|$0.015012|19,354,842|$16,331|-0.35%|-25.15%|127.25%|False|False
224|Woodcoin|LOG|$290,400|$0.036141|8,035,193|$1,238|0.00%|2.61%|1.13%|False|False
225|TagCoin|TAG|$288,482|$0.053480|5,394,247|$9,437|-0.47%|9.11%|33.38%|False|False
226|Capricoin|CPC|$278,191|$0.299056|930,230|$3,390|-0.32%|-1.17%|115.11%|True|False
227|Virtacoinplus|XVP|$273,416|$0.027005|10,124,468|$1,029|0.55%|7.95%|63.46%|False|False
228|Cryptonite|XCN|$268,877|$0.000860|312,622,022|$1,231|-0.62%|-38.45%|-40.74%|False|False
229|AudioCoin|ADC|$268,499|$0.000339|793,198,644|$372|0.01%|3.24%|-10.09%|False|False
230|SecureCoin|SRC|$267,291|$0.034996|7,637,701|$14,847|0.36%|11.39%|15.88%|False|False
231|EvergreenCoin|EGC|$251,944|$0.018970|13,281,346|$3,598|-0.04%|7.55%|-22.03%|False|False
232|Mercury|MER|$249,085|$0.002491|100,000,000|$5,691|0.28%|-4.60%|13.53%|True|False
233|Quatloo|QTL|$245,632|$0.048525|5,062,002|$16,146|0.09%|7.26%|21.90%|False|False
234|Qibuck|QBK|$237,518|$0.451292|526,307|$13,652|-0.87%|-5.19%|15.11%|True|False
235|Fantomcoin|FCN|$237,253|$0.042183|5,624,376|$516|1.56%|-10.81%|-55.54%|False|False
236|BitBean|BITB|$234,789|$0.000125|1,874,974,361|$7,159|0.69%|12.81%|49.15%|True|False
237|Synergy|SNRG|$233,716|$0.088575|2,638,620|$349|0.32%|-2.94%|32.77%|True|False
238|Atomic Coin|ATOM|$232,757|$0.025146|9,256,382|$10,137|3.77%|-3.65%|234.72%|False|False
239|ArtByte|ABY|$228,413|$0.000302|757,384,281|$2,096|-0.39%|-6.86%|13.11%|False|True
240|Vault Coin|VLTC|$223,340|$0.007572|29,497,405|Low Vol|-1.04%|-7.24%|8.05%|False|False
241|Mineum|MNM|$214,706|$0.022753|9,436,367|Low Vol|-0.42%|-7.50%|-2.22%|False|False
242|Tristar Coin|TSTR|$213,165|$0.042397|5,027,857|$1,284|-0.61%|-4.98%|11.90%|False|False
243|1337|1337|$212,830|$0.000010|20,732,329,842|Low Vol|-0.80%|156.76%|164.72%|True|False
244|Orbitcoin|ORB|$212,659|$0.072930|2,915,929|$2,027|0.20%|1.13%|19.04%|False|False
245|Mediterranean...|MED|$206,302|$0.004206|49,044,536|$384|-0.68%|7.20%|4.48%|False|False
