#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$68,244,849,921|$4131.82|16,516,907|$2,758,143,310|-0.18%|0.56%|1.48%|False|False
2|Ethereum|ETH|$27,787,400,925|$295.25|94,113,781|$825,877,240|-0.01%|-0.36%|-1.64%|False|False
3|Bitcoin Cash|BCH|$13,342,784,052|$808.74|16,498,181|$3,251,511,106|0.75%|12.45%|160.65%|False|False
4|Ripple|XRP|$5,940,407,035|$0.154925|38,343,841,883|$80,261,120|0.05%|-1.88%|-8.04%|True|False
5|IOTA|MIOTA|$2,689,904,837|$0.967755|2,779,530,283|$38,314,135|-0.21%|12.00%|22.78%|True|False
6|NEM|XEM|$2,427,192,894|$0.269688|8,999,999,999|$9,929,847|1.13%|11.75%|1.53%|True|False
7|Litecoin|LTC|$2,374,535,983|$45.20|52,535,500|$135,421,525|-0.10%|-0.81%|-3.29%|False|False
8|Dash|DASH|$2,320,563,528|$309.30|7,502,589|$250,410,320|0.10%|33.76%|53.57%|False|False
9|NEO|NEO|$1,977,158,263|$39.54|50,000,000|$140,114,269|-0.16%|2.41%|4.80%|True|False
10|Ethereum Classic|ETC|$1,295,104,874|$13.68|94,701,948|$42,199,444|0.01%|-1.04%|-5.54%|False|False
11|Monero|XMR|$802,671,034|$53.68|14,953,626|$25,353,135|-0.67%|6.21%|11.24%|False|False
12|BitConnect|BCC|$766,202,621|$118.25|6,479,648|$5,774,525|-0.18%|-0.57%|8.66%|False|False
13|OmiseGo|OMG|$746,325,316|$7.59|98,312,024|$64,671,743|0.09%|5.06%|28.25%|True|False
14|Qtum|QTUM|$674,576,797|$11.43|59,000,000|$54,713,743|-0.44%|3.67%|-18.57%|True|False
15|Stratis|STRAT|$556,947,431|$5.65|98,510,057|$16,723,962|0.25%|5.09%|-14.71%|True|False
16|Zcash|ZEC|$459,190,043|$229.60|1,999,934|$38,575,169|-0.10%|14.51%|7.25%|False|False
17|Waves|WAVES|$438,046,007|$4.38|100,000,000|$3,505,435|0.02%|2.38%|-12.00%|True|False
