#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 7,948,573,282|$ 634.88|12,519,853|$ 4,080,993|-0.04 %|0.57 %|2.80 %|False|False
2|Litecoin|LTC|$ 455,166,827|$ 17.11|26,607,653|$ 3,446,568|0.24 %|2.93 %|11.32 %|False|False
3|Auroracoin|AUR|$ 163,858,566|$ 15.43|10,620,856|$ 163,080|-2.54 %|-26.74 %|-48.55 %|False|True
4|Ripple|XRP|$ 112,606,582|$ 0.014404|7,817,889,792|$ 46,217|0.02 %|0.90 %|0.09 %|True|False
5|Peercoin|PPC|$ 68,500,177|$ 3.23|21,228,541|$ 95,432|0.03 %|-0.58 %|1.81 %|False|False
6|Dogecoin|DOGE|$ 50,586,214|$ 0.000835|60,592,453,376|$ 889,955|-0.17 %|-3.47 %|-0.61 %|False|False
7|Mastercoin (...|MSC|$ 40,190,305|$ 64.88|619,478|$ 22,021|-0.78 %|-12.56 %|11.80 %|True|False
8|Nxt|NXT|$ 38,016,477|$ 0.038017|999,997,120|$ 89,331|-0.14 %|-6.83 %|-16.94 %|True|False
9|SpainCoin|SPA|$ 37,850,897|$ 1.50|25,254,487|$ 8,374|9.39 %|?|?|False|True
10|Namecoin|NMC|$ 27,925,957|$ 3.38|8,268,846|$ 87,465|-0.01 %|0.53 %|0.60 %|False|False
11|Counterparty|XCP|$ 13,085,007|$ 4.94|2,648,646|$ 100,905|-0.08 %|7.48 %|21.35 %|True|False
12|BitShares PTS|PTS|$ 9,564,103|$ 6.12|1,563,256|$ 84,415|0.27 %|4.97 %|7.45 %|True|False
13|Quark|QRK|$ 8,221,865|$ 0.033197|247,665,588|$ 55,481|-0.58 %|-8.49 %|-13.24 %|False|False
14|Marinecoin|MTC|$ 7,860,683|$ 1.09|7,242,624|$ 560|-0.62 %|?|?|False|True
15|Feathercoin|FTC|$ 7,429,243|$ 0.203485|36,509,947|$ 31,067|-0.13 %|-2.11 %|1.92 %|False|False
16|Primecoin|XPM|$ 6,403,800|$ 1.33|4,815,252|$ 46,011|-0.19 %|-2.69 %|-9.39 %|False|False
17|Infinitecoin|IFC|$ 5,147,220|$ 0.000057|90,366,683,437|$ 28,815|0.12 %|-1.46 %|-14.09 %|False|False
18|Novacoin|NVC|$ 4,986,337|$ 6.77|736,307|$ 13,373|-0.14 %|-0.20 %|-10.08 %|False|False
19|Megacoin|MEC|$ 4,224,734|$ 0.187000|22,592,137|$ 106,391|-0.37 %|-0.55 %|-24.11 %|False|False
20|Dash|DASH|$ 2,893,154|$ 0.782378|3,697,897|$ 26,675|-0.22 %|-1.79 %|-13.73 %|False|False
21|YbCoin|YBC|$ 2,849,029|$ 2.38|1,195,560|$ 101,241|0.41 %|-0.79 %|-4.33 %|True|False
22|Vertcoin|VTC|$ 2,456,854|$ 0.940634|2,611,914|$ 87,244|-1.26 %|-12.63 %|-38.27 %|False|False
23|Mintcoin|MINT|$ 2,082,777|$ 0.000112|18,653,746,617|$ 133,513|-1.08 %|-4.41 %|-6.74 %|True|False
24|Devcoin|DVC|$ 1,529,963|$ 0.000236|6,490,731,545|$ 4,112|-0.01 %|-5.32 %|-14.56 %|False|False
25|UltraCoin|UTC|$ 1,369,425|$ 0.170639|8,025,274|$ 281,059|2.72 %|23.11 %|48.44 %|False|False
26|Anoncoin|ANC|$ 1,312,712|$ 1.63|806,380|$ 22,950|-0.15 %|-6.35 %|-0.14 %|False|False
27|BlackCoin|BLK|$ 1,305,434|$ 0.017527|74,481,195|$ 991,931|-2.27 %|19.11 %|403.76 %|True|False
28|Tickets|TIX|$ 1,293,518|$ 0.000019|66,876,280,832|$ 10,775|0.05 %|-4.54 %|-14.99 %|False|False
