#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$9,829,675,887|$617.72|15,912,794|$35,591,448|-0.02%|-0.13%|0.78%|False|False
2|Ethereum|ETH|$1,044,348,129|$12.32|84,783,983|$9,981,326|0.09%|-0.86%|-6.63%|False|False
3|Ripple|XRP|$261,532,818|$0.007372|35,475,802,044|$2,464,481|0.18%|0.68%|-10.58%|True|False
4|Litecoin|LTC|$183,515,682|$3.83|47,906,942|$1,038,614|-0.04%|-0.65%|-0.35%|False|False
5|Ethereum Cla...|ETC|$99,429,269|$1.17|84,705,089|$871,162|-0.07%|0.32%|-2.42%|False|False
6|Monero|XMR|$91,336,475|$6.98|13,077,535|$1,548,142|0.22%|2.53%|-7.83%|False|False
7|Dash|DASH|$79,478,566|$11.69|6,798,639|$356,733|-0.04%|-1.88%|-0.11%|False|False
8|Augur|REP|$73,732,606|$6.70|11,000,000|$2,301,432|-0.28%|1.46%|-46.13%|True|False
9|Steem|STEEM|$62,401,572|$0.372373|167,578,157|$162,816|-0.40%|-2.09%|-15.81%|False|False
10|MaidSafeCoin|MAID|$38,139,458|$0.084276|452,552,412|$116,911|-0.08%|0.21%|-5.59%|True|False
11|NEM|XEM|$35,120,955|$0.003902|8,999,999,999|$52,647|-0.24%|-2.22%|-12.67%|True|False
12|DigixDAO|DGD|$24,909,469|$12.45|2,000,000|$33,217|0.29%|0.38%|-11.31%|True|False
13|Dogecoin|DOGE|$24,314,564|$0.000229|106,366,719,700|$104,529|0.09%|0.55%|-1.13%|False|False
14|Lisk|LSK|$21,846,702|$0.218467|100,000,000|$240,935|-0.05%|-0.05%|-5.95%|True|False
15|Waves|WAVES|$21,405,094|$0.214051|100,000,000|$53,665|0.03%|4.26%|13.18%|True|False
16|Factom|FCT|$21,093,314|$2.41|8,753,219|$319,329|-0.20%|0.50%|-0.24%|True|False
17|Stellar|XLM|$15,458,782|$0.002346|6,590,353,992|$133,263|0.24%|-0.73%|-17.06%|True|False
18|Emercoin|EMC|$15,098,120|$0.390283|38,685,015|$31,068|-0.08%|-1.34%|1.07%|False|False
19|Peerplays|PEERPLAYS|$13,407,206|$13.41|1,000,000|$3,906|0.01%|-5.54%|15.68%|True|False
20|Synereo|AMP|$12,944,675|$0.206833|62,585,264|$372,624|0.15%|7.32%|13.78%|True|False
21|BitShares|BTS|$12,512,834|$0.004860|2,574,584,097|$51,832|-0.02%|-1.29%|-0.39%|True|False
22|Nxt|NXT|$11,931,480|$0.011943|998,999,983|$147,046|0.48%|-5.24%|1.96%|True|False
23|Counterparty|XCP|$11,083,159|$4.23|2,622,438|$31,021|0.10%|0.66%|2.21%|True|False
24|SingularDTV|SNGLS|$10,728,993|$0.017882|600,000,000|$36,065|0.17%|5.39%|?|True|False
25|Bytecoin|BCN|$10,163,722|$0.000056|181,597,448,792|$800|-0.05%|-0.38%|-2.70%|False|False
26|Siacoin|SC|$8,641,478|$0.000448|19,267,714,634|$33,762|0.03%|-1.03%|-4.32%|False|False
27|Storjcoin X|SJCX|$8,444,477|$0.167822|50,318,144|$28,755|0.06%|4.06%|8.62%|True|False
28|Bitcrystals|BCY|$8,218,412|$0.195923|41,947,188|$4,741|0.34%|0.51%|34.58%|True|False
29|ShadowCash|SDC|$8,062,024|$1.22|6,585,041|$36,871|-0.09%|-2.01%|-1.08%|True|False
30|Xaurum|XAUR|$7,584,248|$0.091843|82,578,670|$31,134|-0.17%|1.62%|-0.25%|True|False
31|Tether|USDT|$6,951,591|$1.00|6,951,591|$315,072|0.00%|0.00%|0.00%|True|False
