#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 7,738,737,500|$ 589.79|13,121,124|$ 7,053,188|0.06 %|0.07 %|0.86 %|False|False
2|Litecoin|LTC|$ 215,973,911|$ 6.97|30,998,906|$ 1,268,403|0.06 %|0.13 %|-8.01 %|False|False
3|Ripple|XRP|$ 42,701,239|$ 0.005174|8,252,600,677|$ 384,861|-0.18 %|-4.95 %|-1.13 %|True|False
4|Nxt|NXT|$ 37,939,481|$ 0.037940|999,997,096|$ 109,066|0.02 %|-3.51 %|-16.75 %|True|False
5|Dash|DASH|$ 25,695,194|$ 5.65|4,546,576|$ 222,168|0.18 %|-2.80 %|0.06 %|False|False
6|Peercoin|PPC|$ 21,450,252|$ 0.991894|21,625,547|$ 201,705|-0.01 %|-5.93 %|-14.18 %|False|False
7|BitShares|BTS|$ 17,919,554|$ 0.008961|1,999,775,140|$ 69,658|0.16 %|0.51 %|-6.96 %|True|False
8|Dogecoin|DOGE|$ 14,878,917|$ 0.000166|89,400,004,038|$ 123,107|-0.17 %|-1.27 %|-19.67 %|False|False
9|Namecoin|NMC|$ 13,959,795|$ 1.46|9,552,099|$ 33,540|-0.00 %|-1.38 %|-5.06 %|False|False
10|MaidSafeCoin|MAID|$ 12,061,856|$ 0.026653|452,552,412|$ 16,820|0.30 %|1.74 %|14.18 %|True|False
11|BitShares PTS|PTS|$ 7,072,688|$ 4.27|1,657,562|$ 18,802|0.25 %|1.58 %|-5.68 %|True|False
12|Counterparty|XCP|$ 5,713,466|$ 2.16|2,648,744|$ 2,200|-0.28 %|-2.63 %|-5.68 %|True|False
13|Monero|XMR|$ 5,576,562|$ 2.08|2,679,589|$ 83,897|-0.17 %|-2.88 %|-15.06 %|False|False
14|XCurrency|XC|$ 5,205,608|$ 0.942549|5,522,905|$ 48,280|0.10 %|0.83 %|-11.40 %|True|False
15|BlackCoin|BLK|$ 5,053,469|$ 0.067698|74,646,828|$ 71,947|0.01 %|0.44 %|-20.70 %|True|False
16|CloakCoin|CLOAK|$ 4,296,239|$ 0.950050|4,522,119|$ 206,597|-1.14 %|-14.07 %|-26.84 %|True|False
17|Mastercoin (...|MSC|$ 3,753,443|$ 6.66|563,162|$ 18|0.74 %|-2.17 %|40.53 %|True|False
18|Viacoin|VIA|$ 3,067,232|$ 0.293396|10,454,230|$ 203,796|0.01 %|14.79 %|45.91 %|False|False
