#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$67,197,086,364|$4071.58|16,503,933|$2,749,835,406|0.38%|9.64%|26.65%|False|False
2|Ethereum|ETH|$28,204,535,032|$300.17|93,962,369|$1,209,066,595|-0.42%|-4.03%|16.21%|False|False
3|Ripple|XRP|$6,461,290,727|$0.168471|38,352,642,160|$102,236,507|-0.36%|-5.99%|-9.04%|True|False
4|Bitcoin Cash|BCH|$5,116,360,143|$310.28|16,489,561|$127,045,636|-0.27%|-6.03%|45.34%|False|False
5|Litecoin|LTC|$2,450,821,856|$46.74|52,437,046|$220,172,637|-0.02%|-0.76%|1.45%|False|False
6|NEM|XEM|$2,390,703,235|$0.265634|8,999,999,999|$8,116,116|-0.34%|-7.63%|17.11%|True|False
7|IOTA|MIOTA|$2,190,763,066|$0.788177|2,779,530,283|$30,372,182|0.44%|19.33%|94.04%|True|False
8|NEO|NEO|$1,886,589,021|$37.73|50,000,000|$199,162,971|1.08%|17.23%|163.87%|True|False
9|Dash|DASH|$1,508,286,569|$201.41|7,488,781|$37,344,991|-0.23%|-2.84%|5.07%|False|False
10|Ethereum Classic|ETC|$1,367,865,593|$14.48|94,481,299|$59,239,334|-0.25%|-4.41%|-7.91%|False|False
11|Qtum|QTUM|$828,372,391|$14.04|59,000,000|$66,940,902|0.79%|-0.91%|43.36%|True|False
12|Monero|XMR|$720,292,813|$48.26|14,926,611|$21,771,142|0.00%|-3.33%|-0.25%|False|False
13|BitConnect|BCC|$699,481,306|$108.82|6,427,675|$6,120,238|0.15%|8.44%|39.30%|False|False
14|Stratis|STRAT|$652,939,222|$6.63|98,501,031|$26,828,809|-0.20%|-11.37%|-6.98%|True|False
15|OmiseGo|OMG|$581,937,770|$5.92|98,312,024|$95,010,357|0.04%|-15.35%|85.60%|True|False
16|Waves|WAVES|$497,759,162|$4.98|100,000,000|$6,887,737|-0.30%|-8.12%|13.06%|True|False
17|TenX|PAY|$477,907,900|$4.57|104,661,310|$129,469,389|0.07%|-10.03%|112.88%|True|False
18|EOS|EOS|$458,061,714|$1.64|279,449,269|$41,439,957|-0.22%|-7.96%|-10.09%|True|False
19|BitShares|BTS|$421,160,601|$0.162121|2,597,809,583|$55,013,524|-0.62%|-11.44%|-0.57%|True|False
20|Zcash|ZEC|$417,408,606|$214.08|1,949,793|$23,489,032|-0.58%|-7.50%|1.88%|False|False
21|Tether|USDT|$319,903,880|$1.00|319,501,202|$168,110,898|0.05%|-0.13%|0.15%|True|False
22|Steem|STEEM|$301,040,432|$1.26|239,127,797|$2,932,776|-0.96%|3.99%|-7.07%|False|False
23|Bytecoin|BCN|$265,507,211|$0.001449|183,234,494,722|$2,898,789|-0.27%|-8.83%|3.69%|False|False
24|Iconomi|ICN|$263,782,984|$3.04|86,900,350|$1,912,962|-0.99%|-7.75%|-0.15%|True|False
25|Golem|GNT|$243,443,958|$0.292238|833,032,000|$7,935,836|-0.62%|-7.05%|-11.99%|True|False
26|Lisk|LSK|$242,809,183|$2.19|110,852,629|$4,267,879|-0.55%|0.13%|1.38%|True|False
27|Augur|REP|$239,424,255|$21.77|11,000,000|$3,447,598|-0.59%|-1.27%|15.06%|True|False
28|Veritaseum|VERI|$230,105,775|$114.45|2,010,533|$1,013,198|-1.36%|-11.10%|-25.20%|True|False
29|Status|SNT|$225,217,237|$0.064895|3,470,483,788|$26,224,710|-0.45%|-12.73%|2.18%|True|False
30|Populous|PPT|$212,678,864|$5.75|37,004,027|$737,035|-0.78%|-4.29%|37.89%|True|False
31|Siacoin|SC|$211,640,666|$0.007415|28,541,695,771|$9,725,744|-0.42%|-9.84%|-23.41%|False|False
32|Gnosis|GNO|$211,610,008|$191.57|1,104,590|$2,058,892|-0.33%|-7.03%|-6.84%|True|False
33|Stellar Lumens|XLM|$206,690,316|$0.018750|11,023,222,752|$14,482,639|-0.59%|-13.60%|-21.17%|True|False
34|Dogecoin|DOGE|$201,420,576|$0.001821|110,623,695,795|$6,374,716|-0.22%|-4.41%|-9.49%|False|False
35|Basic Attenti...|BAT|$199,680,921|$0.199681|1,000,000,000|$5,845,748|-0.76%|-8.03%|26.99%|True|False
36|Byteball|GBYTE|$199,664,369|$379.35|526,327|$2,206,985|-0.45%|0.46%|-37.26%|True|False
37|Civic|CVC|$193,394,780|$0.568808|340,000,000|$22,488,589|0.62%|-6.17%|166.14%|True|False
38|Metal|MTL|$172,599,292|$8.94|19,300,994|$6,415,186|-0.32%|14.11%|102.33%|True|False
39|MaidSafeCoin|MAID|$164,704,056|$0.363945|452,552,412|$5,527,940|-0.44%|-4.78%|2.18%|True|False
40|Komodo|KMD|$162,086,225|$1.61|100,945,510|$4,796,637|-2.32%|5.19%|50.04%|False|False
41|DigixDAO|DGD|$160,518,818|$80.26|2,000,000|$874,335|-0.36%|-5.47%|14.26%|True|False
42|Factom|FCT|$156,441,726|$17.87|8,753,219|$6,948,166|-0.72%|-7.79%|-14.26%|True|False
43|GameCredits|GAME|$145,923,909|$2.29|63,810,146|$4,130,147|-0.69%|-11.54%|-14.25%|False|False
44|Ardor|ARDR|$138,313,912|$0.138452|998,999,495|$2,432,769|-0.04%|-1.59%|-4.43%|True|False
45|Decred|DCR|$137,426,631|$24.86|5,528,006|$1,720,804|-0.83%|-9.91%|-18.64%|False|False
46|MCAP|MCAP|$127,864,253|$1.86|68,893,894|$434,976|-1.08%|-5.43%|-23.75%|True|False
47|DigiByte|DGB|$123,663,418|$0.014145|8,742,253,657|$9,613,093|-0.63%|-11.15%|-29.81%|False|False
48|ICO|ICO|$121,599,988|$1.22|100,000,000|$25,436,601|0.05%|-6.36%|156.70%|True|False
49|SingularDTV|SNGLS|$118,808,143|$0.198014|600,000,000|$1,697,557|-0.62%|3.15%|33.65%|True|False
50|Storj|STORJ|$118,770,144|$1.65|71,922,939|$50,478,148|-0.39%|-1.68%|307.52%|True|False
51|Bancor|BNT|$115,301,873|$2.83|40,772,871|$6,464,212|-0.64%|-1.86%|21.61%|True|False
52|Nxt|NXT|$113,175,521|$0.113289|998,999,983|$11,101,716|-0.42%|-9.94%|-22.58%|True|False
53|FunFair|FUN|$110,892,228|$0.028882|3,839,463,249|$2,401,369|0.92%|-8.91%|76.08%|True|False
54|PIVX|PIVX|$106,467,474|$1.97|54,040,245|$1,193,682|-0.45%|-6.48%|-6.47%|True|False
55|Lykke|LKK|$101,912,785|$0.390112|261,239,495|$549,873|0.37%|3.26%|6.39%|True|False
56|DECENT|DCT|$97,123,086|$1.89|51,306,089|$15,819,115|-0.71%|28.33%|85.21%|True|False
57|MobileGo|MGO|$94,265,763|$0.982715|95,923,781|$1,092,542|-0.67%|6.15%|-0.47%|True|False
58|Aragon|ANT|$93,397,034|$2.78|33,605,167|$1,143,627|-0.96%|-4.21%|33.19%|True|False
59|Metaverse ETP|ETP|$87,873,247|$3.89|22,600,000|$1,197,483|0.29%|2.92%|49.16%|False|False
60|BitcoinDark|BTCD|$86,134,627|$66.83|1,288,862|$2,016,310|-1.39%|10.09%|45.81%|False|False
61|Nexus|NXS|$86,087,763|$1.67|51,648,816|$851,211|1.34%|26.82%|69.30%|False|False
62|Ark|ARK|$85,819,511|$0.886034|96,858,077|$607,136|-0.71%|0.45%|0.48%|True|False
63|FirstBlood|1ST|$70,080,727|$0.819098|85,558,371|$7,082,112|-0.85%|-11.04%|-3.67%|True|False
64|Particl|PART|$65,339,623|$8.52|7,667,552|$890,358|-1.00%|0.68%|24.35%|True|False
65|Elastic|XEL|$62,511,353|$0.737953|84,709,099|$4,029,924|-0.32%|6.43%|40.38%|True|False
66|Pillar|PLR|$62,450,470|$0.111519|560,000,000|$278,420|0.45%|9.03%|106.55%|True|False
67|Bytom|BTM|$62,428,763|$0.147900|422,100,000|$14,242,058|2.51%|-6.88%|?|True|False
68|Asch|XAS|$61,890,319|$0.825204|75,000,000|$5,397,786|-0.30%|-4.66%|47.10%|False|False
69|iExec RLC|RLC|$61,769,435|$0.781192|79,070,793|$1,557,542|-0.28%|21.89%|86.68%|True|False
70|Bitquence|BQX|$61,338,920|$0.869484|70,546,343|$2,393,136|-2.68%|42.46%|943.35%|True|False
71|Blocknet|BLOCK|$60,944,565|$15.38|3,962,799|$186,517|0.47%|7.47%|24.04%|True|False
72|SysCoin|SYS|$57,427,490|$0.109016|526,782,672|$1,260,370|-0.87%|-6.89%|-17.42%|False|False
73|Etheroll|DICE|$56,594,552|$8.08|7,001,623|$475,547|-0.14%|-8.38%|57.47%|True|False
74|Wings|WINGS|$55,831,626|$0.622368|89,708,333|$1,134,958|-0.29%|4.03%|32.91%|True|False
75|Melon|MLN|$54,317,084|$90.62|599,400|$1,403,438|0.10%|12.30%|53.57%|True|False
76|Safe Exchange...|SAFEX|$54,121,781|$0.025202|2,147,483,647|$4,960,212|-1.33%|17.94%|-0.57%|True|False
77|Stox|STX|$53,273,036|$1.80|29,600,000|$3,068,801|1.09%|-1.50%|43.24%|True|False
78|Ubiq|UBQ|$52,931,624|$1.41|37,669,218|$751,290|-0.47%|2.09%|-2.94%|False|False
79|Numeraire|NMR|$52,155,395|$41.63|1,252,818|$2,754,536|-0.90%|11.21%|45.36%|True|False
80|Binance Coin|BNB|$50,698,719|$0.506987|100,000,000|$4,910,936|1.56%|29.95%|292.50%|True|False
81|Lunyr|LUN|$50,289,343|$21.89|2,297,853|$30,878,832|0.03%|37.27%|550.51%|True|False
82|Gas|GAS|$49,139,769|$16.79|2,927,312|$2,781,639|-0.19%|8.19%|357.61%|True|False
83|district0x|DNT|$48,122,026|$0.080203|600,000,000|$1,900,619|-0.24%|-2.53%|288.18%|True|False
84|Edgeless|EDG|$47,700,459|$0.581385|82,046,288|$793,025|0.09%|-0.29%|19.82%|True|False
85|Round|ROUND|$45,569,279|$0.053611|850,000,000|$360,007|-0.36%|-0.18%|17.76%|True|False
86|LEOcoin|LEO|$45,410,850|$0.517312|87,782,322|$112,883|-0.23%|-0.63%|-0.88%|False|True
87|Peercoin|PPC|$43,061,789|$1.77|24,264,614|$318,158|-0.06%|-3.47%|-8.08%|False|False
88|Emercoin|EMC|$43,055,011|$1.06|40,536,441|$212,628|-0.32%|-0.66%|2.25%|False|False
89|Peerplays|PPY|$39,696,237|$10.59|3,749,090|$381,904|-2.20%|-10.88%|1.17%|True|False
90|Mysterium|MYST|$39,339,648|$2.02|19,429,024|$3,807,255|-0.90%|2.38%|21.88%|True|False
91|TokenCard|TKN|$37,486,685|$1.59|23,644,056|$1,706,033|-2.03%|8.81%|99.12%|True|False
92|Verge|XVG|$35,842,986|$0.002673|13,409,472,280|$2,049,950|-1.00%|-0.33%|-20.99%|False|False
93|Monaco|MCO|$34,641,673|$3.53|9,813,786|$10,933,218|-0.27%|-4.49%|184.34%|True|False
94|vSlice|VSL|$34,256,386|$1.03|33,390,496|$332,686|-0.60%|-10.15%|4.81%|True|False
95|NoLimitCoin|NLC2|$33,898,943|$0.166808|203,221,929|$176,379|-2.78%|-12.17%|87.86%|True|False
96|adToken|ADT|$33,751,547|$0.056253|600,000,000|$1,059,607|-0.37%|-19.94%|64.79%|True|False
97|Bitdeal|BDL|$33,221,576|$0.110739|300,000,000|$44,630|2.78%|-7.63%|-38.69%|False|False
98|Humaniq|HMQ|$31,930,999|$0.196066|162,858,812|$730,968|-0.08%|0.25%|23.90%|True|False
99|LBRY Credits|LBC|$31,453,982|$0.459018|68,524,524|$3,264,534|-1.02%|-1.53%|-6.03%|False|False
100|TaaS|TAAS|$29,731,043|$3.65|8,146,001|$846,444|-0.61%|19.44%|33.48%|True|False
101|I/O Coin|IOC|$29,312,218|$1.79|16,356,062|$101,642|-0.30%|0.10%|56.51%|True|False
102|ReddCoin|RDD|$29,107,085|$0.001018|28,586,409,800|$738,465|-0.54%|-2.60%|-13.90%|True|False
103|ZCoin|XZC|$28,883,928|$10.47|2,758,583|$1,155,732|-1.41%|-10.99%|22.14%|False|False
