#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$17,540,914,255|$1079.44|16,250,059|$266,163,413|0.07%|0.25%|11.63%|False|False
2|Ethereum|ETH|$4,577,788,409|$50.68|90,327,719|$87,243,270|-0.02%|1.73%|-0.73%|False|False
3|Ripple|XRP|$928,867,446|$0.024843|37,388,960,792|$31,735,912|3.64%|17.69%|162.86%|True|False
4|Dash|DASH|$498,113,338|$69.17|7,200,846|$17,520,229|0.24%|0.06%|-26.24%|False|False
5|Litecoin|LTC|$343,712,756|$6.81|50,449,974|$49,447,845|0.07%|5.00%|68.13%|False|False
6|Monero|XMR|$301,833,365|$21.22|14,221,437|$7,965,726|-0.06%|6.61%|4.67%|False|False
7|Ethereum Classic|ETC|$250,324,534|$2.77|90,279,327|$5,930,042|-0.04%|-0.25%|18.69%|False|False
8|NEM|XEM|$157,587,117|$0.017510|8,999,999,999|$2,167,869|-0.01%|8.86%|32.72%|True|False
9|Augur|REP|$137,331,750|$12.48|11,000,000|$1,845,272|-0.35%|0.37%|43.85%|True|False
10|MaidSafeCoin|MAID|$77,212,589|$0.170616|452,552,412|$582,037|-0.27%|4.03%|23.48%|True|False
11|Golem|GNT|$73,290,941|$0.089379|820,000,000|$1,398,369|-0.32%|3.35%|109.23%|True|False
12|Zcash|ZEC|$65,806,559|$66.07|996,012|$3,388,267|0.08%|-5.45%|3.96%|False|False
13|Decred|DCR|$58,472,240|$12.77|4,579,622|$597,531|-0.32%|-0.76%|-2.31%|False|False
14|Tether|USDT|$54,933,723|$0.999688|54,950,868|$15,391,399|0.00%|-0.03%|-0.03%|True|False
15|Iconomi|ICN|$53,056,582|$0.609846|87,000,000|$309,914|0.03%|2.67%|55.99%|True|False
16|PIVX|PIVX|$47,158,605|$0.894418|52,725,472|$755,788|-0.25%|-4.13%|45.69%|True|False
17|Steem|STEEM|$41,380,348|$0.175741|235,462,232|$356,175|-0.03%|0.53%|-1.73%|False|False
18|Round|ROUND|$39,093,533|$0.045992|850,000,000|$75,145|-0.08%|-0.56%|592.11%|True|False
19|DigixDAO|DGD|$38,474,969|$19.24|2,000,000|$130,140|0.44%|3.64%|31.02%|True|False
20|Dogecoin|DOGE|$36,512,746|$0.000336|108,783,710,206|$878,685|0.61%|0.22%|13.31%|False|False
21|Waves|WAVES|$35,535,485|$0.355355|100,000,000|$255,430|0.22%|-0.90%|18.33%|True|False
22|Factom|FCT|$35,333,969|$4.04|8,753,219|$908,210|0.15%|5.28%|14.02%|True|False
23|Bytecoin|BCN|$32,400,062|$0.000177|182,689,656,596|$276,855|-0.99%|7.20%|311.84%|False|False
24|Lisk|LSK|$32,370,606|$0.307870|105,143,694|$438,604|-0.29%|0.98%|16.79%|True|False
25|First Blood|1ST|$29,990,545|$0.350527|85,558,371|$360,011|0.06%|-0.06%|104.09%|True|False
26|SingularDTV|SNGLS|$27,627,835|$0.046046|600,000,000|$59,084|0.52%|-2.67%|53.57%|True|False
27|Stratis|STRAT|$27,604,704|$0.280736|98,329,610|$1,423,835|1.10%|38.42%|87.51%|True|False
28|BitConnect|BCC|$23,835,622|$4.02|5,924,405|$334,959|0.22%|10.36%|35.40%|False|False
29|Ardor|ARDR|$22,252,128|$0.022274|998,999,495|$78,450|-0.17%|2.92%|6.16%|True|False
30|Melon|MLN|$22,222,091|$37.07|599,400|$446,750|0.05%|8.01%|32.00%|True|False
31|GameCredits|GAME|$19,630,313|$0.318138|61,703,749|$263,678|-0.26%|-1.49%|7.69%|False|False
32|Stellar Lumens|XLM|$18,915,544|$0.002683|7,051,239,109|$1,788,669|1.53%|11.14%|29.47%|True|False
33|Komodo|KMD|$18,874,288|$0.187285|100,778,691|$89,053|0.11%|4.79%|105.24%|False|False
34|BitShares|BTS|$17,851,543|$0.006885|2,592,822,500|$522,638|0.74%|6.93%|31.41%|True|False
35|Siacoin|SC|$17,198,942|$0.000697|24,666,517,040|$233,580|0.59%|4.24%|36.37%|False|False
36|Peercoin|PPC|$15,290,192|$0.637391|23,988,729|$162,888|0.09%|0.74%|20.01%|False|False
37|Emercoin|EMC|$15,086,661|$0.379073|39,798,803|$407,146|0.30%|10.45%|20.17%|False|False
38|Nexus|NXS|$14,612,340|$0.303120|48,206,417|$27,406|-0.51%|-0.63%|-9.84%|False|False
39|Nxt|NXT|$13,922,673|$0.013937|998,999,983|$187,931|0.22%|4.53%|4.62%|True|False
40|ShadowCash|SDC|$12,261,071|$1.84|6,645,751|$314,324|-0.07%|4.65%|11.14%|True|False
41|Storjcoin X|SJCX|$11,408,562|$0.223464|51,053,144|$89,943|-0.51%|-4.31%|19.97%|True|False
42|BitcoinDark|BTCD|$11,181,301|$8.68|1,288,862|$94,248|0.02%|0.59%|89.81%|False|False
43|AntShares|ANS|$10,181,842|$0.203637|50,000,000|$77,003|-0.02%|1.86%|24.45%|True|False
44|Gulden|NLG|$9,896,415|$0.028851|343,015,455|$30,291|-0.01%|4.62%|21.18%|False|True
45|Namecoin|NMC|$9,507,430|$0.645166|14,736,400|$165,811|0.01%|-1.47%|23.51%|False|False
46|Byteball|GBYTE|$9,448,763|$68.75|137,442|$14,187|0.18%|4.55%|16.13%|True|False
47|SysCoin|SYS|$9,393,964|$0.017935|523,792,513|$160,716|-0.06%|-0.55%|16.27%|False|False
48|Counterparty|XCP|$9,120,816|$3.48|2,619,534|$56,229|-0.11%|2.89%|16.31%|True|False
49|Bitcrystals|BCY|$8,992,134|$0.217455|41,351,784|$52,774|-0.60%|-0.90%|39.69%|True|False
50|Xaurum|XAUR|$8,619,936|$0.095808|89,971,104|$37,974|0.32%|-1.15%|15.97%|True|False
51|ZCoin|XZC|$8,178,474|$4.57|1,787,836|$294,650|-0.16%|0.78%|-0.69%|False|False
52|I/O Coin|IOC|$7,307,461|$0.447703|16,322,102|$37,246|0.32%|-0.44%|13.50%|True|False
