#|Name|Symbol|Market Cap|Price|Circulating Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$34,038,485,571|$2082.83|16,342,440|$959,254,049|0.16%|3.95%|14.85%|False|False
2|Ripple|XRP|$13,788,728,137|$0.357846|38,532,538,149|$204,083,646|-0.05%|8.97%|62.91%|True|False
3|Ethereum|ETH|$12,034,777,474|$131.11|91,789,767|$284,917,712|0.85%|1.25%|44.37%|False|False
4|NEM|XEM|$2,091,588,503|$0.232399|8,999,999,999|$26,320,230|0.27%|2.67%|82.27%|True|False
5|Litecoin|LTC|$1,377,092,664|$26.90|51,197,165|$56,500,545|-0.23%|-3.64%|-9.24%|False|False
6|Dash|DASH|$732,693,421|$100.25|7,308,721|$21,889,207|-0.11%|-1.43%|11.28%|False|False
7|Ethereum Classic|ETC|$688,709,123|$7.50|91,823,384|$30,293,527|0.25%|-4.29%|18.37%|False|False
8|Stellar Lumens|XLM|$529,851,688|$0.055396|9,564,770,907|$26,661,169|0.30%|6.95%|45.28%|True|False
9|Monero|XMR|$511,585,918|$35.29|14,495,749|$24,593,897|0.32%|11.18%|22.57%|False|False
10|Bytecoin|BCN|$462,938,093|$0.002531|182,917,584,378|$21,044,033|0.36%|45.43%|446.33%|False|False
11|Steem|STEEM|$282,709,434|$1.21|233,495,437|$7,128,198|0.10%|1.14%|57.36%|False|False
12|Siacoin|SC|$280,462,366|$0.010731|26,135,876,416|$58,318,005|2.39%|62.77%|345.72%|False|False
13|BitShares|BTS|$259,271,512|$0.099663|2,601,473,958|$37,952,895|1.00%|18.08%|167.17%|True|False
14|Dogecoin|DOGE|$248,204,839|$0.002267|109,462,574,640|$51,037,573|1.89%|46.91%|84.76%|False|False
15|Golem|GNT|$219,683,430|$0.266324|824,872,000|$6,388,089|2.57%|3.70%|23.53%|True|False
16|Gnosis|GNO|$206,194,266|$186.67|1,104,590|$2,940,523|0.92%|13.03%|64.79%|True|False
17|Stratis|STRAT|$200,188,621|$2.03|98,392,741|$5,212,412|0.01%|18.92%|59.67%|True|False
18|GameCredits|GAME|$199,794,364|$3.18|62,787,145|$7,447,533|-0.38%|30.41%|172.14%|False|False
19|Augur|REP|$189,966,866|$17.27|11,000,000|$2,683,134|-0.05%|2.59%|3.52%|True|False
20|Waves|WAVES|$171,011,143|$1.71|100,000,000|$1,033,460|0.54%|9.58%|31.08%|True|False
21|MaidSafeCoin|MAID|$167,961,854|$0.371143|452,552,412|$1,836,019|0.34%|2.24%|11.24%|True|False
22|DigixDAO|DGD|$147,689,251|$73.84|2,000,000|$1,457,509|0.37%|5.49%|63.98%|True|False
23|Zcash|ZEC|$146,264,123|$108.55|1,347,458|$6,952,445|0.25%|-0.23%|11.87%|False|False
24|Ardor|ARDR|$137,839,802|$0.137978|998,999,495|$2,603,357|0.07%|2.83%|54.45%|True|False
25|SingularDTV|SNGLS|$131,132,119|$0.218554|600,000,000|$351,652|-0.27%|5.68%|52.72%|True|False
26|Round|ROUND|$121,266,937|$0.142667|850,000,000|$567,485|0.27%|14.59%|-37.09%|True|False
27|DigiByte|DGB|$114,713,992|$0.014150|8,107,031,908|$60,162,733|3.54%|100.65%|622.75%|False|False
28|Decred|DCR|$101,995,801|$20.67|4,935,473|$1,300,785|0.26%|3.69%|14.59%|False|False
29|Iconomi|ICN|$91,551,713|$1.05|87,000,000|$801,780|0.00%|-4.49%|37.88%|True|False
30|Factom|FCT|$89,246,616|$10.20|8,753,219|$1,634,795|0.44%|-0.92%|15.77%|True|False
31|Lisk|LSK|$88,032,549|$0.820812|107,250,598|$2,127,178|1.04%|13.59%|39.82%|True|False
32|Nxt|NXT|$82,469,371|$0.082552|998,999,983|$5,805,193|0.49%|7.47%|64.68%|True|False
33|BitConnect|BCC|$80,996,533|$12.67|6,392,621|$613,826|0.35%|10.30%|49.87%|False|False
34|Tether|USDT|$61,920,970|$0.992416|62,394,158|$40,560,104|0.05%|-0.43%|1.40%|True|False
35|PIVX|PIVX|$59,982,208|$1.12|53,459,518|$1,216,657|-0.03%|-5.24%|-10.25%|True|False
36|SysCoin|SYS|$51,336,697|$0.097804|524,894,205|$2,366,635|1.59%|18.90%|54.10%|False|False
37|Byteball|GBYTE|$50,180,146|$265.11|189,284|$86,684|0.42%|6.22%|4.93%|True|False
38|Aragon|ANT|$49,198,696|$1.46|33,605,167|$1,250,065|-0.05%|7.35%|?|True|False
39|Peercoin|PPC|$49,005,709|$2.03|24,104,039|$1,201,855|0.11%|0.67%|3.83%|False|False
40|Komodo|KMD|$47,689,960|$0.472433|100,945,510|$220,818|0.19%|3.05%|75.15%|False|False
41|FirstBlood|1ST|$46,294,132|$0.541082|85,558,371|$1,243,480|1.64%|0.49%|32.82%|True|False
42|Emercoin|EMC|$41,424,445|$1.03|40,066,849|$677,078|0.25%|1.80%|-4.95%|False|False
43|iExec RLC|RLC|$36,951,767|$0.473311|78,070,793|$346,009|-0.05%|-2.62%|-5.55%|True|False
44|Melon|MLN|$33,671,040|$56.17|599,400|$688,592|0.65%|29.19%|42.65%|True|False
45|AntShares|ANS|$32,358,535|$0.647171|50,000,000|$1,584,224|0.80%|0.71%|34.23%|True|False
46|Storjcoin X|SJCX|$31,851,114|$0.622419|51,173,144|$989,912|-0.07%|4.43%|28.16%|True|False
47|Namecoin|NMC|$31,531,075|$2.14|14,736,400|$862,473|0.39%|1.30%|9.00%|False|False
48|Lykke|LKK|$29,471,528|$0.199832|147,481,369|$90,381|0.21%|2.65%|18.45%|True|False
49|BitcoinDark|BTCD|$29,170,700|$22.63|1,288,862|$373,674|0.35%|8.06%|51.63%|False|False
50|Counterparty|XCP|$27,128,185|$10.36|2,618,835|$506,918|1.47%|11.67%|27.58%|True|False
51|NAV Coin|NAV|$25,652,567|$0.420183|61,051,005|$3,368,489|0.19%|31.81%|47.25%|True|False
52|Nexus|NXS|$23,081,529|$0.465973|49,534,099|$63,135|0.09%|-0.09%|4.30%|False|False
53|Gulden|NLG|$22,812,149|$0.065960|345,846,657|$133,446|0.32%|0.17%|27.73%|False|True
54|PotCoin|POT|$22,630,022|$0.104362|216,841,408|$529,287|0.23%|6.53%|44.34%|False|False
55|Burst|BURST|$21,630,295|$0.012205|1,772,314,083|$4,126,597|1.37%|35.32%|-3.35%|False|False
56|Xaurum|XAUR|$21,177,498|$0.189667|111,656,146|$83,563|-0.02%|0.16%|-2.54%|True|False
57|BitBay|BAY|$20,634,310|$0.020481|1,007,499,728|$166,336|0.25%|22.82%|32.77%|True|False
58|Synereo|AMP|$20,554,883|$0.249888|82,256,324|$679,930|0.59%|2.05%|9.48%|True|False
59|Wings|WINGS|$20,037,930|$0.223368|89,708,333|$354,129|-0.10%|4.59%|4.72%|True|False
60|TokenCard|TKN|$19,950,531|$0.843786|23,644,056|$254,090|0.34%|3.44%|-10.83%|True|False
61|Expanse|EXP|$19,785,641|$2.77|7,143,609|$1,288,306|-0.14%|19.52%|22.72%|False|False
62|BlackCoin|BLK|$19,756,668|$0.259461|76,145,072|$2,740,924|0.13%|22.43%|36.67%|True|False
63|Ark|ARK|$19,413,937|$0.204253|95,048,558|$266,776|-0.08%|-0.71%|-12.65%|True|False
64|BCAP|BCAP|$18,908,309|$1.89|10,000,000|$112,135|0.36%|3.85%|-37.19%|True|False
65|EarthCoin|EAC|$18,073,266|$0.001934|9,346,468,332|$6,955,980|1.61%|32.84%|63.66%|False|False
66|WeTrust|TRST|$17,760,887|$0.192744|92,147,500|$379,432|0.21%|8.09%|9.58%|True|False
