#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 3,856,200,918|$ 281.79|13,684,794|$ 44,712,095|-0.11 %|-9.12 %|-10.83 %|False|False
2|Ripple|XRP|$ 656,661,686|$ 0.021198|30,978,075,200|$ 2,945,522|-0.63 %|-11.88 %|-10.91 %|True|False
3|Litecoin|LTC|$ 74,761,839|$ 2.12|35,294,322|$ 5,407,104|-0.26 %|-15.46 %|-22.71 %|False|False
4|PayCoin|XPY|$ 39,464,543|$ 3.20|12,327,048|$ 704,908|0.83 %|-26.06 %|-70.18 %|False|True
5|BitShares|BTS|$ 36,149,379|$ 0.014471|2,497,973,773|$ 291,619|-0.36 %|-8.51 %|-11.59 %|True|False
6|MaidSafeCoin|MAID|$ 21,223,341|$ 0.046897|452,552,412|$ 18,376|-0.52 %|-10.38 %|-5.55 %|True|False
7|Nxt|NXT|$ 17,361,751|$ 0.017362|999,997,096|$ 150,334|-0.04 %|-14.57 %|7.42 %|True|False
8|Dogecoin|DOGE|$ 16,084,145|$ 0.000165|97,268,423,164|$ 322,115|-0.17 %|-8.77 %|-9.56 %|False|False
9|Stellar|STR|$ 16,060,640|$ 0.004513|3,558,618,775|$ 175,883|-0.09 %|-15.88 %|-21.64 %|True|False
10|Peercoin|PPC|$ 11,080,851|$ 0.503996|21,985,977|$ 214,367|0.28 %|-12.34 %|-12.91 %|False|False
11|Counterparty|XCP|$ 9,318,113|$ 3.52|2,646,581|$ 20,744|-0.28 %|-9.97 %|-14.14 %|True|False
12|Dash|DASH|$ 8,511,025|$ 1.70|5,005,938|$ 62,012|-0.33 %|-11.01 %|-12.94 %|False|False
13|Namecoin|NMC|$ 6,313,247|$ 0.594505|10,619,334|$ 70,651|0.07 %|-15.87 %|-17.33 %|False|False
14|FuelCoin|FC2|$ 4,436,858|$ 0.044292|100,173,934|$ 1,800|0.23 %|-9.86 %|-5.64 %|False|True
15|Marinecoin|MTC|$ 4,340,100|$ 0.594424|7,301,353|$ 717|2.50 %|1433.63 %|621.98 %|False|True
16|NuShares|NSR|$ 3,760,700|$ 0.006200|606,558,947|$ 21,352|-0.27 %|-15.69 %|-7.33 %|True|False
17|SuperNET|UNITY|$ 3,736,801|$ 4.58|816,061|$ 13,839|-0.40 %|-19.94 %|-4.07 %|True|False
18|YbCoin|YBC|$ 2,918,245|$ 0.972748|3,000,000|$ 40,633|-0.38 %|-12.49 %|-11.18 %|True|False
19|BanxShares|BANX|$ 2,624,222|$ 1.01|2,586,882|$ 4,284|-0.11 %|-9.12 %|-10.83 %|True|False
20|Monero|XMR|$ 2,480,336|$ 0.447920|5,537,451|$ 37,998|-0.57 %|-4.58 %|-11.12 %|False|False
21|NuBits|NBT|$ 2,238,056|$ 0.996626|2,245,634|$ 1,552,195|-0.05 %|-1.30 %|-0.62 %|True|False
22|BlackCoin|BLK|$ 1,874,775|$ 0.025081|74,747,344|$ 117,658|-0.17 %|-14.97 %|-11.21 %|True|False
23|Storjcoin X|SJCX|$ 1,669,291|$ 0.040258|41,464,404|$ 19,124|-0.76 %|-17.33 %|-9.36 %|True|False
24|Swarm|SWARM|$ 1,570,584|$ 0.015714|99,945,431|$ 314|1.28 %|-10.97 %|-0.23 %|True|False
25|BitcoinDark|BTCD|$ 1,465,041|$ 1.22|1,198,054|$ 3,166|-0.32 %|-0.96 %|-17.45 %|False|False
26|Mastercoin (...|MSC|$ 1,435,378|$ 2.55|563,162|$ 199|0.09 %|-9.00 %|-10.32 %|True|False
27|NXTventure|NXTV|$ 1,349,489|$ 1.35|1,000,000|$ 116|-0.04 %|-8.32 %|12.83 %|True|False
28|Bytecoin|BCN|$ 1,246,273|$ 0.000007|167,776,529,223|$ 5,424|0.81 %|-7.14 %|-10.55 %|False|False
29|Quark|QRK|$ 1,163,167|$ 0.004680|248,537,369|$ 9,123|-0.48 %|-12.69 %|-3.81 %|False|False
30|InstantDEX|DEX|$ 1,144,218|$ 1.14|1,000,000|$ 47|-0.48 %|-14.41 %|14.18 %|True|False
31|Pangea Poker|PANGEA|$ 1,137,441|$ 1.14|999,402|$ 420|-1.50 %|-17.42 %|24.30 %|True|False
32|DNotes|NOTE|$ 1,013,167|$ 0.010661|95,037,477|$ 2,755|-0.20 %|-8.11 %|-11.75 %|False|False
33|CoinoUSD|COINO|$ 951,271|$ 0.823908|1,154,584|$ 569|0.32 %|-28.36 %|-5.52 %|True|False
34|Feathercoin|FTC|$ 918,637|$ 0.013763|66,746,989|$ 12,400|-0.05 %|-16.90 %|-18.87 %|False|False
35|ReddCoin|RDD|$ 867,107|$ 0.000032|27,322,073,203|$ 6,718|-0.40 %|-11.65 %|-1.97 %|True|False
36|bitUSD|BITUSD|$ 842,399|$ 1.00|838,674|$ 18,603|0.09 %|0.05 %|-0.28 %|True|False
37|Ethercoin|ETC|$ 693,599|$ 0.693599|1,000,000|$ 548|0.30 %|-3.17 %|-7.61 %|True|False
38|Primecoin|XPM|$ 669,845|$ 0.078997|8,479,356|$ 15,184|0.02 %|-15.03 %|-17.88 %|False|False
39|jl777hodl|JLH|$ 641,966|$ 0.064197|10,000,000|$ 1,060|-0.49 %|-18.25 %|5.99 %|True|False
40|Nxttycoin|NXTTY|$ 591,432|$ 0.000591|1,000,000,000|$ 698|-0.01 %|-17.31 %|-1.03 %|True|False
41|NXTprivacy|NXTprivacy|$ 581,372|$ 0.581372|1,000,000|$ 286|-0.41 %|-16.68 %|-5.34 %|True|False
42|Tradebots|NXTcoinsco|$ 567,267|$ 0.572939|990,100|$ 11|-0.04 %|-14.00 %|41.23 %|True|False
43|Jinn|JINN|$ 567,005|$ 5.67|100,000|$ 2,646|-1.47 %|-16.02 %|-11.20 %|True|False
44|Clams|CLAM|$ 547,098|$ 1.33|411,043|$ 21,418|-0.52 %|9.76 %|15.66 %|True|False
45|Ixcoin|IXC|$ 525,102|$ 0.025005|20,999,906|$ 174|-0.07 %|-10.17 %|-12.08 %|True|False
46|WorldCoin|WDC|$ 475,383|$ 0.006697|70,982,695|$ 7,637|-0.07 %|-24.18 %|11.46 %|False|False
47|Megacoin|MEC|$ 468,804|$ 0.017469|26,836,564|$ 4,211|0.33 %|-3.66 %|4.43 %|False|False
48|Novacoin|NVC|$ 463,596|$ 0.504736|918,493|$ 20,320|-0.08 %|-7.82 %|14.10 %|False|False
49|BitShares PTS|PTS|$ 452,162|$ 0.000452|999,999,386|$ 1,347|-1.77 %|-15.01 %|-7.75 %|True|False
50|Viacoin|VIA|$ 426,731|$ 0.032794|13,012,642|$ 2,914|0.58 %|-11.43 %|-18.81 %|False|False
51|TileCoin|XTC|$ 406,816|$ 0.004068|100,000,000|$ 6,583|2.49 %|17.52 %|39.73 %|True|False
52|Unobtanium|UNO|$ 404,221|$ 2.09|193,033|$ 2,424|0.14 %|11.03 %|15.40 %|False|False
53|DigitalNote|XDN|$ 394,581|$ 0.000058|6,788,686,186|$ 8,041|-0.18 %|-9.80 %|-10.03 %|False|False
54|SkyNET|SKYNET|$ 382,576|$ 0.427831|894,223|$ 37|-1.05 %|-13.21 %|18.32 %|True|False
55|Infinitecoin|IFC|$ 377,526|$ 0.000004|90,596,104,264|$ 793|-0.80 %|-7.56 %|-14.07 %|False|False
56|MonaCoin|MONA|$ 371,137|$ 0.023845|15,564,474|$ 3,096|-0.83 %|-9.93 %|-14.94 %|False|False
57|Uro|URO|$ 353,502|$ 0.347969|1,015,900|$ 5,457|-0.38 %|-27.38 %|1.85 %|False|False
58|ShadowCash|SDC|$ 347,374|$ 0.053827|6,453,526|$ 3,879|0.01 %|-11.11 %|-18.03 %|True|False
59|NooCoin|NOO|$ 346,257|$ 0.013849|25,001,998|$ 8,047|-0.02 %|-12.38 %|74.87 %|True|False
60|BilShares|BILS|$ 327,493|$ 0.000327|1,000,000,000|$ 14,427|-0.14 %|-6.55 %|-10.58 %|True|False
61|Pandacoin|PND|$ 326,461|$ 0.000010|32,368,351,377|$ 908|-1.10 %|-20.94 %|-35.07 %|False|False
62|Zetacoin|ZET|$ 324,728|$ 0.002011|161,496,565|$ 1,292|-0.26 %|-10.98 %|0.61 %|False|False
63|I0Coin|I0C|$ 316,464|$ 0.015447|20,487,149|$ 1,097|-0.99 %|-21.67 %|4.00 %|False|False
64|XCurrency|XC|$ 316,030|$ 0.056737|5,570,108|$ 626|-0.95 %|-17.57 %|-22.33 %|True|False
65|Privatebet|Privatebet|$ 297,264|$ 0.743161|400,000|$ 63|-2.33 %|-20.66 %|15.13 %|True|False
66|UltraCoin|UTC|$ 291,827|$ 0.011995|24,329,612|$ 1,093|-0.21 %|-20.33 %|-37.77 %|False|False
67|NeoDICE|DICE|$ 287,236|$ 0.287236|1,000,000|$ 401|-2.49 %|-19.58 %|4.49 %|True|False
68|Anoncoin|ANC|$ 283,409|$ 0.193749|1,462,764|$ 6,104|0.24 %|-18.51 %|-3.50 %|False|False
69|Qora|QORA|$ 280,993|$ 0.000028|10,000,000,000|$ 99|-0.80 %|-9.93 %|-18.04 %|True|False
70|FairCoin|FAIR|$ 280,111|$ 0.005471|51,201,087|$ 59|-1.85 %|-2.58 %|6.91 %|True|False
71|SysCoin|SYS|$ 274,125|$ 0.000697|393,104,652|$ 6,893|-3.45 %|0.51 %|42.84 %|False|False
72|FreeMarket|MRKT|$ 262,176|$ 0.364133|720,000|$ 122|-0.04 %|-14.48 %|49.20 %|True|False
73|Coinomat|CNMT|$ 260,513|$ 0.086838|3,000,000|$ 247|-0.02 %|-28.75 %|1.08 %|True|False
74|VeriCoin|VRC|$ 255,592|$ 0.009486|26,945,507|$ 1,240|0.03 %|-6.95 %|-11.27 %|False|False
75|Gridcoin Cla...|GRCX|$ 249,750|$ 0.007489|33,348,329|$ 548|-0.66 %|-17.53 %|-39.19 %|False|False
76|Gulden|NLG|$ 240,828|$ 0.001253|192,245,101|$ 1,052|-0.37 %|-11.26 %|-12.18 %|False|True
77|CannabisCoin|CANN|$ 228,970|$ 0.003150|72,696,310|$ 1,680|0.01 %|-10.45 %|-11.29 %|False|False
78|MaxCoin|MAX|$ 225,553|$ 0.005864|38,463,166|$ 536|-0.53 %|-6.79 %|-4.76 %|False|False
79|Applecoin|APC|$ 217,300|$ 0.009751|22,285,375|$ 5,587|0.38 %|-13.96 %|-3.46 %|True|False
80|CureCoin|CURE|$ 207,640|$ 0.008257|25,146,767|$ 35|-0.36 %|-11.40 %|-28.86 %|False|True
81|Burst|BURST|$ 204,651|$ 0.000432|473,215,995|$ 318|-0.09 %|-11.36 %|-20.94 %|False|False
82|BitBay|BAY|$ 194,323|$ 0.000194|1,000,151,110|$ 9,215|-0.94 %|2.73 %|8.50 %|True|False
83|EmerCoin|EMC|$ 191,889|$ 0.005643|34,007,749|$ 14|-0.37 %|-9.60 %|-17.04 %|False|False
84|Hyper|HYPER|$ 185,584|$ 0.050452|3,678,402|$ 2,462|0.13 %|-15.21 %|-18.16 %|False|False
85|SolarCoin|SLR|$ 185,250|$ 0.005528|33,511,284|$ 84|-0.40 %|-20.82 %|25.54 %|True|False
86|ATOMIC|ATOMIC|$ 175,832|$ 0.288248|610,000|$ 182|-1.00 %|-21.97 %|15.06 %|True|False
87|BitSwift|SWIFT|$ 171,422|$ 0.042752|4,009,715|$ 111|-0.50 %|-9.70 %|-20.27 %|True|False
88|CryptoCoins|CCS|$ 170,422|$ 98.65|1,728|$ 996|-0.04 %|?|?|True|False
89|ARCHcoin|ARCH|$ 169,697|$ 0.010440|16,254,060|$ 3,221|0.25 %|-12.71 %|-20.50 %|True|False
90|Vertcoin|VTC|$ 169,337|$ 0.016263|10,412,400|$ 3,127|-0.48 %|-17.43 %|-29.57 %|False|False
91|bitCNY|BITCNY|$ 169,277|$ 0.161864|1,045,801|$ 7,118|0.09 %|0.05 %|0.09 %|True|False
92|PotCoin|POT|$ 166,114|$ 0.000944|175,971,275|$ 1,452|-0.13 %|-10.07 %|-4.38 %|False|False
93|Opal|OPAL|$ 165,249|$ 0.011000|15,022,403|$ 4,227|-0.10 %|-15.24 %|-27.37 %|True|False
94|Startcoin|START|$ 164,700|$ 0.018599|8,855,526|$ 2,421|1.22 %|16.03 %|36.82 %|False|True
95|Digitalcoin|DGC|$ 163,054|$ 0.008712|18,715,673|$ 1,121|0.34 %|-8.39 %|-8.27 %|False|False
96|Node|NODE|$ 162,720|$ 0.000163|1,000,000,000|$ 1,000|-0.11 %|-11.10 %|-7.30 %|True|False
97|MGW|MGW|$ 162,141|$ 0.162141|1,000,000|$ 258|-0.96 %|-13.84 %|-0.79 %|True|False
98|Stealthcoin|XST|$ 145,871|$ 0.006807|21,431,075|$ 126|-0.21 %|-11.69 %|-7.54 %|False|False
99|Mintcoin|MINT|$ 144,194|$ 0.000007|20,451,063,408|$ 152|-2.57 %|-16.56 %|-23.04 %|True|False
100|Dogeparty|XDP|$ 144,019|$ 0.053739|2,679,950|$ 24|0.01 %|-12.10 %|1.29 %|True|False
101|GoldCoin|GLD|$ 143,478|$ 0.004254|33,728,526|$ 42|-0.08 %|-10.86 %|-24.04 %|False|False
102|VPNCoin|VPN|$ 141,714|$ 0.000354|400,182,301|$ 256|-0.04 %|-6.54 %|3.22 %|True|False
