#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 4,305,369,224|$ 299.61|14,369,826|$ 45,977,965|0.34 %|3.81 %|14.66 %|False|False
2|Ripple|XRP|$ 277,111,875|$ 0.008685|31,908,551,587|$ 397,192|0.09 %|-1.20 %|-17.05 %|True|False
3|Litecoin|LTC|$ 200,616,725|$ 4.93|40,713,859|$ 21,447,881|1.20 %|10.54 %|19.80 %|False|False
4|Dash|DASH|$ 22,447,568|$ 4.03|5,563,792|$ 276,071|0.62 %|-2.50 %|30.34 %|False|False
5|Dogecoin|DOGE|$ 20,286,521|$ 0.000203|100,145,606,629|$ 419,928|0.18 %|-0.43 %|6.05 %|False|False
6|BitShares|BTS|$ 15,658,761|$ 0.006234|2,511,953,117|$ 33,295|0.15 %|0.33 %|-6.26 %|True|False
7|Stellar|STR|$ 15,188,587|$ 0.003140|4,837,356,606|$ 10,799|0.24 %|-0.16 %|-2.55 %|True|False
8|Peercoin|PPC|$ 14,812,067|$ 0.658767|22,484,542|$ 512,613|0.68 %|6.79 %|30.05 %|False|False
9|Nxt|NXT|$ 14,737,037|$ 0.014737|999,997,096|$ 120,203|-0.06 %|0.45 %|14.51 %|True|False
10|BanxShares|BANX|$ 13,180,463|$ 2.01|6,557,309|$ 7,424|0.30 %|3.81 %|14.64 %|True|False
11|MaidSafeCoin|MAID|$ 12,988,015|$ 0.028699|452,552,412|$ 22,370|0.47 %|1.24 %|37.46 %|True|False
12|Namecoin|NMC|$ 9,169,999|$ 0.767729|11,944,320|$ 146,849|0.96 %|5.12 %|13.63 %|False|False
13|Bytecoin|BCN|$ 7,809,111|$ 0.000045|174,446,816,576|$ 7,755|0.36 %|2.12 %|22.85 %|False|False
14|Monero|XMR|$ 4,670,981|$ 0.554045|8,430,693|$ 21,543|0.53 %|4.42 %|8.84 %|False|False
15|Startcoin|START|$ 4,055,990|$ 0.147819|27,438,854|$ 53,311|1.00 %|14.40 %|-5.27 %|False|True
16|Counterparty|XCP|$ 4,014,513|$ 1.52|2,640,066|$ 1,697|0.37 %|1.04 %|24.17 %|True|False
17|MonaCoin|MONA|$ 3,369,504|$ 0.159106|21,177,713|$ 5,841|0.27 %|-0.97 %|-5.15 %|False|False
18|BlackCoin|BLK|$ 3,357,828|$ 0.044798|74,954,066|$ 45,579|0.31 %|0.45 %|-4.22 %|True|False
19|YbCoin|YBC|$ 3,198,094|$ 1.07|3,000,000|$ 78,601|0.28 %|0.55 %|6.35 %|True|False
20|SuperNET|UNITY|$ 2,564,154|$ 3.14|816,061|$ 3,130|0.12 %|18.04 %|3.66 %|True|False
21|Ethercoin|ETC|$ 2,431,111|$ 2.43|1,000,000|$ 5,924|0.52 %|15.84 %|78.77 %|True|False
22|Primecoin|XPM|$ 2,234,159|$ 0.207343|10,775,161|$ 65,062|-0.02 %|1.06 %|-4.78 %|False|False
23|Mintcoin|MINT|$ 2,229,190|$ 0.000103|21,645,162,037|$ 4,952|-0.12 %|-0.68 %|-6.51 %|True|False
24|BitcoinDark|BTCD|$ 2,138,928|$ 1.75|1,224,830|$ 1,819|0.48 %|1.45 %|8.18 %|False|False
25|DigitalNote|XDN|$ 1,992,957|$ 0.000291|6,842,845,161|$ 8,183|0.65 %|5.22 %|19.91 %|False|False
26|NuShares|NSR|$ 1,944,437|$ 0.002387|814,724,332|$ 1,433|0.47 %|1.24 %|-3.85 %|True|False
27|InstantDEX|DEX|$ 1,897,936|$ 1.90|1,000,000|$ 184|1.02 %|13.49 %|13.44 %|True|False
28|Swarm|SWARM|$ 1,796,404|$ 0.017974|99,945,431|$ 15|1.01 %|33.16 %|59.10 %|True|False
29|DNotes|NOTE|$ 1,766,543|$ 0.017440|101,294,748|$ 1,395|0.26 %|4.80 %|14.50 %|False|False
30|Clams|CLAM|$ 1,703,536|$ 2.21|770,016|$ 8,471|0.54 %|7.09 %|19.42 %|True|False
31|Novacoin|NVC|$ 1,635,447|$ 1.48|1,103,924|$ 86,365|0.82 %|-4.07 %|43.91 %|False|False
32|Vertcoin|VTC|$ 1,630,307|$ 0.098693|16,518,920|$ 16,254|0.11 %|-4.68 %|2.37 %|False|False
33|Rimbit|RBT|$ 1,504,561|$ 0.013293|113,183,632|$ 92|0.64 %|0.65 %|8.37 %|True|False
34|GetGems|GEMZ|$ 1,480,922|$ 0.016803|88,135,217|$ 873|0.69 %|6.85 %|31.62 %|True|False
35|NEM|XEM|$ 1,457,797|$ 0.000162|8,999,999,999|$ 5,009|0.25 %|11.66 %|18.65 %|True|False
36|FuelCoin|FC2|$ 1,370,467|$ 0.013676|100,206,032|$ 32|0.51 %|3.11 %|10.15 %|False|True
37|Mastercoin (...|MSC|$ 1,363,754|$ 2.52|541,866|$ 771|0.40 %|-15.31 %|42.70 %|True|False
