#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 10,300,142,730|$ 656.04|15,700,471|$ 99,761,251|-0.22 %|-3.61 %|-12.80 %|False|False
2|Ethereum|ETH|$ 1,151,450,134|$ 14.15|81,389,309|$ 12,790,211|-0.18 %|-1.23 %|15.42 %|False|False
3|Ripple|XRP|$ 225,955,392|$ 0.006436|35,108,326,973|$ 1,224,442|0.01 %|-0.38 %|-2.46 %|True|False
4|Litecoin|LTC|$ 194,416,937|$ 4.19|46,388,169|$ 4,625,521|-0.16 %|-3.05 %|-24.38 %|False|False
5|The DAO|DAO|$ 118,593,923|$ 0.102782|1,153,836,913|$ 1,403,702|-0.14 %|-1.27 %|29.96 %|True|False
6|NEM|XEM|$ 63,648,294|$ 0.007072|8,999,999,999|$ 1,473,262|-0.71 %|0.23 %|72.84 %|True|False
7|Dash|DASH|$ 45,775,421|$ 6.99|6,546,008|$ 338,683|0.15 %|0.72 %|-14.32 %|False|False
8|Lisk|LSK|$ 34,868,293|$ 0.348683|100,000,000|$ 1,078,062|-0.34 %|-6.87 %|-4.29 %|True|False
9|MaidSafeCoin|MAID|$ 34,033,758|$ 0.075204|452,552,412|$ 461,008|0.11 %|0.37 %|7.38 %|True|False
10|Dogecoin|DOGE|$ 30,097,340|$ 0.000287|104,916,390,596|$ 251,549|-0.06 %|-0.75 %|-11.75 %|False|False
11|DigixDAO|DGD|$ 23,083,703|$ 11.54|2,000,000|$ 49,852|-0.30 %|-2.37 %|-8.25 %|True|False
12|Monero|XMR|$ 19,070,279|$ 1.56|12,244,373|$ 138,548|-0.10 %|-2.23 %|-19.20 %|False|False
13|Waves|WAVES|$ 18,613,832|$ 0.186138|100,000,000|$ 469,492|-1.12 %|-6.13 %|-70.22 %|True|False
14|Nxt|NXT|$ 17,391,512|$ 0.017409|999,000,000|$ 1,489,445|2.13 %|45.49 %|106.73 %|True|False
15|Siacoin|SC|$ 16,464,591|$ 0.001066|15,450,251,040|$ 2,240,160|-0.83 %|16.12 %|26.99 %|False|False
16|Steem|STEEM|$ 15,430,527|$ 0.236414|65,268,995|$ 5,297|0.47 %|-2.11 %|-19.48 %|False|False
17|Synereo|AMP|$ 11,218,682|$ 0.060707|184,800,000|$ 19,261|0.74 %|3.82 %|-3.15 %|True|False
18|Stellar|XLM|$ 11,024,037|$ 0.002010|5,485,679,598|$ 234,447|0.97 %|14.57 %|14.51 %|True|False
19|BitShares|BTS|$ 9,942,738|$ 0.003878|2,563,937,708|$ 248,708|0.31 %|2.15 %|-2.04 %|True|False
20|Factom|FCT|$ 9,424,935|$ 1.08|8,753,219|$ 282,711|0.48 %|8.09 %|-21.01 %|True|False
21|Peercoin|PPC|$ 9,231,585|$ 0.396900|23,259,216|$ 58,180|0.22 %|1.23 %|-13.96 %|False|False
22|FedoraCoin|TIPS|$ 7,858,305|$ 0.000018|426,971,942,283|$ 1,554|0.19 %|-2.48 %|-9.08 %|False|False
23|Bytecoin|BCN|$ 6,551,471|$ 0.000036|180,642,572,897|$ 1,742|-0.18 %|3.19 %|5.97 %|False|False
24|Emercoin|EMC|$ 6,324,274|$ 0.166465|37,991,711|$ 3,940|0.33 %|21.90 %|0.38 %|False|False
25|Tether|USDT|$ 5,951,638|$ 1.00|5,951,591|$ 844,197|-0.00 %|0.00 %|0.00 %|True|False
26|YbCoin|YBC|$ 5,839,526|$ 1.94|3,010,505|$ 101,102|-0.19 %|-1.15 %|-8.19 %|True|False
27|Storjcoin X|SJCX|$ 5,511,589|$ 0.111304|49,518,143|$ 109,171|-0.00 %|12.24 %|15.62 %|True|False
28|Namecoin|NMC|$ 5,457,787|$ 0.373612|14,608,153|$ 16,926|-0.08 %|-2.41 %|-18.65 %|False|False
29|SolarCoin|SLR|$ 4,694,041|$ 0.136695|34,339,490|$ 11,352|-0.22 %|-2.95 %|-17.61 %|True|False
30|Counterparty|XCP|$ 4,376,813|$ 1.67|2,626,403|$ 14,038|-0.18 %|0.86 %|-14.24 %|True|False
31|Agoras Tokens|AGRS|$ 3,929,149|$ 0.093551|42,000,000|$ 1,439|-1.38 %|-5.73 %|1.22 %|True|False
32|HitCoin|HTC|$ 3,736,948|$ 0.000340|10,996,318,099|$ 24,009|-0.32 %|-4.67 %|-9.59 %|False|True
33|Feathercoin|FTC|$ 3,684,530|$ 0.029180|126,269,511|$ 10,170|-1.03 %|-6.03 %|-32.82 %|False|False
34|VPNCoin|VPN|$ 3,478,378|$ 0.008689|400,339,746|$ 111,403|0.18 %|-2.14 %|-2.93 %|True|False
35|Xaurum|XAU|$ 3,430,585|$ 458.23|7,487|$ 1,836|-0.23 %|-3.77 %|-11.49 %|False|False
36|SysCoin|SYS|$ 3,222,870|$ 0.007517|428,751,485|$ 30,016|-0.14 %|3.28 %|7.66 %|False|False
37|Decred|DCR|$ 3,220,017|$ 1.62|1,988,528|$ 14,115|-0.25 %|-3.52 %|-12.25 %|False|False
38|Rubycoin|RBY|$ 2,508,952|$ 0.108224|23,182,990|$ 7,502|-0.25 %|-0.49 %|-44.56 %|True|False
39|GameCredits|GAME|$ 2,438,026|$ 0.043690|55,802,867|$ 4,758|-0.22 %|-2.06 %|-28.92 %|False|False
40|Bitcrystals|BCY|$ 2,306,610|$ 0.054674|42,188,536|$ 632|1.08 %|14.24 %|-4.20 %|True|False
41|SuperNET|UNITY|$ 2,273,690|$ 2.79|816,061|$ 4,245|-0.14 %|32.22 %|43.70 %|True|False
42|GridCoin|GRC|$ 2,252,179|$ 0.005965|377,595,698|$ 387|-0.16 %|1.76 %|-10.43 %|False|False
43|DigiByte|DGB|$ 2,231,216|$ 0.000332|6,711,245,122|$ 25,621|0.16 %|-4.61 %|-3.32 %|False|False
44|BlackCoin|BLK|$ 2,189,124|$ 0.028992|75,507,377|$ 29,072|0.22 %|1.71 %|-11.44 %|True|False
45|Voxels|VOX|$ 1,995,599|$ 0.063352|31,500,000|$ 60,989|-0.20 %|-5.02 %|6.45 %|True|False
46|BitcoinDark|BTCD|$ 1,925,393|$ 1.51|1,272,410|$ 479|0.10 %|-6.94 %|-18.79 %|False|False
47|EarthCoin|EAC|$ 1,825,319|$ 0.000195|9,346,468,332|$ 274,421|-0.26 %|-5.69 %|3.40 %|False|False
48|MonaCoin|MONA|$ 1,815,411|$ 0.051881|34,991,532|$ 1,564|0.03 %|-0.72 %|-12.06 %|False|False
49|Scotcoin|SCOT|$ 1,659,869|$ 0.001660|1,000,000,000|$ 3,289|0.75 %|20.03 %|33.78 %|True|False
50|Mintcoin|MINT|$ 1,592,382|$ 0.000069|23,077,840,377|$ 1,051|-0.33 %|3.65 %|-10.76 %|True|False
51|Rimbit|RBT|$ 1,537,103|$ 0.013453|114,256,770|$ 223|0.07 %|-21.80 %|0.71 %|True|False
52|NautilusCoin|NAUT|$ 1,471,626|$ 0.116519|12,629,895|$ 10,313|0.59 %|5.02 %|-11.79 %|True|False
53|Auroracoin|AUR|$ 1,422,403|$ 0.172494|8,246,107|$ 946|-0.28 %|-8.60 %|-15.88 %|False|True
54|VeriCoin|VRC|$ 1,408,397|$ 0.050900|27,669,873|$ 4,004|-0.82 %|-5.96 %|-14.62 %|False|False
