#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 5,358,904,730|$ 424.00|12,638,819|$ 13,812,150|-0.06 %|-1.14 %|-8.23 %|False|False
2|Litecoin|LTC|$ 294,319,059|$ 10.73|27,425,468|$ 4,983,402|-0.18 %|-3.96 %|-6.82 %|False|False
3|Ripple|XRP|$ 48,568,667|$ 0.006213|7,817,889,792|$ 171,183|-0.19 %|-5.37 %|-25.12 %|True|False
4|Peercoin|PPC|$ 38,436,862|$ 1.80|21,307,935|$ 193,614|-0.50 %|-2.40 %|-4.38 %|False|False
5|Dogecoin|DOGE|$ 29,079,941|$ 0.000416|69,823,922,688|$ 429,550|-0.29 %|-4.84 %|-11.46 %|False|False
6|Nxt|NXT|$ 22,974,772|$ 0.022975|999,997,120|$ 21,509|-0.20 %|0.14 %|-20.22 %|True|False
7|Mastercoin (...|MSC|$ 18,239,183|$ 29.44|619,478|$ 6,575|0.30 %|5.26 %|-21.27 %|True|False
8|Namecoin|NMC|$ 15,073,912|$ 1.77|8,498,825|$ 124,217|-0.20 %|-3.40 %|-9.68 %|False|False
9|Auroracoin|AUR|$ 11,382,280|$ 1.06|10,692,521|$ 57,842|-1.16 %|-10.51 %|-48.03 %|False|True
10|BlackCoin|BLK|$ 7,816,288|$ 0.104910|74,505,027|$ 1,337,967|4.79 %|122.34 %|185.02 %|True|False
11|BitShares PTS|PTS|$ 6,505,084|$ 4.08|1,596,022|$ 46,995|-0.45 %|-5.06 %|-18.16 %|True|False
12|Quark|QRK|$ 4,623,340|$ 0.018661|247,749,406|$ 16,361|-0.29 %|-3.56 %|-2.85 %|False|False
13|Bitleu|BTL|$ 4,605,219|$ 0.001838|2,504,910,848|$ 372|-0.56 %|-48.69 %|-50.33 %|False|True
14|Counterparty|XCP|$ 4,535,984|$ 1.71|2,649,475|$ 11,633|-0.11 %|-17.25 %|-33.47 %|True|False
15|Primecoin|XPM|$ 3,798,966|$ 0.728967|5,211,435|$ 51,180|-0.26 %|2.14 %|-11.70 %|False|False
16|Zetacoin|ZET|$ 3,426,873|$ 0.021375|160,322,582|$ 114,245|-0.30 %|-8.42 %|5.56 %|False|False
17|Vertcoin|VTC|$ 3,415,525|$ 0.997659|3,423,539|$ 46,035|-0.06 %|0.62 %|8.87 %|False|False
18|Feathercoin|FTC|$ 3,232,994|$ 0.081701|39,570,977|$ 24,338|0.24 %|-7.00 %|-26.24 %|False|False
19|Novacoin|NVC|$ 2,767,559|$ 3.62|765,528|$ 17,479|-0.36 %|-4.89 %|-20.94 %|False|False
20|Dash|DASH|$ 2,244,875|$ 0.560233|4,007,037|$ 18,407|-0.34 %|0.57 %|-18.21 %|False|False
21|Infinitecoin|IFC|$ 2,082,668|$ 0.000023|90,475,493,717|$ 12,395|0.09 %|-7.10 %|-19.88 %|False|False
22|MaxCoin|MAX|$ 1,755,999|$ 0.097921|17,932,898|$ 49,411|-0.35 %|0.85 %|-19.08 %|False|False
23|WorldCoin|WDC|$ 1,709,399|$ 0.032974|51,841,436|$ 13,067|-0.14 %|0.28 %|-15.83 %|False|False
24|Megacoin|MEC|$ 1,450,038|$ 0.063070|22,991,109|$ 7,565|-0.16 %|-3.89 %|-8.23 %|False|False
25|Muniti|MUN|$ 1,304,157|$ 0.052575|24,805,448|$ 6,216|-0.75 %|14.89 %|?|False|True
26|YbCoin|YBC|$ 1,276,939|$ 0.965301|1,322,840|$ 18,410|0.18 %|-1.23 %|-18.04 %|True|False
27|Mintcoin|MINT|$ 1,067,705|$ 0.000057|18,756,335,616|$ 8,042|-0.38 %|-3.22 %|-15.79 %|True|False
28|Devcoin|DVC|$ 877,993|$ 0.000132|6,675,262,055|$ 1,358|0.00 %|2.94 %|13.20 %|False|False
29|FairCoin|FAIR|$ 847,083|$ 0.016938|50,010,404|$ 135,384|7.71 %|107.02 %|458.49 %|True|False
30|Ixcoin|IXC|$ 747,780|$ 0.039218|19,067,413|$ 847|-0.65 %|20.33 %|48.17 %|True|False
31|KarpelesCoin|KAR|$ 729,914|$ 0.069177|10,551,363|$ 797|-2.00 %|-6.59 %|-72.81 %|False|True
32|Copperlark|CLR|$ 633,026|$ 0.086150|7,347,966|$ 137|-0.05 %|-4.03 %|3.09 %|False|True
33|Anoncoin|ANC|$ 611,005|$ 0.705146|866,495|$ 6,642|-0.32 %|-2.43 %|1.18 %|False|False
34|SiliconValle...|XSV|$ 583,302|$ 0.033085|17,630,443|$ 116|0.96 %|-14.39 %|-87.69 %|False|True
35|Pesetacoin|PTC|$ 563,842|$ 0.024835|22,703,441|$ 229|0.69 %|-7.74 %|-29.25 %|False|False
36|HoboNickels|HBN|$ 548,123|$ 0.142199|3,854,618|$ 3,449|-0.62 %|14.27 %|27.06 %|False|False
37|Freicoin|FRC|$ 529,239|$ 0.012579|42,073,636|$ 740|-0.43 %|-2.57 %|9.51 %|False|False
38|Electronic G...|EFL|$ 520,400|$ 0.043695|11,909,919|$ 1,967|0.64 %|-15.16 %|-55.00 %|False|True
39|PotCoin|POT|$ 491,363|$ 0.006679|73,567,918|$ 8,437|-0.38 %|-6.05 %|14.23 %|False|False
40|Tickets|TIX|$ 478,029|$ 0.000007|66,876,280,832|$ 4,561|-0.46 %|-6.58 %|-23.77 %|False|False
41|Unobtanium|UNO|$ 472,298|$ 2.71|174,280|$ 10,197|0.66 %|0.47 %|-25.71 %|False|False
42|Terracoin|TRC|$ 436,960|$ 0.072559|6,022,118|$ 5,678|-0.30 %|4.10 %|-1.56 %|False|False
43|GoldCoin|GLD|$ 407,593|$ 0.013347|30,537,897|$ 801|0.89 %|8.88 %|4.64 %|False|False
44|Digitalcoin|DGC|$ 387,711|$ 0.026719|14,510,743|$ 2,629|-0.85 %|-3.42 %|6.20 %|False|False
45|Zeitcoin|ZEIT|$ 384,639|$ 0.000014|27,150,028,800|$ 12,114|-2.36 %|28.29 %|10.29 %|False|False
46|Crypto Bullion|CBX|$ 383,217|$ 0.404011|948,531|$ 286|-0.21 %|-1.33 %|-16.06 %|False|False
47|UltraCoin|UTC|$ 380,644|$ 0.032427|11,738,335|$ 3,336|-0.48 %|-5.14 %|-46.72 %|False|False
48|NetCoin|NET|$ 342,168|$ 0.001380|247,978,736|$ 11,684|-1.47 %|-14.56 %|12.16 %|False|False
49|CryptoEscudo|CESC|$ 334,194|$ 0.000730|458,000,802|$ 136|-2.17 %|-2.66 %|-38.57 %|False|True
50|ReddCoin|RDD|$ 332,280|$ 0.000018|18,934,884,011|$ 4,831|0.09 %|8.92 %|-5.25 %|True|False
51|SpainCoin|SPA|$ 313,109|$ 0.011557|27,091,669|$ 1,607|-0.18 %|-13.59 %|-58.22 %|False|True
52|Particle|PRT|$ 296,584|$ 0.000425|697,814,443|$ 222|-0.19 %|-1.27 %|-19.76 %|False|False
53|MonaCoin|MONA|$ 274,316|$ 0.052300|5,245,082|$ 1,767|-0.24 %|-9.03 %|-12.83 %|False|False
54|Myriadcoin|MYR|$ 252,970|$ 0.001794|140,993,035|$ 16,404|-0.39 %|-8.47 %|-30.05 %|False|False
55|Colossuscoin|COL|$ 250,034|$ 8e-07|312,800,575,033|$ 638|-1.46 %|10.87 %|24.29 %|False|False
56|Mincoin|MNC|$ 240,050|$ 0.139570|1,719,928|$ 340|0.41 %|-3.45 %|-18.58 %|False|False
57|Gridcoin Cla...|GRCX|$ 233,046|$ 0.013808|16,877,266|$ 2,059|1.50 %|-3.64 %|18.33 %|False|False
58|Applecoin|APC|$ 213,343|$ 0.013132|16,246,394|$ 1,970|-0.10 %|-3.16 %|-19.01 %|True|False
59|ECCoin|ECC|$ 202,135|$ 0.000014|14,203,656,988|$ 7,684|-1.96 %|0.32 %|-37.64 %|False|False
60|BitBar|BTB|$ 200,049|$ 19.02|10,518|$ 174|-0.24 %|7.69 %|-9.63 %|False|False
61|UnionCoin|UNC|$ 199,980|$ 0.023840|8,388,608|$ 1,001|0.62 %|-2.50 %|-23.04 %|False|False
62|Heavycoin|HVC|$ 193,452|$ 0.008638|22,395,332|$ 4,087|-0.14 %|-8.46 %|-49.98 %|False|False
63|Philosopher ...|PHS|$ 192,383|$ 0.102100|1,884,266|$ 1,754|-1.27 %|16.74 %|102.11 %|True|False
64|FedoraCoin|TIPS|$ 190,733|$ 8.7e-07|218,035,514,254|$ 1,279|-0.99 %|-6.61 %|-23.71 %|False|False
65|I0Coin|I0C|$ 188,111|$ 0.009243|20,351,205|$ 44|2.62 %|?|0.19 %|False|False
66|LeafCoin|LEAF|$ 187,859|$ 0.000013|14,981,335,858|$ 802|0.01 %|32.94 %|140.42 %|False|False
67|MazaCoin|MZC|$ 179,983|$ 0.000767|234,679,809|$ 5,343|-0.26 %|-3.86 %|-23.89 %|False|False
68|DigiByte|DGB|$ 177,524|$ 0.000183|971,989,305|$ 4,684|-0.19 %|-2.48 %|26.64 %|False|False
69|Kittehcoin|MEOW|$ 171,831|$ 0.000019|9,127,420,928|$ 870|1.75 %|-3.91 %|-20.76 %|False|False
70|Coin2|NC2|$ 169,608|$ 0.003392|50,000,000|$ 40|-0.06 %|-1.14 %|52.43 %|True|False
71|Sexcoin|SXC|$ 168,915|$ 0.002488|67,887,661|$ 1,784|-0.97 %|-14.00 %|-29.30 %|False|False
72|Gulden|NLG|$ 166,996|$ 0.000858|194,549,209|$ 4,271|-1.26 %|-26.15 %|?|False|True
73|Billioncoin|BIL|$ 162,044|$ 0.000024|6,693,400,149|$ 2,121|-0.23 %|2.31 %|-20.61 %|False|False
74|Einsteinium|EMC2|$ 156,803|$ 0.002539|61,764,836|$ 13,693|-1.71 %|10.67 %|?|False|False
75|BBQCoin|BQC|$ 154,182|$ 0.004623|33,350,798|$ 431|-0.31 %|-6.91 %|3.36 %|False|False
76|RedCoin|RED|$ 148,604|$ 0.003544|41,932,634|$ 20,820|-1.04 %|-9.89 %|-1.45 %|False|False
77|Execoin|EXE|$ 144,646|$ 0.028859|5,012,083|$ 3,805|-0.88 %|-7.09 %|-35.64 %|False|False
78|USDe|USDe|$ 141,083|$ 0.000238|593,365,800|$ 2,083|-0.15 %|-0.21 %|86.67 %|False|False
79|HunterCoin|HUC|$ 138,187|$ 0.096669|1,429,490|$ 685|3.26 %|47.03 %|42.11 %|False|False
80|Memorycoin|MMC|$ 138,123|$ 0.020431|6,760,323|$ 950|-0.64 %|-7.20 %|-1.52 %|False|False
81|Bitcoin Scrypt|BTCS|$ 135,962|$ 0.028637|4,747,700|$ 183|-0.53 %|-6.00 %|-31.63 %|False|False
82|GermanyCoin|GER|$ 135,785|$ 0.006346|21,396,477|$ 499|-3.21 %|-69.40 %|-49.13 %|False|True
83|TagCoin|TAG|$ 134,051|$ 0.111424|1,203,073|$ 1,279|0.03 %|-1.85 %|-10.88 %|False|False
84|SecureCoin|SRC|$ 129,333|$ 0.081303|1,590,746|$ 1,153|-0.24 %|-6.62 %|-20.16 %|False|False
85|Yacoin|YAC|$ 128,705|$ 0.006390|20,142,931|$ 597|0.13 %|-5.74 %|-13.75 %|False|False
86|Isracoin|ISR|$ 124,425|$ 0.104081|1,195,469|$ 15,800|-2.45 %|0.13 %|?|False|True
87|Extremecoin|EXC|$ 108,795|$ 0.031338|3,471,665|$ 46|-0.06 %|-0.71 %|-28.55 %|False|False
88|Murraycoin|MRY|$ 108,788|$ 0.005686|19,133,306|$ 2,003|0.94 %|-9.69 %|-21.03 %|False|False
89|LottoCoin|LOT|$ 107,939|$ 0.000010|10,907,921,216|$ 1,386|-0.05 %|15.30 %|-13.18 %|False|False
90|Mooncoin|MOON|$ 107,757|$ 0.000001|75,513,072,697|$ 1,308|-0.73 %|-5.79 %|-18.03 %|False|False
91|FlorinCoin|FLO|$ 104,086|$ 0.002467|42,194,061|$ 159|0.01 %|-13.11 %|21.81 %|False|False
92|Riecoin|RIC|$ 85,649|$ 0.047753|1,793,572|$ 1,150|-1.45 %|-15.95 %|-23.49 %|False|False
93|AIRcoin|AIR|$ 82,939|$ 0.031312|2,648,772|$ 53|-1.48 %|-10.93 %|-60.91 %|False|True
94|Fastcoin|FST|$ 82,344|$ 0.001161|70,898,757|$ 598|-0.02 %|1.41 %|9.84 %|False|False
95|EarthCoin|EAC|$ 81,325|$ 0.000035|2,344,824,908|$ 1,050|-0.16 %|-3.41 %|-33.57 %|False|False
