#|Name|Symbol|Market Cap|Price|Available Supply|Volume (24h)|% 1h|% 24h|% 7d|Not Mineable|Significantly Premined
1|Bitcoin|BTC|$ 8,187,348,827|$ 629.18|13,012,670|$ 12,333,774|-0.03 %|-0.59 %|-0.79 %|False|False
2|Litecoin|LTC|$ 268,562,337|$ 8.90|30,163,306|$ 7,635,172|0.34 %|12.28 %|23.21 %|False|False
3|Nxt|NXT|$ 46,509,593|$ 0.046510|999,997,120|$ 235,891|-0.25 %|-3.41 %|-13.08 %|True|False
4|Ripple|XRP|$ 33,473,428|$ 0.004282|7,817,888,768|$ 108,532|-0.07 %|-1.11 %|39.36 %|True|False
5|Peercoin|PPC|$ 31,766,484|$ 1.47|21,553,636|$ 150,783|0.32 %|5.14 %|-5.47 %|False|False
6|Dash|DASH|$ 29,290,741|$ 6.56|4,464,672|$ 145,567|0.08 %|0.18 %|-6.28 %|False|False
7|Dogecoin|DOGE|$ 23,547,933|$ 0.000271|87,045,834,524|$ 297,883|0.04 %|0.03 %|21.16 %|False|False
8|Namecoin|NMC|$ 17,679,922|$ 1.89|9,333,313|$ 134,334|0.03 %|4.41 %|5.38 %|False|False
9|MaidSafeCoin|MAID|$ 14,203,677|$ 0.031386|452,552,416|$ 26,134|-0.11 %|-3.86 %|75.29 %|True|False
10|BlackCoin|BLK|$ 8,658,934|$ 0.116081|74,594,010|$ 217,688|-0.35 %|3.60 %|-12.27 %|True|False
11|Mastercoin (...|MSC|$ 8,010,635|$ 14.22|563,162|$ 1,513|0.03 %|-10.54 %|-22.41 %|True|False
12|BitShares PTS|PTS|$ 7,536,584|$ 4.57|1,650,319|$ 28,320|-0.53 %|3.54 %|3.79 %|True|False
13|Bytecoin|BCN|$ 6,952,894|$ 0.000044|157,510,975,488|$ 3,647|-0.62 %|-18.15 %|-0.89 %|False|False
14|Counterparty|XCP|$ 6,469,320|$ 2.44|2,649,071|$ 1,443|-0.00 %|3.41 %|-4.10 %|True|False
15|VeriCoin|VRC|$ 6,378,298|$ 0.238090|26,789,479|$ 221,363|0.64 %|8.76 %|-5.24 %|False|False
16|XCurrency|XC|$ 5,679,209|$ 1.03|5,516,433|$ 90,286|-0.55 %|-8.73 %|-29.73 %|True|False
17|Zetacoin|ZET|$ 3,786,131|$ 0.023576|160,594,208|$ 12,897|0.17 %|-3.17 %|-4.32 %|False|False
18|Monero|XMR|$ 3,381,701|$ 1.64|2,060,647|$ 70,864|-1.03 %|-10.14 %|-32.27 %|False|False
19|Quark|QRK|$ 3,070,209|$ 0.012379|248,017,080|$ 2,332|-0.04 %|-0.10 %|-11.22 %|False|False
20|CloakCoin|CLOAK|$ 2,642,204|$ 0.585196|4,515,079|$ 123,269|-0.68 %|-10.55 %|51.57 %|True|False
21|Primecoin|XPM|$ 2,461,222|$ 0.384615|6,399,184|$ 16,241|0.15 %|7.67 %|-5.47 %|False|False
22|Feathercoin|FTC|$ 1,949,808|$ 0.039758|49,042,459|$ 6,325|0.35 %|0.65 %|-11.06 %|False|False
23|Neutrino|NTR|$ 1,929,047|$ 0.009169|210,384,752|$ 149|-0.39 %|-17.70 %|-28.42 %|False|False
24|Vertcoin|VTC|$ 1,847,283|$ 0.306325|6,030,464|$ 23,796|-0.24 %|-1.38 %|-18.67 %|False|False
25|Megacoin|MEC|$ 1,798,381|$ 0.073971|24,311,817|$ 12,807|0.30 %|11.22 %|44.60 %|False|False
26|ReddCoin|RDD|$ 1,769,121|$ 0.000067|26,474,623,033|$ 4,497|-0.40 %|-1.00 %|42.80 %|True|False
27|YbCoin|YBC|$ 1,520,942|$ 0.882958|1,722,553|$ 8,950|-0.16 %|-3.04 %|12.65 %|True|False
28|Uro|URO|$ 1,504,746|$ 4.42|340,060|$ 204,150|-1.33 %|-10.01 %|3.49 %|False|False
29|Qora|QORA|$ 1,489,668|$ 0.000149|10,000,000,000|$ 4,178|0.20 %|-3.47 %|-20.68 %|True|False
30|PotCoin|POT|$ 1,396,677|$ 0.010641|131,259,370|$ 7,411|0.20 %|-2.57 %|-3.42 %|False|False
31|Infinitecoin|IFC|$ 1,272,327|$ 0.000014|90,582,477,938|$ 7,669|-0.33 %|0.13 %|-14.87 %|False|False
32|WorldCoin|WDC|$ 1,164,833|$ 0.019353|60,189,111|$ 5,669|-0.25 %|2.09 %|9.03 %|False|False
33|Karmacoin|KARM|$ 1,144,014|$ 0.000019|59,224,112,469|$ 3,688|-0.22 %|-2.87 %|-21.62 %|False|False
34|Novacoin|NVC|$ 1,073,612|$ 1.44|747,930|$ 21,196|0.18 %|3.18 %|-2.99 %|False|False
35|Ixcoin|IXC|$ 897,333|$ 0.044232|20,287,106|$ 482|-0.18 %|-2.55 %|2.35 %|True|False
36|NEMstake|NEM|$ 893,241|$ 1,153|775|$ 5,803|-0.90 %|2.03 %|-16.97 %|True|False
37|MaxCoin|MAX|$ 832,017|$ 0.034902|23,838,387|$ 19,180|-0.01 %|-10.38 %|15.93 %|False|False
38|Nas|NAS|$ 815,453|$ 0.000082|10,000,000,000|$ 7,260|0.29 %|10.59 %|-1.00 %|True|False
39|FIMKrypto|FIMK|$ 805,311|$ 0.002256|356,988,671|$ 6,567|-1.39 %|-0.39 %|?|True|False
40|Anoncoin|ANC|$ 746,954|$ 0.683558|1,092,744|$ 4,195|-0.08 %|1.49 %|-1.53 %|False|False
41|NautilusCoin|NAUT|$ 660,863|$ 0.153182|4,314,237|$ 29,777|0.24 %|1.98 %|-17.50 %|True|False
42|Devcoin|DVC|$ 606,564|$ 0.000083|7,272,920,075|$ 1,810|0.06 %|-0.21 %|9.20 %|False|False
43|Billioncoin|BIL|$ 605,798|$ 0.000075|8,113,852,416|$ 7,200|0.04 %|-1.53 %|0.55 %|False|False
44|Razor|RZR|$ 598,782|$ 0.332262|1,802,140|$ 26,168|-0.30 %|-2.02 %|-23.74 %|False|False
45|CryptCoin|CRYPT|$ 581,039|$ 0.178148|3,261,561|$ 15,553|-0.23 %|-5.23 %|-3.20 %|False|False
46|Mintcoin|MINT|$ 565,604|$ 0.000029|19,424,951,865|$ 1,293|-0.12 %|4.36 %|2.82 %|True|False
47|MonaCoin|MONA|$ 558,476|$ 0.058918|9,478,928|$ 2,470|1.48 %|-9.71 %|?|False|False
48|Navajo|NAV|$ 527,726|$ 0.009716|54,314,929|$ 19,723|1.12 %|12.56 %|224.51 %|True|False
49|Mineralscoin|MIN|$ 507,200|$ 0.018822|26,947,213|$ 15,498|0.24 %|5.82 %|-21.88 %|True|False
50|GoldCoin|GLD|$ 470,384|$ 0.014794|31,796,356|$ 1,035|1.21 %|12.30 %|10.73 %|False|False
51|Cinni|CINNI|$ 458,397|$ 0.030506|15,026,290|$ 7,215|0.20 %|-0.60 %|-18.75 %|True|False
52|VootCoin|VOOT|$ 404,877|$ 0.005875|68,912,522|$ 35,667|0.38 %|-22.91 %|-57.66 %|False|False
53|JackpotCoin|JPC|$ 363,629|$ 0.000087|4,183,317,483|$ 2,992|-0.63 %|-9.83 %|-22.21 %|False|False
54|DNotes|NOTE|$ 344,639|$ 0.003885|88,712,483|$ 987|0.10 %|3.14 %|11.79 %|False|False
55|TEKcoin|TEK|$ 328,147|$ 0.206780|1,586,936|$ 1,289|-0.38 %|-28.45 %|-25.44 %|False|False
56|Unobtanium|UNO|$ 319,335|$ 1.69|189,100|$ 148|-0.18 %|0.66 %|-14.72 %|False|False
57|Gridcoin Cla...|GRCX|$ 314,906|$ 0.012147|25,924,308|$ 300|-0.10 %|-2.73 %|15.04 %|False|False
58|TorCoin|TOR|$ 303,118|$ 0.199935|1,516,084|$ 258,838|4.22 %|223.49 %|?|True|False
59|USDe|USDe|$ 293,366|$ 0.000343|855,745,792|$ 1,036|-0.16 %|-7.83 %|-43.98 %|False|False
60|DigiByte|DGB|$ 284,456|$ 0.000231|1,230,658,930|$ 3,044|-0.03 %|3.87 %|7.22 %|False|False
61|Applecoin|APC|$ 249,018|$ 0.013215|18,843,700|$ 2,132|0.10 %|-0.80 %|5.21 %|True|False
62|FlappyCoin|FLAP|$ 247,910|$ 0.000004|56,230,510,592|$ 150|-1.70 %|-19.10 %|809.77 %|False|False
63|Boolberry|BBR|$ 244,167|$ 0.351477|694,690|$ 79|-2.53 %|-13.66 %|-41.71 %|False|False
64|BoostCoin|BOST|$ 240,013|$ 0.020493|11,712,164|$ 8,793|-0.15 %|-1.64 %|-8.14 %|False|False
65|Tickets|TIX|$ 238,443|$ 0.000004|66,876,280,832|$ 81|0.15 %|9.83 %|7.19 %|False|False
66|Scotcoin|XCPSCO|$ 230,367|$ 0.000300|768,001,152|$ 127|-0.02 %|14.41 %|27.83 %|True|False
67|Chancecoin|CHA|$ 229,217|$ 0.444760|515,373|$ 363|-0.03 %|98.86 %|?|True|False
68|Stealthcoin|XST|$ 225,663|$ 0.010893|20,717,286|$ 153,681|0.67 %|94.11 %|?|False|False
69|ShieldCoin|SHLD|$ 224,013|$ 0.206892|1,082,755|$ 524,655|2.73 %|-5.80 %|?|True|False
70|Sync|SYNC|$ 214,272|$ 199.22|1,076|$ 2,416|0.07 %|4.50 %|20.82 %|True|False
71|I0Coin|I0C|$ 206,184|$ 0.010067|20,481,267|$ 245|-0.03 %|12.90 %|21.61 %|False|False
72|HoboNickels|HBN|$ 204,128|$ 0.039485|5,169,758|$ 644|-0.24 %|-5.51 %|-25.56 %|False|False
